,UTC time,carbon_intensity,carbon_from_src_forecasts,avg_wind_production_forecast,avg_nuclear_production_forecast,avg_unknown_production_forecast,avg_hydro_production_forecast
34,2021-07-02 10:00:00,33.89,34.52,1195,5400.4595,1002.3959,9101.448
35,2021-07-02 11:00:00,32.88,34.89,1198,5394.4214,998.6617,8867.558
36,2021-07-02 12:00:00,34.22,35.49,1146,5407.9497,999.8571,8644.554
37,2021-07-02 13:00:00,34.08,35.73,1068,5404.6587,1002.2809,8656.726
38,2021-07-02 14:00:00,34.31,35.8,963,5391.5137,995.14716,8634.752
39,2021-07-02 15:00:00,34.69,35.66,853,5404.011,996.07104,8806.92
40,2021-07-02 16:00:00,34.53,35.56,772,5416.674,991.4406,8851.928
41,2021-07-02 17:00:00,33.81,35.73,732,5410.055,996.69684,8900.36
42,2021-07-02 18:00:00,33.67,35.34,758,5420.4106,992.3573,8976.84
43,2021-07-02 19:00:00,33.47,35.33,838,5422.47,983.5644,8761.669
44,2021-07-02 20:00:00,33.38,35.66,922,5408.405,971.2084,8359.468
45,2021-07-02 21:00:00,33.0,36.54,943,5392.03,955.9364,7752.99
46,2021-07-02 22:00:00,33.11,37.08,1134,5416.561,938.4636,7065.3027
47,2021-07-02 23:00:00,34.09,38.53,1075,5388.3677,922.4879,6382.2944
48,2021-07-03 00:00:00,34.31,35.45,986,5343.2295,920.0092,7672.1255
49,2021-07-03 01:00:00,34.01,35.69,898,5359.8613,912.8932,7536.812
50,2021-07-03 02:00:00,34.4,35.84,826,5359.9185,913.43933,7555.707
51,2021-07-03 03:00:00,34.37,34.78,736,5371.2236,905.4673,7954.862
52,2021-07-03 04:00:00,34.91,33.94,602,5384.412,908.87885,8500.82
53,2021-07-03 05:00:00,34.79,34.18,498,5387.4087,933.13116,8877.511
54,2021-07-03 06:00:00,34.95,33.81,500,5384.168,941.8221,9192.44
55,2021-07-03 07:00:00,34.89,33.64,596,5376.101,964.63165,9551.712
56,2021-07-03 08:00:00,35.01,34.01,729,5377.72,978.89136,9465.538
57,2021-07-03 09:00:00,35.81,34.13,860,5390.86,991.0192,9455.691
58,2021-07-03 10:00:00,35.95,34.7,968,5373.335,1000.14404,9231.971
59,2021-07-03 11:00:00,36.4,34.66,1070,5367.458,996.2361,9091.707
60,2021-07-03 12:00:00,36.33,35.03,1135,5380.9087,997.4548,8861.142
61,2021-07-03 13:00:00,35.82,35.09,1168,5377.7134,1000.0285,8842.95
62,2021-07-03 14:00:00,34.99,35.04,1180,5364.667,993.0997,8757.876
63,2021-07-03 15:00:00,35.37,34.85,1175,5377.0156,994.25287,8860.24
64,2021-07-03 16:00:00,35.23,34.58,1164,5389.6807,990.037,8919.501
65,2021-07-03 17:00:00,34.81,34.7,1185,5383.0405,995.3169,8928.665
66,2021-07-03 18:00:00,34.28,34.14,1299,5393.3765,991.02734,9006.936
67,2021-07-03 19:00:00,33.49,33.62,1592,5395.474,982.26764,8830.475
68,2021-07-03 20:00:00,33.41,33.23,1923,5381.6025,970.0708,8510.607
69,2021-07-03 21:00:00,33.24,33.47,2075,5365.323,954.8776,8009.708
70,2021-07-03 22:00:00,32.88,33.79,2073,5389.703,937.5256,7555.233
71,2021-07-03 23:00:00,33.28,34.49,2048,5361.8623,921.7257,7036.2544
72,2021-07-04 00:00:00,33.43,35.25,1909,5371.888,907.9869,6621.424
73,2021-07-04 01:00:00,33.79,35.6,1719,5382.915,903.07996,6582.312
74,2021-07-04 02:00:00,34.54,36.17,1500,5382.962,903.76636,6581.3457
75,2021-07-04 03:00:00,35.07,36.1,1228,5391.8037,894.8115,6737.4688
76,2021-07-04 04:00:00,35.05,36.75,922,5403.051,905.5537,6937.8657
77,2021-07-04 05:00:00,35.69,37.65,691,5407.8594,941.2667,7335.7075
78,2021-07-04 06:00:00,35.72,37.31,661,5401.7593,959.41785,7765.311
79,2021-07-04 07:00:00,36.58,36.78,803,5397.782,988.9325,8269.445
80,2021-07-04 08:00:00,36.2,36.82,987,5401.3247,1010.7168,8386.172
81,2021-07-04 09:00:00,36.99,36.96,1164,5406.376,1028.5908,8403.182
82,2021-07-04 10:00:00,36.97,37.19,1341,5389.9624,1043.407,8360.027
83,2021-07-04 11:00:00,37.29,36.83,1489,5388.802,1038.185,8292.78
84,2021-07-04 12:00:00,37.61,36.91,1527,5401.8164,1035.7097,8170.357
85,2021-07-04 13:00:00,37.32,36.89,1479,5400.9507,1035.2014,8220.204
86,2021-07-04 14:00:00,37.42,36.32,1442,5384.3823,1023.4782,8354.36
87,2021-07-04 15:00:00,36.86,35.93,1410,5393.937,1019.4585,8491.3545
88,2021-07-04 16:00:00,36.76,35.55,1369,5408.101,1015.7861,8638.241
89,2021-07-04 17:00:00,35.96,35.72,1347,5400.473,1017.47424,8614.154
90,2021-07-04 18:00:00,36.24,35.58,1435,5409.364,1010.87634,8483.347
91,2021-07-04 19:00:00,35.63,35.21,1693,5410.0566,999.1143,8215.766
92,2021-07-04 20:00:00,35.46,34.35,1986,5401.386,981.32227,8060.261
93,2021-07-04 21:00:00,34.95,33.91,2150,5385.369,956.38403,7727.418
94,2021-07-04 22:00:00,34.67,33.79,2051,5399.553,928.90656,7425.7964
95,2021-07-04 23:00:00,36.25,33.89,1977,5385.8335,904.1208,7071.1978
96,2021-07-05 00:00:00,36.08,37.68,1850,4587.6465,951.2907,7127.799
97,2021-07-05 01:00:00,36.45,38.07,1702,4597.7183,947.96844,7070.7476
98,2021-07-05 02:00:00,36.5,38.37,1546,4598.9653,947.68176,7109.202
99,2021-07-05 03:00:00,36.43,38.02,1299,4607.2793,939.44556,7363.304
100,2021-07-05 04:00:00,35.63,38.17,990,4617.93,945.75726,7692.446
101,2021-07-05 05:00:00,35.88,38.81,755,4619.4497,976.18,8112.512
102,2021-07-05 06:00:00,36.9,38.3,785,4614.43,989.0872,8460.682
103,2021-07-05 07:00:00,37.85,37.58,1015,4616.003,1014.2881,8873.051
104,2021-07-05 08:00:00,38.58,37.49,1315,4626.922,1031.7368,8850.727
105,2021-07-05 09:00:00,38.42,37.48,1604,4623.9873,1045.0881,8762.054
106,2021-07-05 10:00:00,38.67,37.62,1834,4611.29,1057.5238,8659.992
107,2021-07-05 11:00:00,38.34,37.31,2017,4612.4146,1053.4547,8553.771
108,2021-07-05 12:00:00,38.41,37.35,2148,4622.294,1051.706,8370.289
109,2021-07-05 13:00:00,38.82,36.88,2208,4627.041,1051.6173,8510.476
110,2021-07-05 14:00:00,38.83,36.25,2194,4616.689,1042.6693,8687.792
111,2021-07-05 15:00:00,38.14,35.89,2104,4624.516,1040.0243,8895.451
112,2021-07-05 16:00:00,37.9,35.51,1963,4632.8105,1035.0492,9130.201
113,2021-07-05 17:00:00,37.65,36.09,1766,4628.4946,1038.776,9118.476
114,2021-07-05 18:00:00,37.16,36.43,1637,4638.486,1033.3843,9003.422
115,2021-07-05 19:00:00,37.0,36.45,1718,4639.005,1023.3009,8761.393
116,2021-07-05 20:00:00,36.64,36.05,1884,4634.725,1007.4504,8543.57
117,2021-07-05 21:00:00,36.63,36.09,1981,4626.137,988.02686,8146.74
118,2021-07-05 22:00:00,37.03,36.11,1949,4632.7964,965.964,7835.5254
119,2021-07-05 23:00:00,37.28,36.54,1813,4629.1187,945.2059,7486.137
120,2021-07-06 00:00:00,37.26,39.88,1630,4491.5767,964.87744,6824.5166
121,2021-07-06 01:00:00,37.77,40.69,1400,4507.4004,957.20245,6662.606
122,2021-07-06 02:00:00,38.22,41.25,1184,4502.128,957.79425,6705.728
123,2021-07-06 03:00:00,38.58,40.27,978,4511.0913,949.55023,7119.092
124,2021-07-06 04:00:00,38.18,39.32,784,4523.432,953.025,7677.8354
125,2021-07-06 05:00:00,39.16,39.43,697,4530.6147,979.5588,8077.2275
126,2021-07-06 06:00:00,39.18,38.77,787,4525.717,989.4933,8374.366
127,2021-07-06 07:00:00,39.79,38.36,978,4522.0264,1015.5212,8707.245
128,2021-07-06 08:00:00,40.66,38.61,1192,4525.4644,1032.5778,8629.085
129,2021-07-06 09:00:00,40.37,38.86,1415,4530.9585,1047.6625,8507.308
130,2021-07-06 10:00:00,40.49,39.01,1673,4513.9517,1058.9989,8363.611
131,2021-07-06 11:00:00,40.49,38.91,1918,4514.6357,1055.3387,8109.276
132,2021-07-06 12:00:00,40.37,39.15,2019,4527.113,1055.799,7903.3447
133,2021-07-06 13:00:00,40.56,39.48,2025,4524.595,1057.5647,7795.3296
134,2021-07-06 14:00:00,39.31,39.06,2083,4516.0786,1048.5582,7789.462
135,2021-07-06 15:00:00,39.02,39.01,2036,4522.525,1047.0552,7826.7456
136,2021-07-06 16:00:00,38.19,38.67,1885,4536.965,1039.8599,7998.9956
137,2021-07-06 17:00:00,37.84,38.84,1731,4526.636,1043.8998,8151.422
138,2021-07-06 18:00:00,37.61,38.71,1737,4540.502,1038.7211,8112.805
139,2021-07-06 19:00:00,37.69,38.03,1925,4541.968,1028.8228,8059.341
140,2021-07-06 20:00:00,36.13,37.72,2159,4535.5986,1015.07996,7765.7637
141,2021-07-06 21:00:00,35.66,38.21,2258,4518.421,998.1714,7244.9473
142,2021-07-06 22:00:00,34.78,38.84,2317,4537.6606,979.34546,6663.6777
143,2021-07-06 23:00:00,34.32,40.01,2239,4522.6597,962.1822,6104.045
144,2021-07-07 00:00:00,35.08,37.12,2129,4514.808,952.63947,7161.7754
145,2021-07-07 01:00:00,35.25,37.36,2047,4530.6245,943.5605,7002.7476
146,2021-07-07 02:00:00,37.18,37.56,1950,4525.7275,943.2061,7022.047
147,2021-07-07 03:00:00,37.68,36.6,1865,4534.6934,934.581,7349.3257
148,2021-07-07 04:00:00,38.05,35.79,1774,4547.0703,938.09845,7813.6265
149,2021-07-07 05:00:00,39.26,35.98,1720,4554.072,965.1664,8186.5273
150,2021-07-07 06:00:00,38.8,35.79,1750,4549.23,976.404,8412.709
151,2021-07-07 07:00:00,39.26,35.42,1977,4545.3623,1003.5205,8764.148
152,2021-07-07 08:00:00,39.76,35.49,2279,4548.8306,1021.6599,8704.492
153,2021-07-07 09:00:00,37.73,35.64,2512,4554.2925,1037.4164,8633.882
154,2021-07-07 10:00:00,37.01,35.8,2678,4537.2295,1049.0343,8584.841
155,2021-07-07 11:00:00,37.26,35.72,2831,4537.872,1045.309,8414.162
156,2021-07-07 12:00:00,36.91,35.81,2913,4550.2485,1045.6125,8282.806
157,2021-07-07 13:00:00,36.6,36.11,2929,4547.827,1047.3193,8154.447
158,2021-07-07 14:00:00,36.82,35.6,2963,4539.1357,1038.4984,8233.485
159,2021-07-07 15:00:00,37.89,35.29,2990,4545.623,1037.7693,8336.129
160,2021-07-07 16:00:00,38.13,34.63,3020,4560.052,1031.5767,8518.437
161,2021-07-07 17:00:00,37.6,34.94,2854,4549.952,1036.2693,8615.75
162,2021-07-07 18:00:00,36.37,35.03,2790,4563.151,1031.5221,8545.488
163,2021-07-07 19:00:00,35.13,34.73,2864,4564.9355,1021.91095,8469.269
164,2021-07-07 20:00:00,34.64,34.46,3012,4558.339,1008.11395,8243.994
165,2021-07-07 21:00:00,33.58,34.65,3128,4541.3325,990.78723,7779.693
166,2021-07-07 22:00:00,33.51,35.18,3122,4560.6074,971.2157,7221.314
167,2021-07-07 23:00:00,32.97,35.93,3044,4545.429,953.1275,6709.1396
168,2021-07-08 00:00:00,33.33,35.71,2905,4560.304,904.0171,6187.8633
169,2021-07-08 01:00:00,33.67,36.32,2755,4576.059,898.3173,5991.7827
170,2021-07-08 02:00:00,34.01,37.01,2552,4571.734,902.91705,6001.26
171,2021-07-08 03:00:00,34.06,36.64,2222,4580.752,895.03516,6349.676
172,2021-07-08 04:00:00,32.36,36.62,1822,4593.166,902.3096,6849.6743
173,2021-07-08 05:00:00,31.33,37.15,1556,4599.8066,926.32324,7257.1255
174,2021-07-08 06:00:00,31.99,36.73,1547,4595.0586,933.59045,7538.213
175,2021-07-08 07:00:00,32.63,36.18,1692,4590.973,952.87634,7906.4966
176,2021-07-08 08:00:00,33.33,36.17,1852,4594.506,963.50256,7907.8623
177,2021-07-08 09:00:00,33.88,36.47,1939,4600.094,974.432,7851.7236
178,2021-07-08 10:00:00,33.75,36.81,1955,4583.019,981.45447,7812.424
179,2021-07-08 11:00:00,33.84,37.04,1957,4583.417,975.799,7630.273
180,2021-07-08 12:00:00,34.25,37.91,1899,4595.7104,978.32245,7366.3555
181,2021-07-08 13:00:00,33.94,38.69,1764,4593.4326,983.1737,7272.5493
182,2021-07-08 14:00:00,33.8,38.8,1623,4584.4272,976.37256,7287.033
183,2021-07-08 15:00:00,33.9,39.17,1390,4591.1543,977.9661,7397.822
184,2021-07-08 16:00:00,33.63,39.34,1142,4605.448,976.88763,7555.276
185,2021-07-08 17:00:00,33.51,39.5,917,4595.721,979.4826,7766.4795
186,2021-07-08 18:00:00,33.02,39.4,834,4608.2275,973.98584,7798.911
187,2021-07-08 19:00:00,32.66,38.73,885,4610.2783,964.12585,7854.903
188,2021-07-08 20:00:00,32.41,38.34,987,4603.286,952.8074,7746.192
189,2021-07-08 21:00:00,32.19,38.56,1027,4586.5557,936.10516,7408.5117
190,2021-07-08 22:00:00,32.29,38.56,1142,4605.894,918.66925,7032.9043
191,2021-07-08 23:00:00,35.77,39.51,1095,4590.282,904.96747,6579.4526
192,2021-07-09 00:00:00,35.77,36.69,1003,4549.8643,830.71765,6635.9243
193,2021-07-09 01:00:00,35.55,36.98,928,4565.4414,824.8569,6506.384
194,2021-07-09 02:00:00,35.4,37.13,862,4561.249,826.738,6552.567
195,2021-07-09 03:00:00,35.55,35.87,725,4570.1567,820.7248,7039.086
196,2021-07-09 04:00:00,35.88,34.7,551,4582.5312,826.72455,7737.7666
197,2021-07-09 05:00:00,34.1,34.34,460,4589.0903,853.0216,8383.056
198,2021-07-09 06:00:00,34.76,33.59,469,4584.2925,863.386,8862.821
199,2021-07-09 07:00:00,34.84,33.26,551,4580.3496,886.9038,9314.66
200,2021-07-09 08:00:00,35.65,33.68,642,4584.047,901.72626,9265.923
201,2021-07-09 09:00:00,35.94,34.36,719,4589.41,914.2987,9077.804
202,2021-07-09 10:00:00,35.29,35.04,776,4572.3936,924.25323,8895.525
203,2021-07-09 11:00:00,34.9,35.41,823,4572.8745,921.16296,8642.774
204,2021-07-09 12:00:00,35.14,35.93,841,4585.106,923.5656,8428.499
205,2021-07-09 13:00:00,34.77,36.04,844,4582.965,925.7799,8418.335
206,2021-07-09 14:00:00,34.53,35.62,833,4573.9067,917.4375,8487.233
207,2021-07-09 15:00:00,34.04,35.28,821,4580.5786,918.17267,8642.842
208,2021-07-09 16:00:00,33.87,34.59,812,4594.838,912.30414,8847.435
209,2021-07-09 17:00:00,33.69,34.58,810,4585.1553,916.56464,8927.974
210,2021-07-09 18:00:00,33.45,34.34,840,4597.6006,910.7917,8901.3545
211,2021-07-09 19:00:00,33.7,34.3,934,4599.645,901.0339,8668.653
212,2021-07-09 20:00:00,33.97,34.74,1031,4592.7896,887.8443,8181.4634
213,2021-07-09 21:00:00,33.83,35.8,1059,4576.199,871.2121,7485.6753
214,2021-07-09 22:00:00,33.74,36.42,1276,4595.309,852.36194,6732.937
215,2021-07-09 23:00:00,34.5,37.5,1340,4580.026,835.8613,6060.5586
216,2021-07-10 00:00:00,34.45,35.84,1423,4534.2515,840.0116,6679.9106
217,2021-07-10 01:00:00,34.18,35.69,1529,4549.716,833.9254,6522.2812
218,2021-07-10 02:00:00,34.68,35.85,1636,4545.604,836.5803,6398.1733
219,2021-07-10 03:00:00,34.84,34.77,1710,4554.398,830.52594,6639.1616
220,2021-07-10 04:00:00,34.39,33.81,1732,4566.747,837.0199,7100.0312
221,2021-07-10 05:00:00,34.28,33.54,1735,4573.302,863.2279,7625.337
222,2021-07-10 06:00:00,33.75,32.73,1833,4568.457,873.1081,8066.021
223,2021-07-10 07:00:00,33.79,32.19,2023,4564.6133,896.3338,8527.702
224,2021-07-10 08:00:00,33.9,32.07,2243,4568.4346,910.55743,8601.913
225,2021-07-10 09:00:00,34.2,32.57,2400,4573.5093,923.32697,8404.186
226,2021-07-10 10:00:00,34.16,32.82,2506,4556.506,933.123,8353.273
227,2021-07-10 11:00:00,34.08,32.99,2638,4557.1636,929.9276,8082.813
228,2021-07-10 12:00:00,33.95,32.99,2747,4569.311,932.8316,8008.0986
229,2021-07-10 13:00:00,33.1,33.25,2795,4567.2773,935.6708,7882.36
230,2021-07-10 14:00:00,32.86,32.79,2832,4558.2197,927.198,7943.438
231,2021-07-10 15:00:00,32.58,32.86,2850,4564.743,927.77515,7892.874
232,2021-07-10 16:00:00,32.87,32.56,2791,4579.0366,921.84515,7985.1987
233,2021-07-10 17:00:00,32.8,32.63,2749,4569.365,925.39557,8060.987
234,2021-07-10 18:00:00,33.1,32.64,2751,4581.6187,919.25916,7944.2393
235,2021-07-10 19:00:00,32.77,32.49,2752,4583.7617,909.18896,7846.0903
236,2021-07-10 20:00:00,32.67,32.74,2749,4577.061,896.13635,7515.909
237,2021-07-10 21:00:00,32.73,33.34,2740,4560.568,879.37897,6985.518
238,2021-07-10 22:00:00,32.56,33.77,2984,4579.4736,860.83307,6233.2534
239,2021-07-10 23:00:00,33.7,34.68,2943,4564.572,845.11237,5658.1016
240,2021-07-11 00:00:00,33.73,36.26,2807,4593.395,840.1289,5083.636
241,2021-07-11 01:00:00,34.11,36.88,2608,4605.059,838.0542,5015.4873
242,2021-07-11 02:00:00,34.22,37.29,2460,4604.433,838.0942,5019.946
243,2021-07-11 03:00:00,34.56,36.9,2348,4613.142,830.87036,5154.7954
244,2021-07-11 04:00:00,35.15,36.84,2278,4624.1685,839.065,5356.1343
245,2021-07-11 05:00:00,35.09,36.69,2284,4627.402,871.16943,5869.508
246,2021-07-11 06:00:00,35.43,35.75,2339,4622.4336,886.5415,6409.832
247,2021-07-11 07:00:00,35.7,34.94,2422,4622.6465,912.8242,7062.732
248,2021-07-11 08:00:00,36.47,34.76,2512,4631.6006,932.0308,7340.034
249,2021-07-11 09:00:00,37.29,34.77,2576,4630.237,946.2012,7496.192
250,2021-07-11 10:00:00,37.98,34.89,2661,4616.472,959.6029,7577.239
251,2021-07-11 11:00:00,38.56,34.76,2652,4617.8506,956.06,7591.4067
252,2021-07-11 12:00:00,39.04,34.9,2612,4628.305,954.5598,7533.734
253,2021-07-11 13:00:00,38.46,35.02,2522,4631.314,953.2159,7544.2837
254,2021-07-11 14:00:00,38.12,34.67,2394,4621.4966,942.86395,7679.796
255,2021-07-11 15:00:00,37.75,34.45,2253,4628.763,940.1102,7868.3955
256,2021-07-11 16:00:00,37.73,34.27,2042,4638.5957,934.6456,8066.862
257,2021-07-11 17:00:00,36.78,34.69,1803,4632.8784,938.338,8177.8364
258,2021-07-11 18:00:00,35.79,34.7,1696,4643.2056,932.4538,8179.8237
259,2021-07-11 19:00:00,35.53,34.52,1758,4644.212,922.2067,8038.574
260,2021-07-11 20:00:00,35.41,33.8,1897,4639.4478,905.8052,7968.348
261,2021-07-11 21:00:00,34.87,33.66,1987,4628.6855,884.8485,7614.0786
262,2021-07-11 22:00:00,34.54,33.33,2104,4637.829,860.5356,7244.1455
263,2021-07-11 23:00:00,35.0,33.64,2012,4632.035,837.73395,6837.9507
264,2021-07-12 00:00:00,34.83,37.08,1868,4634.4624,849.8444,5826.643
265,2021-07-12 01:00:00,35.19,37.34,1718,4646.3335,845.3271,5808.405
266,2021-07-12 02:00:00,35.48,37.96,1537,4645.1006,846.2511,5791.2935
267,2021-07-12 03:00:00,35.27,37.86,1301,4653.7446,837.73285,5930.5874
268,2021-07-12 04:00:00,34.82,38.39,1067,4664.8765,849.59265,6144.0684
269,2021-07-12 05:00:00,34.02,39.09,908,4668.704,886.08234,6572.3926
270,2021-07-12 06:00:00,33.49,38.67,870,4663.5405,905.58215,7027.055
271,2021-07-12 07:00:00,34.52,38.15,909,4663.1875,935.4892,7591.6904
272,2021-07-12 08:00:00,34.92,38.22,977,4671.111,958.07574,7806.75
273,2021-07-12 09:00:00,33.88,38.61,1035,4671.1655,976.2395,7856.9233
274,2021-07-12 10:00:00,34.15,38.92,1079,4656.898,991.2041,7915.547
275,2021-07-12 11:00:00,33.93,38.73,1121,4657.9033,985.8936,7872.162
276,2021-07-12 12:00:00,35.32,38.92,1129,4668.9185,983.44336,7746.451
277,2021-07-12 13:00:00,34.55,38.95,1098,4670.941,982.46106,7751.4473
278,2021-07-12 14:00:00,34.96,38.4,1050,4660.6396,970.2415,7847.42
279,2021-07-12 15:00:00,36.3,38.1,956,4668.0864,966.5675,7998.019
280,2021-07-12 16:00:00,35.57,37.83,853,4678.7974,963.4271,8146.9365
281,2021-07-12 17:00:00,34.87,37.98,780,4672.219,965.2235,8195.647
282,2021-07-12 18:00:00,34.48,37.86,804,4683.5347,958.50555,8113.1514
283,2021-07-12 19:00:00,33.47,37.48,936,4684.1523,946.67944,7956.33
284,2021-07-12 20:00:00,34.84,36.58,1107,4679.081,928.7415,7884.84
285,2021-07-12 21:00:00,35.03,36.08,1218,4667.057,902.86017,7599.625
286,2021-07-12 22:00:00,35.39,35.89,1173,4677.72,874.07355,7278.5244
287,2021-07-12 23:00:00,36.18,35.98,1140,4670.328,848.1452,6896.0225
288,2021-07-13 00:00:00,36.87,38.08,1095,4546.0073,888.3294,6883.609
289,2021-07-13 01:00:00,37.74,38.41,1041,4561.115,881.16046,6707.9497
290,2021-07-13 02:00:00,38.23,38.81,1030,4557.632,881.2052,6585.2153
291,2021-07-13 03:00:00,38.69,37.61,986,4566.1963,874.0973,6937.579
292,2021-07-13 04:00:00,38.53,36.37,901,4578.497,877.56195,7517.4883
293,2021-07-13 05:00:00,37.52,35.9,820,4584.829,902.89703,8155.0264
294,2021-07-13 06:00:00,36.79,35.0,823,4579.906,912.72375,8677.886
295,2021-07-13 07:00:00,36.77,34.46,925,4576.0977,937.11926,9198.122
296,2021-07-13 08:00:00,37.41,34.54,1063,4580.1953,952.77576,9267.391
297,2021-07-13 09:00:00,37.51,35.06,1174,4584.638,965.73834,9113.082
298,2021-07-13 10:00:00,37.3,35.45,1300,4567.625,976.03296,8987.077
299,2021-07-13 11:00:00,38.17,35.71,1382,4568.564,973.13763,8744.471
300,2021-07-13 12:00:00,38.01,36.2,1396,4580.463,974.67773,8532.385
301,2021-07-13 13:00:00,37.98,36.35,1358,4578.7744,976.5184,8534.277
302,2021-07-13 14:00:00,38.22,36.19,1288,4569.359,968.7503,8566.901
303,2021-07-13 15:00:00,38.52,36.12,1172,4575.6904,969.4,8716.468
304,2021-07-13 16:00:00,37.71,35.85,1081,4590.0415,963.1275,8813.88
305,2021-07-13 17:00:00,37.55,35.98,1051,4580.6636,968.539,8877.612
306,2021-07-13 18:00:00,37.07,35.58,1125,4591.7954,963.793,8895.797
307,2021-07-13 19:00:00,36.97,35.35,1280,4594.4077,954.7966,8702.691
308,2021-07-13 20:00:00,37.41,35.4,1461,4587.762,941.833,8307.785
309,2021-07-13 21:00:00,37.16,36.1,1546,4571.645,926.4135,7709.9824
310,2021-07-13 22:00:00,38.04,37.83,1289,4590.033,908.4899,7019.5635
311,2021-07-13 23:00:00,38.25,39.11,1284,4575.79,891.92444,6361.461
312,2021-07-14 00:00:00,39.01,39.78,1283,4503.4473,951.3094,7013.3267
313,2021-07-14 01:00:00,39.28,39.97,1244,4518.3896,941.9637,6847.5913
314,2021-07-14 02:00:00,39.57,40.4,1176,4514.825,942.1624,6776.243
315,2021-07-14 03:00:00,39.58,39.4,1033,4523.194,933.668,7137.202
316,2021-07-14 04:00:00,39.37,38.37,861,4535.4287,937.99493,7722.7236
317,2021-07-14 05:00:00,37.88,38.08,732,4541.907,965.80597,8343.648
318,2021-07-14 06:00:00,37.51,37.34,699,4536.872,977.57605,8839.586
319,2021-07-14 07:00:00,39.21,36.99,756,4533.329,1005.1885,9329.475
320,2021-07-14 08:00:00,39.5,37.26,853,4537.636,1023.7197,9385.235
321,2021-07-14 09:00:00,40.07,37.81,970,4541.427,1040.0404,9266.054
322,2021-07-14 10:00:00,40.5,38.27,1065,4524.453,1051.7473,9159.992
323,2021-07-14 11:00:00,40.97,38.43,1126,4525.847,1047.638,8974.564
324,2021-07-14 12:00:00,40.53,38.83,1130,4537.6045,1047.9021,8803.2295
325,2021-07-14 13:00:00,40.06,38.99,1099,4536.086,1049.7699,8794.81
326,2021-07-14 14:00:00,39.25,38.69,1043,4526.8096,1040.5427,8853.957
327,2021-07-14 15:00:00,39.42,38.58,944,4532.759,1039.6354,8978.263
328,2021-07-14 16:00:00,39.11,38.32,888,4547.201,1033.6227,9042.316
329,2021-07-14 17:00:00,38.39,38.37,930,4537.7363,1037.8324,9047.345
330,2021-07-14 18:00:00,37.85,38.06,1017,4548.687,1032.7198,9005.635
