UTC time,carbon_intensity,avg_wind_production_forecast,avg_nuclear_production_forecast,avg_unknown_production_forecast,avg_hydro_production_forecast
2021-07-03 01:00:00,34.01,898,5359.8613,917.16527,8068.11495
2021-07-03 02:00:00,34.4,826,5359.9185,902.18304,8033.08888
2021-07-03 03:00:00,34.37,736,5371.2236,908.91853,8245.35945
2021-07-03 04:00:00,34.91,602,5384.412,919.54583,8627.2406
2021-07-03 05:00:00,34.79,498,5387.4087,938.48585,8950.52923
2021-07-03 06:00:00,34.95,500,5384.168,972.60156,9227.95899
2021-07-03 07:00:00,34.89,596,5376.101,983.16656,9397.24997
2021-07-03 08:00:00,35.01,729,5377.72,990.57211,9426.13745
2021-07-03 09:00:00,35.81,860,5390.86,995.32209,9388.26121
2021-07-03 10:00:00,35.95,968,5373.335,998.33911,9282.22712
2021-07-03 11:00:00,36.4,1070,5367.458,1003.23563,9159.76109
2021-07-03 12:00:00,36.33,1135,5380.9087,1009.26844,9005.6768
2021-07-03 13:00:00,35.82,1168,5377.7134,1016.38015,8931.89579
2021-07-03 14:00:00,34.99,1180,5364.667,1016.20945,8864.4623
2021-07-03 15:00:00,35.37,1175,5377.0156,1001.31131,8904.74461
2021-07-03 16:00:00,35.23,1164,5389.6807,1004.07944,8853.16721
2021-07-03 17:00:00,34.81,1185,5383.0405,995.14484,8878.63449
2021-07-03 18:00:00,34.28,1299,5393.3765,992.93301,8813.11058
2021-07-03 19:00:00,33.49,1592,5395.474,978.15878,8718.87755
2021-07-03 20:00:00,33.41,1923,5381.6025,981.07063,8461.89763
2021-07-03 21:00:00,33.24,2075,5365.323,965.02195,8103.2939
2021-07-03 22:00:00,32.88,2073,5389.703,950.15917,7743.38304
2021-07-03 23:00:00,33.28,2048,5361.8623,946.51461,7367.55129
2021-07-04 00:00:00,33.43,1909,5371.888,922.48008,7508.91213
2021-07-04 01:00:00,33.79,1719,5382.915,911.91573,7270.35016
2021-07-04 02:00:00,34.54,1500,5382.962,897.95662,7161.16742
2021-07-04 03:00:00,35.07,1228,5391.8037,901.78567,7250.91627
2021-07-04 04:00:00,35.05,922,5403.051,911.25134,7396.50794
2021-07-04 05:00:00,35.69,691,5407.8594,926.21593,7512.53689
2021-07-04 06:00:00,35.72,661,5401.7593,956.32252,7624.98549
2021-07-04 07:00:00,36.58,803,5397.782,967.22091,7788.60527
2021-07-04 08:00:00,36.2,987,5401.3247,975.6851,7956.1068
2021-07-04 09:00:00,36.99,1164,5406.376,984.38796,8049.09566
2021-07-04 10:00:00,36.97,1341,5389.9624,987.48583,8048.4419
2021-07-04 11:00:00,37.29,1489,5388.802,995.38291,8008.21638
2021-07-04 12:00:00,37.61,1527,5401.8164,996.74354,7945.47492
2021-07-04 13:00:00,37.32,1479,5400.9507,1005.76981,7980.45513
2021-07-04 14:00:00,37.42,1442,5384.3823,1006.67436,7959.57868
2021-07-04 15:00:00,36.86,1410,5393.937,992.56227,8026.67801
2021-07-04 16:00:00,36.76,1369,5408.101,998.82202,7943.22318
2021-07-04 17:00:00,35.96,1347,5400.473,990.76156,7916.13098
2021-07-04 18:00:00,36.24,1435,5409.364,987.45352,7850.67986
2021-07-04 19:00:00,35.63,1693,5410.0566,974.28842,7797.08951
2021-07-04 20:00:00,35.46,1986,5401.386,972.97153,7613.98379
2021-07-04 21:00:00,34.95,2150,5385.369,958.47842,7398.40331
2021-07-04 22:00:00,34.67,2051,5399.553,942.43394,7135.23093
2021-07-04 23:00:00,36.25,1977,5385.8335,941.50721,6895.71854
2021-07-05 00:00:00,36.08,1850,4587.6465,962.96016,7852.66588
2021-07-05 01:00:00,36.45,1702,4597.7183,951.47004,7718.7162
2021-07-05 02:00:00,36.5,1546,4598.9653,931.51184,7672.66076
2021-07-05 03:00:00,36.43,1299,4607.2793,934.59203,7776.80421
2021-07-05 04:00:00,35.63,990,4617.93,937.30407,7946.63319
2021-07-05 05:00:00,35.88,755,4619.4497,951.66886,8055.2408
2021-07-05 06:00:00,36.9,785,4614.43,982.86867,8176.35128
2021-07-05 07:00:00,37.85,1015,4616.003,990.87266,8222.28368
2021-07-05 08:00:00,38.58,1315,4626.922,995.60405,8227.71101
2021-07-05 09:00:00,38.42,1604,4623.9873,997.3403,8195.72365
2021-07-05 10:00:00,38.67,1834,4611.29,1004.76612,8220.9092
2021-07-05 11:00:00,38.34,2017,4612.4146,1008.31977,8220.98855
2021-07-05 12:00:00,38.41,2148,4622.294,1018.89132,8179.51667
2021-07-05 13:00:00,38.82,2208,4627.041,1025.10778,8167.68212
2021-07-05 14:00:00,38.83,2194,4616.689,1022.98129,8176.9315
2021-07-05 15:00:00,38.14,2104,4624.516,1009.97729,8276.29992
2021-07-05 16:00:00,37.9,1963,4632.8105,1010.63616,8244.98089
2021-07-05 17:00:00,37.65,1766,4628.4946,1002.25671,8270.65857
2021-07-05 18:00:00,37.16,1637,4638.486,1005.35534,8193.91163
2021-07-05 19:00:00,37,1718,4639.005,992.59938,8102.98959
2021-07-05 20:00:00,36.64,1884,4634.725,1003.45426,7906.47173
2021-07-05 21:00:00,36.63,1981,4626.137,991.77561,7695.00196
2021-07-05 22:00:00,37.03,1949,4632.7964,980.72611,7441.63625
2021-07-05 23:00:00,37.28,1813,4629.1187,976.5866,7243.49092
2021-07-06 00:00:00,37.26,1630,4491.5767,954.57065,7324.13089
2021-07-06 01:00:00,37.77,1400,4507.4004,945.08494,7141.04228
2021-07-06 02:00:00,38.22,1184,4502.128,929.31708,7147.16449
2021-07-06 03:00:00,38.58,978,4511.0913,943.36851,7349.0569
2021-07-06 04:00:00,38.18,784,4523.432,960.89121,7720.21918
2021-07-06 05:00:00,39.16,697,4530.6147,990.53005,8014.19116
2021-07-06 06:00:00,39.18,787,4525.717,1031.92291,8265.39869
2021-07-06 07:00:00,39.79,978,4522.0264,1045.9863,8365.85112
2021-07-06 08:00:00,40.66,1192,4525.4644,1055.50432,8314.46081
2021-07-06 09:00:00,40.37,1415,4530.9585,1056.53202,8232.44162
2021-07-06 10:00:00,40.49,1673,4513.9517,1055.45037,8131.37256
2021-07-06 11:00:00,40.49,1918,4514.6357,1055.96277,8048.17108
2021-07-06 12:00:00,40.37,2019,4527.113,1063.89818,7939.9333
2021-07-06 13:00:00,40.56,2025,4524.595,1069.24949,7892.27551
2021-07-06 14:00:00,39.31,2083,4516.0786,1070.4206,7853.51692
2021-07-06 15:00:00,39.02,2036,4522.525,1058.56622,7895.33534
2021-07-06 16:00:00,38.19,1885,4536.965,1059.32187,7845.75851
2021-07-06 17:00:00,37.84,1731,4526.636,1049.01589,7861.45661
2021-07-06 18:00:00,37.61,1737,4540.502,1045.34489,7769.98565
2021-07-06 19:00:00,37.69,1925,4541.968,1026.9943,7664.922
2021-07-06 20:00:00,36.13,2159,4535.5986,1026.6209,7402.09688
2021-07-06 21:00:00,35.66,2258,4518.421,1001.95326,7060.2658
2021-07-06 22:00:00,34.78,2317,4537.6606,984.4122,6720.46042
2021-07-06 23:00:00,34.32,2239,4522.6597,973.21074,6369.68609
2021-07-07 00:00:00,35.08,2129,4514.808,941.70291,7561.11125
2021-07-07 01:00:00,35.25,2047,4530.6245,931.2827,7414.74098
2021-07-07 02:00:00,37.18,1950,4525.7275,914.00568,7374.41353
2021-07-07 03:00:00,37.68,1865,4534.6934,928.59115,7492.69677
2021-07-07 04:00:00,38.05,1774,4547.0703,947.04789,7719.15337
2021-07-07 05:00:00,39.26,1720,4554.072,978.24351,7884.54039
2021-07-07 06:00:00,38.8,1750,4549.23,1021.29321,8081.07209
2021-07-07 07:00:00,39.26,1977,4545.3623,1036.6152,8184.70084
2021-07-07 08:00:00,39.76,2279,4548.8306,1046.93619,8221.23389
2021-07-07 09:00:00,37.73,2512,4554.2925,1047.40942,8238.6137
2021-07-07 10:00:00,37.01,2678,4537.2295,1046.54778,8220.25617
2021-07-07 11:00:00,37.26,2831,4537.872,1046.26224,8238.32978
2021-07-07 12:00:00,36.91,2913,4550.2485,1053.77357,8190.10486
2021-07-07 13:00:00,36.6,2929,4547.827,1059.38763,8159.53131
2021-07-07 14:00:00,36.82,2963,4539.1357,1061.52022,8195.76588
2021-07-07 15:00:00,37.89,2990,4545.623,1050.69551,8274.74344
2021-07-07 16:00:00,38.13,3020,4560.052,1052.14614,8270.46564
2021-07-07 17:00:00,37.6,2854,4549.952,1042.33161,8264.33725
2021-07-07 18:00:00,36.37,2790,4563.151,1039.31947,8209.00622
2021-07-07 19:00:00,35.13,2864,4564.9355,1020.62406,8137.66185
2021-07-07 20:00:00,34.64,3012,4558.339,1019.93014,7938.84056
2021-07-07 21:00:00,33.58,3128,4541.3325,994.37731,7691.69461
2021-07-07 22:00:00,33.51,3122,4560.6074,975.97117,7466.59648
2021-07-07 23:00:00,32.97,3044,4545.429,964.00752,7188.25234
2021-07-08 00:00:00,33.33,2905,4560.304,904.06526,6716.60342
2021-07-08 01:00:00,33.67,2755,4576.059,902.95061,6500.23887
2021-07-08 02:00:00,34.01,2552,4571.734,890.71129,6431.99183
2021-07-08 03:00:00,34.06,2222,4580.752,898.1378,6539.17436
2021-07-08 04:00:00,32.36,1822,4593.166,909.34044,6728.22757
2021-07-08 05:00:00,31.33,1556,4599.8066,928.5846,6889.19884
2021-07-08 06:00:00,31.99,1547,4595.0586,964.57021,7092.33906
2021-07-08 07:00:00,32.63,1692,4590.973,972.1531,7325.16649
2021-07-08 08:00:00,33.33,1852,4594.506,976.83335,7481.62627
2021-07-08 09:00:00,33.88,1939,4600.094,979.59218,7567.77692
2021-07-08 10:00:00,33.75,1955,4583.019,981.62303,7599.46798
2021-07-08 11:00:00,33.84,1957,4583.417,985.74997,7543.72125
2021-07-08 12:00:00,34.25,1899,4595.7104,997.01795,7465.47389
2021-07-08 13:00:00,33.94,1764,4593.4326,1001.46296,7454.48565
2021-07-08 14:00:00,33.8,1623,4584.4272,998.90218,7449.13368
2021-07-08 15:00:00,33.9,1390,4591.1543,977.86577,7478.90205
2021-07-08 16:00:00,33.63,1142,4605.448,975.859,7448.11301
2021-07-08 17:00:00,33.51,917,4595.721,966.11747,7536.42512
2021-07-08 18:00:00,33.02,834,4608.2275,963.01777,7640.7979
2021-07-08 19:00:00,32.66,885,4610.2783,947.40057,7692.19767
2021-07-08 20:00:00,32.41,987,4603.286,956.28358,7661.42864
2021-07-08 21:00:00,32.19,1027,4586.5557,942.51182,7497.45068
2021-07-08 22:00:00,32.29,1142,4605.894,930.10838,7289.11428
2021-07-08 23:00:00,35.77,1095,4590.282,927.21436,7060.00772
2021-07-09 00:00:00,35.77,1003,4549.8643,824.32361,6956.42848
2021-07-09 01:00:00,35.55,928,4565.4414,821.59895,6668.11824
2021-07-09 02:00:00,35.4,862,4561.249,822.70746,6691.17435
2021-07-09 03:00:00,35.55,725,4570.1567,825.96791,6963.92445
2021-07-09 04:00:00,35.88,551,4582.5312,841.6268,7529.72706
2021-07-09 05:00:00,34.1,460,4589.0903,860.21667,8055.66887
2021-07-09 06:00:00,34.76,469,4584.2925,884.90435,8635.05507
2021-07-09 07:00:00,34.84,551,4580.3496,895.65022,8936.48735
2021-07-09 08:00:00,35.65,642,4584.047,905.48106,8950.86994
2021-07-09 09:00:00,35.94,719,4589.41,921.88096,8838.50142
2021-07-09 10:00:00,35.29,776,4572.3936,916.84323,8650.25813
2021-07-09 11:00:00,34.9,823,4572.8745,928.55054,8542.16522
2021-07-09 12:00:00,35.14,841,4585.106,918.1509,8415.04501
2021-07-09 13:00:00,34.77,844,4582.965,933.86915,8361.55658
2021-07-09 14:00:00,34.53,833,4573.9067,935.43386,8397.58439
2021-07-09 15:00:00,34.04,821,4580.5786,916.11929,8563.32632
2021-07-09 16:00:00,33.87,812,4594.838,931.5424,8672.7544
2021-07-09 17:00:00,33.69,810,4585.1553,922.51247,8768.78781
2021-07-09 18:00:00,33.45,840,4597.6006,908.57809,8586.00314
2021-07-09 19:00:00,33.7,934,4599.645,904.1751,8348.2995
2021-07-09 20:00:00,33.97,1031,4592.7896,888.46527,7886.73243
2021-07-09 21:00:00,33.83,1059,4576.199,869.00812,7398.75167
2021-07-09 22:00:00,33.74,1276,4595.309,854.33699,6892.4556
2021-07-09 23:00:00,34.5,1340,4580.026,861.06105,6279.96163
2021-07-10 00:00:00,34.45,1423,4534.2515,837.5635,6858.62237
2021-07-10 01:00:00,34.18,1529,4549.716,835.54,6510.61376
2021-07-10 02:00:00,34.68,1636,4545.604,835.67168,6403.28089
2021-07-10 03:00:00,34.84,1710,4554.398,842.76956,6534.6596
2021-07-10 04:00:00,34.39,1732,4566.747,860.71402,6867.67009
2021-07-10 05:00:00,34.28,1735,4573.302,880.07409,7189.53
2021-07-10 06:00:00,33.75,1833,4568.457,906.41921,7544.79434
2021-07-10 07:00:00,33.79,2023,4564.6133,917.59629,7823.9837
2021-07-10 08:00:00,33.9,2243,4568.4346,927.51774,7957.40848
2021-07-10 09:00:00,34.2,2400,4573.5093,942.97377,8001.55071
2021-07-10 10:00:00,34.16,2506,4556.506,937.05915,7923.21744
2021-07-10 11:00:00,34.08,2638,4557.1636,948.67105,7811.49103
2021-07-10 12:00:00,33.95,2747,4569.311,939.80701,7671.97279
2021-07-10 13:00:00,33.1,2795,4567.2773,951.95363,7616.10339
2021-07-10 14:00:00,32.86,2832,4558.2197,954.20098,7571.62446
2021-07-10 15:00:00,32.58,2850,4564.743,935.45558,7599.19497
2021-07-10 16:00:00,32.87,2791,4579.0366,947.012,7559.10631
2021-07-10 17:00:00,32.8,2749,4569.365,937.68411,7584.06253
2021-07-10 18:00:00,33.1,2751,4581.6187,924.01918,7522.23036
2021-07-10 19:00:00,32.77,2752,4583.7617,914.34784,7460.98643
2021-07-10 20:00:00,32.67,2749,4577.061,898.61949,7231.01244
2021-07-10 21:00:00,32.73,2740,4560.568,880.3477,6907.61607
2021-07-10 22:00:00,32.56,2984,4579.4736,862.92258,6526.34462
2021-07-10 23:00:00,33.7,2943,4564.572,867.91268,6068.91121
2021-07-11 00:00:00,33.73,2807,4593.395,849.65906,5984.51761
2021-07-11 01:00:00,34.11,2608,4605.059,841.7275,5578.90002
2021-07-11 02:00:00,34.22,2460,4604.433,838.55869,5332.20325
2021-07-11 03:00:00,34.56,2348,4613.142,832.65955,5331.0155
2021-07-11 04:00:00,35.15,2278,4624.1685,836.02786,5461.57484
2021-07-11 05:00:00,35.09,2284,4627.402,844.71274,5699.02586
2021-07-11 06:00:00,35.43,2339,4622.4336,861.31055,6098.21256
2021-07-11 07:00:00,35.7,2422,4622.6465,867.34046,6708.45515
2021-07-11 08:00:00,36.47,2512,4631.6006,875.48169,7285.5685
2021-07-11 09:00:00,37.29,2576,4630.237,893.46951,7644.35933
2021-07-11 10:00:00,37.98,2661,4616.472,892.94442,7770.22117
2021-07-11 11:00:00,38.56,2652,4617.8506,908.76037,7734.96832
2021-07-11 12:00:00,39.04,2612,4628.305,902.10158,7638.21273
2021-07-11 13:00:00,38.46,2522,4631.314,918.83865,7643.28151
2021-07-11 14:00:00,38.12,2394,4621.4966,921.00697,7586.36742
2021-07-11 15:00:00,37.75,2253,4628.763,903.41919,7668.09904
2021-07-11 16:00:00,37.73,2042,4638.5957,919.11893,7631.64388
2021-07-11 17:00:00,36.78,1803,4632.8784,912.19853,7683.81171
2021-07-11 18:00:00,35.79,1696,4643.2056,901.92589,7743.18611
2021-07-11 19:00:00,35.53,1758,4644.212,903.13072,7769.784
2021-07-11 20:00:00,35.41,1897,4639.4478,892.26555,7666.61572
2021-07-11 21:00:00,34.87,1987,4628.6855,878.10523,7471.83416
2021-07-11 22:00:00,34.54,2104,4637.829,865.96238,7146.81213
2021-07-11 23:00:00,35,2012,4632.035,872.83595,6776.83433
2021-07-12 00:00:00,34.83,1868,4634.4624,867.92899,6778.96048
2021-07-12 01:00:00,35.19,1718,4646.3335,857.36974,6514.08674
2021-07-12 02:00:00,35.48,1537,4645.1006,853.06182,6355.78181
2021-07-12 03:00:00,35.27,1301,4653.7446,851.72169,6377.10234
2021-07-12 04:00:00,34.82,1067,4664.8765,860.60123,6485.12536
2021-07-12 05:00:00,34.02,908,4668.704,873.07409,6609.98218
2021-07-12 06:00:00,33.49,870,4663.5405,891.91414,6858.28385
2021-07-12 07:00:00,34.52,909,4663.1875,901.8269,7193.09799
2021-07-12 08:00:00,34.92,977,4671.111,911.58062,7529.83444
2021-07-12 09:00:00,33.88,1035,4671.1655,928.76818,7743.77361
2021-07-12 10:00:00,34.15,1079,4656.898,928.35599,7762.84896
2021-07-12 11:00:00,33.93,1121,4657.9033,941.24118,7743.15298
2021-07-12 12:00:00,35.32,1129,4668.9185,929.64933,7661.4887
2021-07-12 13:00:00,34.55,1098,4670.941,948.60696,7626.59913
2021-07-12 14:00:00,34.96,1050,4660.6396,951.35025,7604.41991
2021-07-12 15:00:00,36.3,956,4668.0864,935.79492,7660.84805
2021-07-12 16:00:00,35.57,853,4678.7974,954.49513,7639.16278
2021-07-12 17:00:00,34.87,780,4672.219,945.43304,7649.92133
2021-07-12 18:00:00,34.48,804,4683.5347,934.51834,7668.45103
2021-07-12 19:00:00,33.47,936,4684.1523,934.36471,7677.12492
2021-07-12 20:00:00,34.84,1107,4679.081,918.90434,7534.93561
2021-07-12 21:00:00,35.03,1218,4667.057,898.16169,7350.72586
2021-07-12 22:00:00,35.39,1173,4677.72,885.76695,7126.07037
2021-07-12 23:00:00,36.18,1140,4670.328,892.48068,6816.0188
2021-07-13 00:00:00,36.87,1095,4546.0073,893.42116,7267.19205
2021-07-13 01:00:00,37.74,1041,4561.115,885.16668,6997.89782
2021-07-13 02:00:00,38.23,1030,4557.632,876.89232,6991.95142
2021-07-13 03:00:00,38.69,986,4566.1963,885.02776,7231.66765
2021-07-13 04:00:00,38.53,901,4578.497,900.49987,7702.61332
2021-07-13 05:00:00,37.52,820,4584.829,919.29603,8134.29043
2021-07-13 06:00:00,36.79,823,4579.906,948.22396,8582.92365
2021-07-13 07:00:00,36.77,925,4576.0977,960.98395,8877.88391
2021-07-13 08:00:00,37.41,1063,4580.1953,971.25503,8951.16333
2021-07-13 09:00:00,37.51,1174,4584.638,982.91234,8909.44465
2021-07-13 10:00:00,37.3,1300,4567.625,981.48754,8788.27666
2021-07-13 11:00:00,38.17,1382,4568.564,990.55962,8684.00145
2021-07-13 12:00:00,38.01,1396,4580.463,985.27803,8563.69324
2021-07-13 13:00:00,37.98,1358,4578.7744,995.66959,8533.18739
2021-07-13 14:00:00,38.22,1288,4569.359,998.3183,8530.62552
2021-07-13 15:00:00,38.52,1172,4575.6904,984.60217,8631.91152
2021-07-13 16:00:00,37.71,1081,4590.0415,993.78032,8649.86864
2021-07-13 17:00:00,37.55,1051,4580.6636,984.7129,8723.05706
2021-07-13 18:00:00,37.07,1125,4591.7954,976.64093,8643.89167
2021-07-13 19:00:00,36.97,1280,4594.4077,963.28426,8512.23377
2021-07-13 20:00:00,37.41,1461,4587.762,952.29396,8197.44321
2021-07-13 21:00:00,37.16,1546,4571.645,934.14486,7791.20136
2021-07-13 22:00:00,38.04,1289,4590.033,915.8477,7369.70111
2021-07-13 23:00:00,38.25,1284,4575.79,916.72321,6888.49012
2021-07-14 00:00:00,39.01,1283,4503.4473,942.82601,7389.99406
2021-07-14 01:00:00,39.28,1244,4518.3896,931.54088,7079.55082
2021-07-14 02:00:00,39.57,1176,4514.825,914.6048,7042.25736
2021-07-14 03:00:00,39.58,1033,4523.194,930.23336,7277.82465
2021-07-14 04:00:00,39.37,861,4535.4287,949.11776,7722.70424
2021-07-14 05:00:00,37.88,732,4541.907,981.00372,8143.18891
2021-07-14 06:00:00,37.51,699,4536.872,1023.00713,8564.20649
2021-07-14 07:00:00,39.21,756,4533.329,1038.7503,8895.33361
2021-07-14 08:00:00,39.5,853,4537.636,1049.55626,9040.20128
2021-07-14 09:00:00,40.07,970,4541.427,1050.52062,9057.39981
2021-07-14 10:00:00,40.5,1065,4524.453,1049.05033,8945.67777
2021-07-14 11:00:00,40.97,1126,4525.847,1049.05704,8842.0199
2021-07-14 12:00:00,40.53,1130,4537.6045,1054.99017,8724.71183
2021-07-14 13:00:00,40.06,1099,4536.086,1061.08859,8728.65692
2021-07-14 14:00:00,39.25,1043,4526.8096,1064.00502,8724.04497
2021-07-14 15:00:00,39.42,944,4532.759,1054.70982,8835.57191
2021-07-14 16:00:00,39.11,888,4547.201,1057.06027,8839.40197
2021-07-14 17:00:00,38.39,930,4537.7363,1046.92476,8879.3261
2021-07-14 18:00:00,37.85,1017,4548.687,1043.38506,8780.0778
2021-07-14 19:00:00,35.81,1159,4551.415,1024.86073,8636.59627
2021-07-14 20:00:00,35.94,1353,4545.2036,1021.47473,8311.35657
2021-07-14 21:00:00,36.16,1443,4529.1846,994.59792,7903.58443
2021-07-14 22:00:00,36.15,1431,4547.0796,975.55174,7478.09214
2021-07-14 23:00:00,35.23,1455,4533.791,963.38874,7001.25176
2021-07-15 00:00:00,34.65,1437,4467.4614,920.38484,7770.67945
2021-07-15 01:00:00,35.04,1389,4482.2886,912.6521,7569.65374
2021-07-15 02:00:00,36.61,1324,4478.659,899.1762,7372.27245
2021-07-15 03:00:00,37.19,1207,4486.8574,915.59192,7531.22858
2021-07-15 04:00:00,37.27,1058,4499.038,937.41686,8033.80233
2021-07-15 05:00:00,36.07,1002,4505.6987,970.18481,8417.34189
2021-07-15 06:00:00,37.25,996,4500.565,1012.91208,8701.68556
2021-07-15 07:00:00,37.52,1111,4497.214,1028.56175,8900.5054
2021-07-15 08:00:00,36.68,1267,4501.6855,1039.37457,8941.11168
2021-07-15 09:00:00,38.53,1477,4504.7803,1041.5278,8888.10883
2021-07-15 10:00:00,39.93,1732,4487.806,1037.83249,8632.76184
2021-07-15 11:00:00,39.96,2063,4489.705,1038.41043,8410.36317
2021-07-15 12:00:00,37.68,2400,4501.297,1043.3321,8166.00478
2021-07-15 13:00:00,37.76,2706,4499.9404,1049.08592,7999.54504
2021-07-15 14:00:00,37.14,2945,4490.7905,1051.73281,7804.08861
2021-07-15 15:00:00,36.7,3097,4496.314,1039.30553,7918.14757
2021-07-15 16:00:00,36.93,3211,4510.891,1041.4186,7762.35901
2021-07-15 17:00:00,37.88,3228,4501.3633,1031.12924,7723.88289
2021-07-15 18:00:00,37.17,3438,4511.91,1025.07738,7673.80701
2021-07-15 19:00:00,34.19,3613,4514.8755,1006.15625,7619.81661
2021-07-15 20:00:00,33.59,3628,4509.0513,1001.46479,7285.89502
2021-07-15 21:00:00,33.15,3570,4493.116,974.80791,6877.42362
2021-07-15 22:00:00,32.98,3632,4510.5137,955.47688,6463.75641
2021-07-15 23:00:00,34.03,3606,4498.1846,944.80336,6057.83452
2021-07-16 00:00:00,37.37,3564,4455.3843,880.31664,5953.34089
2021-07-16 01:00:00,38.11,3512,4470.04,875.59657,5811.11446
2021-07-16 02:00:00,38.34,3399,4466.5767,869.29899,5858.86835
2021-07-16 03:00:00,39.03,3159,4474.6313,882.52017,6066.18335
2021-07-16 04:00:00,37.34,2983,4486.768,904.33639,6356.90586
2021-07-16 05:00:00,35.56,2879,4493.4346,930.48613,6635.86371
2021-07-16 06:00:00,33.19,2648,4488.2314,965.27602,6902.28812
2021-07-16 07:00:00,34.18,2385,4484.994,979.51087,7162.63072
2021-07-16 08:00:00,35.08,2146,4489.6387,990.42428,7288.75137
2021-07-16 09:00:00,35.05,1952,4492.2065,999.85497,7328.8757
2021-07-16 10:00:00,35.68,1800,4475.241,994.51151,7376.36605
2021-07-16 11:00:00,36.21,1663,4477.4556,1000.89752,7286.63504
2021-07-16 12:00:00,36.84,1573,4488.8945,997.50962,7221.51736
2021-07-16 13:00:00,37.23,1550,4487.7314,1005.9585,7232.63845
2021-07-16 14:00:00,36.97,1548,4478.528,1008.89428,7177.65978
2021-07-16 15:00:00,36.83,1483,4483.8057,993.31837,7145.38996
2021-07-16 16:00:00,36.72,1398,4498.4443,999.99915,7036.0598
2021-07-16 17:00:00,37.75,1318,4488.9893,990.0396,7072.97324
2021-07-16 18:00:00,37.18,1337,4499.014,979.57222,7056.91914
