UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_solar_production_forecast,avg_wind_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_coal_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_other_production_forecast
2020-01-01 15:00:00,9,6399,2271,46,0,150,406,0,4.83286830003722,278.428006702351,274.430077210889,0,0.001492814872458,1092.6,1369.11,450.0595,7866.9727,10.513808,2288.5422,84.66788,7.0707
2020-01-01 16:00:00,10,4732,2273,46,0,2703,761,0,4.81330222183411,281.604253875861,275.073047982158,86.8747135846448,0.001492814872458,3923.12,1094.17,142.65913,6676.4717,10.635354,2294.538,85.41063,8.20039
2020-01-01 17:00:00,10,4655,2272,46,0,5640,951,0,4.81330222183411,281.604253875861,275.073047982158,86.8747135846448,0.001492814872458,6156.55,737.22,224.83635,6636.994,10.07144,2294.997,84.54268,6.94918
2020-01-01 18:00:00,10,4111,2273,56,0,6699,924,0,4.81330222183411,281.604253875861,275.073047982158,86.8747135846448,0.001492814872458,6952.34,485.34,166.88005,6303.5776,10.553726,2304.3398,85.86123,4.40991
2020-01-01 19:00:00,9,3964,2275,62,0,6483,1532,0,5.02495054186559,283.239907055826,274.852313556341,463.579707225722,0,7119.6,337.34,139.6055,6338.631,11.137955,2295.0947,85.73858,2.74221
2020-01-01 20:00:00,9,3918,2272,83,0,6305,1745,0,5.02495054186559,283.239907055826,274.852313556341,463.579707225722,0,7198.47,281,150.5688,5414.9146,10.895238,2302.3809,85.91459,1.06537
2020-01-01 21:00:00,9,4079,2272,46,0,5004,2521,0,5.02495054186559,283.239907055826,274.852313556341,463.579707225722,0,7076.29,244.73,128.92784,4886.995,10.991485,2302.28,86.185684,0.1257
2020-01-01 22:00:00,9,4165,2273,91,0,6195,2299,0,4.20409789053281,282.237924297246,275.290091849975,384.336546510878,0,6094.5,209.36,161.84094,4945.4897,10.831988,2299.6836,86.0371,0
2020-01-01 23:00:00,10,4844,2270,92,0,4346,2711,0,4.20409789053281,282.237924297246,275.290091849975,384.336546510878,0,3560.42,197.83,31.50026,5055.353,10.599881,2299.5752,86.37412,0
2020-01-02 00:00:00,10,5233,2271,90,0,1281,2617,0,4.20409789053281,282.237924297246,275.290091849975,384.336546510878,0,852.12,175.9,260.6366,7761.596,6.7705345,2276.6536,86.678505,2.07361
2020-01-02 01:00:00,9,5968,2272,91,0,41,2402,0,3.9641711115333,280.402991853637,274.885347927923,11.8721393127555,0,5.42,159.29,369.1362,8610.089,7.4065094,2266.48,86.83603,3.57962
2020-01-02 02:00:00,9,6092,2273,90,0,0,2338,0,3.9641711115333,280.402991853637,274.885347927923,11.8721393127555,0,0,158.93,394.00763,8542.045,7.8967137,2269.6377,86.79923,5.77643
2020-01-02 03:00:00,7,6090,2271,91,0,0,2775,0,3.9641711115333,280.402991853637,274.885347927923,11.8721393127555,0,0,134.24,466.36652,8460.42,7.635463,2268.5093,85.77676,9.23817
2020-01-02 04:00:00,8,6895,2273,90,0,0,2416,0,3.57223505486469,280.049877183593,274.37441506328,5.34203858032991,0,0,105.08,604.3404,8558.1875,7.997851,2277.1782,86.01944,13.11762
2020-01-02 05:00:00,9,7091,2275,90,0,0,2501,0,3.57223505486469,280.049877183593,274.37441506328,5.34203858032991,0,0,94,225.07668,8909.559,7.4981766,2277.9692,84.8699,13.36154
2020-01-02 06:00:00,8,6113,2273,45,0,0,2920,0,3.57223505486469,280.049877183593,274.37441506328,5.34203858032991,0,0,85.95,219.93541,8729.759,7.963684,2274.5164,85.85797,12.81098
2020-01-02 07:00:00,7,5535,2274,91,0,0,2906,0,3.13414463019287,279.686897067431,273.827552291157,0,0,0,85.3,224.06416,8605.467,7.693367,2265.766,87.073166,10.80819
2020-01-02 08:00:00,7,5356,2272,91,0,0,3121,0,3.13414463019287,279.686897067431,273.827552291157,0,0,0,159.4,95.83271,8427.99,8.026962,2269.631,87.124725,7.58428
2020-01-02 09:00:00,7,5121,2270,90,0,0,2967,0,3.13414463019287,279.686897067431,273.827552291157,0,0,0,161.92,42.153736,7790.5576,7.6933665,2273.9143,87.30692,4.48684
2020-01-02 10:00:00,7,5087,2272,90,0,0,1981,0,2.65039934612806,279.470278892113,273.351594303174,0,0,0,154.75,23.000935,7489.5737,8.099788,2277.866,87.446106,0
2020-01-02 11:00:00,7,5369,2275,91,0,0,2151,0,2.65039934612806,279.470278892113,273.351594303174,0,0,0,143.46,224.84341,7684.7812,8.504957,2284.1362,85.8309,0
2020-01-02 12:00:00,8,5664,2272,90,0,0,2185,0,2.65039934612806,279.470278892113,273.351594303174,0,0,0,142.49,373.7871,8364.084,8.462311,2284.8748,86.74166,0.03188
2020-01-02 13:00:00,7,5482,2276,90,0,0,2279,0,2.30477454918538,279.370215038338,272.971258476207,0,0,0,145.32,330.14084,8756.636,8.390921,2290.1494,86.21171,1.51476
2020-01-02 14:00:00,7,5897,2275,91,0,0,2674,0,2.30477454918538,279.370215038338,272.971258476207,0,0,4.52,138.94,246.91817,8713.43,8.390653,2286.2097,85.7338,6.35409
2020-01-02 15:00:00,5,6619,2273,90,0,145,2480,0,2.30477454918538,279.370215038338,272.971258476207,0,0,981.85,130.07,465.02924,8482.105,8.33948,2290.3447,85.40604,7.6115
2020-01-02 16:00:00,8,6624,2273,91,0,3085,1154,0,2.10722069873974,282.768869494504,274.542121379381,79.9520814927057,0,3512.61,117,156.98581,7443.144,8.011452,2296.3416,86.553314,8.67119
2020-01-02 17:00:00,7,6131,2273,91,0,5978,679,0,2.10722069873974,282.768869494504,274.542121379381,79.9520814927057,0,5563.09,101.66,235.40167,7616.1406,8.009312,2296.837,85.629555,7.31323
2020-01-02 18:00:00,6,5619,2272,90,0,6318,383,0,2.10722069873974,282.768869494504,274.542121379381,79.9520814927057,0,6407.81,90.83,177.53058,7500.8,8.513047,2306.1238,87.01728,4.62576
2020-01-02 19:00:00,6,5879,2272,84,0,6926,538,0,2.24027394360731,284.478438976098,275.376839784526,442.85405467325,0,6637.51,81.64,151.72733,7578.6875,9.251541,2296.9087,86.64104,2.864
2020-01-02 20:00:00,7,6104,2275,91,0,6573,565,0,2.24027394360731,284.478438976098,275.376839784526,442.85405467325,0,6741.87,76.26,157.92766,6889.934,8.8735695,2304.183,87.55842,1.09476
2020-01-02 21:00:00,5,6290,2274,92,0,6760,414,0,2.24027394360731,284.478438976098,275.376839784526,442.85405467325,0,6665.46,74.78,136.20868,6645.7583,8.8930855,2304.0671,87.61883,0.12694
2020-01-02 22:00:00,7,6508,2273,92,0,6586,305,0,2.0980620853459,283.069021641603,275.896040009778,367.86306377361,0,5748.45,76.22,163.77867,6824.4946,9.141913,2301.487,87.303024,0
2020-01-02 23:00:00,5,7088,2274,91,0,4825,196,0,2.0980620853459,283.069021641603,275.896040009778,367.86306377361,0,3398.83,77.45,31.451288,6940.323,8.715927,2301.3518,87.56394,0
2020-01-03 00:00:00,6,8344,2274,90,0,1416,149,0,2.0980620853459,283.069021641603,275.896040009778,367.86306377361,0,831.72,86.16,258.12885,8749.409,6.5913825,2270.9634,85.993546,2.01653
2020-01-03 01:00:00,5,10040,2274,91,0,51,167,0,2.15791424258394,281.243264380656,275.11111150348,11.8280453193817,0,0.03,112.88,370.3718,9752.427,7.2467895,2260.7751,85.77278,3.67993
2020-01-03 02:00:00,6,10218,2273,91,0,50,209,0,2.15791424258394,281.243264380656,275.11111150348,11.8280453193817,0,0,127.11,391.8354,9864.279,7.7241406,2264.0127,85.97931,5.97949
2020-01-03 03:00:00,5,10328,2274,91,0,49,150,0,2.15791424258394,281.243264380656,275.11111150348,11.8280453193817,0,0,135.47,463.388,10027.005,7.4009295,2262.8728,84.424965,9.67105
2020-01-03 04:00:00,5,10367,2272,90,0,10,60,0,2.52082787008177,280.72820782973,274.597847165151,5.24704584617743,0.017901100613118,0,148.93,609.48926,9989.844,7.823199,2271.4507,84.83254,13.75904
2020-01-03 05:00:00,5,10198,2274,90,0,0,136,0,2.52082787008177,280.72820782973,274.597847165151,5.24704584617743,0.017901100613118,0,171.43,229.169,10009.1455,7.251704,2272.2913,83.37634,14.0788
2020-01-03 06:00:00,6,9773,2268,90,0,0,118,0,2.52082787008177,280.72820782973,274.597847165151,5.24704584617743,0.017901100613118,0,205.61,224.72511,9678.675,7.6461835,2268.8633,84.62382,13.50607
2020-01-03 07:00:00,5,9266,2270,46,0,0,164,0,2.89178411932189,280.264302605162,274.355431272557,0,0.357389697318695,0,251.02,232.0953,9600.73,7.2912226,2260.1362,86.06262,11.4151
2020-01-03 08:00:00,6,8651,2269,46,0,0,164,0,2.89178411932189,280.264302605162,274.355431272557,0,0.357389697318695,0,420.83,98.78956,9267.963,7.735899,2264.0164,85.39534,8.01453
2020-01-03 09:00:00,6,8428,2267,46,0,0,200,0,2.89178411932189,280.264302605162,274.355431272557,0,0.357389697318695,0,575.82,45.703403,8727.558,7.4045124,2268.4214,85.22961,4.92185
2020-01-03 10:00:00,6,8355,2270,91,0,0,169,0,3.14396536820087,279.876116077003,274.245607065041,0,0.749862798355911,0,739.98,23.00111,8064.507,7.783309,2272.2678,85.54002,0.00806
2020-01-03 11:00:00,6,8188,2271,46,0,0,226,0,3.14396536820087,279.876116077003,274.245607065041,0,0.749862798355911,0,876.78,220.98743,8251.218,8.177834,2278.5269,83.85064,0
2020-01-03 12:00:00,7,8352,2271,45,0,0,137,0,3.14396536820087,279.876116077003,274.245607065041,0,0.749862798355911,0,948.05,370.6109,8871.065,8.291268,2279.2908,84.858925,0.51398
2020-01-03 13:00:00,7,8465,2268,46,0,5,173,0,3.22371155224532,279.50776687678,274.047220746472,0,0.132410624836512,0,1023.01,338.8104,9578.671,8.123841,2284.6475,84.43918,2.04088
2020-01-03 14:00:00,6,8767,2269,90,0,4,185,0,3.22371155224532,279.50776687678,274.047220746472,0,0.132410624836512,4.79,1131.41,257.47134,9313.097,8.19962,2280.7385,83.69977,6.94798
2020-01-03 15:00:00,6,9349,2269,90,0,189,156,0,3.22371155224532,279.50776687678,274.047220746472,0,0.132410624836512,1108.58,1238.51,480.09427,9123.485,8.137649,2284.8145,83.64937,8.15941
2020-01-03 16:00:00,4,8799,2268,90,0,2995,190,0,3.3046935718055,282.689486141556,275.197849087455,79.5152232334173,0.161032640204894,3923.19,1277.2,171.55669,8284.954,7.880327,2290.8118,84.592354,9.14792
2020-01-03 17:00:00,7,7714,2269,90,0,5697,125,0,3.3046935718055,282.689486141556,275.197849087455,79.5152232334173,0.161032640204894,6038.75,1234.39,246.06532,7866.5713,7.8601766,2291.2563,83.603836,7.6817
2020-01-03 18:00:00,7,6698,2268,49,0,6579,136,0,3.3046935718055,282.689486141556,275.197849087455,79.5152232334173,0.161032640204894,6745.74,1189.02,188.33586,7604.8228,8.404418,2300.645,84.83318,4.84401
2020-01-03 19:00:00,8,6377,2270,50,0,7549,140,0,3.61892707147309,283.967338649471,275.574951646957,437.218033145943,0.005454610103868,6870.85,1233.33,163.99448,7382.3794,9.111166,2291.4524,84.94334,2.98698
2020-01-03 20:00:00,7,6390,2267,51,0,7084,139,0,3.61892707147309,283.967338649471,275.574951646957,437.218033145943,0.005454610103868,6886.15,1305.34,165.44286,6732.9727,8.754892,2298.7349,85.22814,1.12407
2020-01-03 21:00:00,7,6322,2267,91,0,7203,139,0,3.61892707147309,283.967338649471,275.574951646957,437.218033145943,0.005454610103868,6675.44,1314.31,143.53339,6702.908,8.743014,2298.636,85.21434,0.12773
2020-01-03 22:00:00,5,6722,2269,91,0,6713,175,0,3.35655669759835,282.487157412129,276.003184637319,360.577040867504,0.006447955045039,5658.51,1268.78,165.67705,6740.1816,8.96154,2296.0513,85.255684,0
2020-01-03 23:00:00,5,7261,2269,91,0,5387,214,0,3.35655669759835,282.487157412129,276.003184637319,360.577040867504,0.006447955045039,3260.49,1131.48,31.386675,7295.0454,8.644882,2295.9675,85.81282,0
2020-01-04 00:00:00,6,8172,2266,92,0,1731,192,0,3.35655669759835,282.487157412129,276.003184637319,360.577040867504,0.006447955045039,760.21,872.92,322.87997,6628.9883,12.526285,2278.2722,85.46145,1.37508
2020-01-04 01:00:00,7,9803,2270,91,0,4,218,0,3.55714846413588,280.177338954951,275.025018838856,10.7146669708402,0,2.38,667.74,448.74603,7596.4395,12.60341,2260.1846,85.66781,1.47412
2020-01-04 02:00:00,6,9845,2269,91,0,9,301,0,3.55714846413588,280.177338954951,275.025018838856,10.7146669708402,0,0,538.23,357.71277,8143.5874,12.134175,2263.978,85.764175,2.016
2020-01-04 03:00:00,5,9695,2268,91,0,9,327,0,3.55714846413588,280.177338954951,275.025018838856,10.7146669708402,0,0,426.9,507.20474,7656.182,12.658824,2267.761,84.732056,2.86291
2020-01-04 04:00:00,5,9606,2267,90,0,0,343,0,3.8694695643766,279.624097384133,274.392434939788,5.10349739445097,0.004461274541802,0,336.85,589.30414,8166.049,12.580715,2270.8362,84.60238,3.83576
2020-01-04 05:00:00,7,9434,2265,91,0,0,307,0,3.8694695643766,279.624097384133,274.392434939788,5.10349739445097,0.004461274541802,0,274.26,271.96756,8030.8516,12.37579,2270.0525,83.51589,3.39004
2020-01-04 06:00:00,7,9547,2266,90,0,0,264,0,3.8694695643766,279.624097384133,274.392434939788,5.10349739445097,0.004461274541802,0,294.02,167.57788,8004.5327,12.567098,2267.4988,84.5261,3.06767
2020-01-04 07:00:00,7,8702,2267,46,0,0,178,0,4.1806676799185,279.083726221138,273.849088976661,0,0.027365784566646,0,369.72,285.2874,7246.3955,12.163135,2262.0422,85.60235,2.20109
2020-01-04 08:00:00,6,7845,2269,90,0,0,194,0,4.1806676799185,279.083726221138,273.849088976661,0,0.027365784566646,0,678.71,103.903404,7191.851,12.399318,2258.4126,85.86256,1.68535
2020-01-04 09:00:00,6,6788,2267,91,0,0,352,0,4.1806676799185,279.083726221138,273.849088976661,0,0.027365784566646,0,924.73,88.676414,5926.817,12.121085,2264.0598,85.82052,0.84548
2020-01-04 10:00:00,7,6440,2269,91,0,0,375,0,4.35896967171345,278.626368603311,273.52484928883,0,0.076883666031978,0,1241.96,17.848595,6348.5156,12.895412,2263.571,85.58168,0
2020-01-04 11:00:00,8,5851,2270,90,0,0,336,0,4.35896967171345,278.626368603311,273.52484928883,0,0.076883666031978,0,1590.98,262.6137,6047.228,12.9720745,2269.4768,83.56242,0
2020-01-04 12:00:00,5,5885,2270,90,0,0,408,0,4.35896967171345,278.626368603311,273.52484928883,0,0.076883666031978,0,1763.75,429.616,7217.749,13.104672,2273.0752,84.89415,0
2020-01-04 13:00:00,7,5794,2270,90,0,0,534,0,4.4094359486895,278.300214542059,273.219935676493,0,0.112092379967588,0,1760.86,216.5802,6940.4814,12.911887,2267.1733,84.374344,0
2020-01-04 14:00:00,11,5912,2272,90,0,0,827,0,4.4094359486895,278.300214542059,273.219935676493,0,0.112092379967588,3.39,1775.81,322.81168,7183.765,13.123609,2266.7825,83.89588,1.00011
2020-01-04 15:00:00,12,5873,2271,90,0,162,1226,0,4.4094359486895,278.300214542059,273.219935676493,0,0.112092379967588,989.9,1817.08,425.89166,6850.0503,12.630582,2268.0994,83.18883,1.50743
2020-01-04 16:00:00,10,4511,2272,90,0,3239,1268,0,4.99411259153038,281.524354506773,274.019279893953,83.5747176304276,0.23650238970855,3658.94,1826.51,206.57271,6270.8564,13.614287,2282.0642,84.85223,2.10499
2020-01-04 17:00:00,11,3083,2271,90,0,6591,1297,0,4.99411259153038,281.524354506773,274.019279893953,83.5747176304276,0.23650238970855,5816.45,1813.68,221.7581,6079.3433,12.312682,2278.4062,83.326485,1.99703
2020-01-04 18:00:00,16,2950,2272,90,0,7242,1228,0,4.99411259153038,281.524354506773,274.019279893953,83.5747176304276,0.23650238970855,6617.08,1896.52,117.17395,5849.497,12.920771,2289.6577,84.808334,1.09769
2020-01-04 19:00:00,16,3165,2272,91,0,7345,1131,0,5.93369150695322,282.846712590971,273.865627742105,455.024446772769,0.037566597524885,6820.82,2042.84,34.119656,6169.0156,13.216299,2268.7085,85.09489,1.13253
2020-01-04 20:00:00,16,3008,2272,90,0,7209,1263,0,5.93369150695322,282.846712590971,273.865627742105,455.024446772769,0.037566597524885,6878.9,2146.56,162.64372,5005.3047,13.08193,2274.0325,85.82776,0.30785
2020-01-04 21:00:00,15,3423,2272,90,0,7056,1522,0,5.93369150695322,282.846712590971,273.865627742105,455.024446772769,0.037566597524885,6819.56,2143.71,135.9605,4081.9387,13.241221,2279.7893,85.45543,0
2020-01-04 22:00:00,13,3505,2272,90,0,6456,1574,0,5.5662721895356,281.728514694873,274.110394181207,380.589114572544,0.05554044460357,6037.88,2068.02,33.91987,4333.017,12.94958,2276.2476,85.59407,0
2020-01-04 23:00:00,15,4677,2272,90,0,5444,1516,0,5.5662721895356,281.728514694873,274.110394181207,380.589114572544,0.05554044460357,3663.09,1986.45,51.652206,4753.76,12.485395,2274.7515,86.26544,0
2020-01-05 00:00:00,17,5780,2272,90,0,1541,1500,0,5.5662721895356,281.728514694873,274.110394181207,380.589114572544,0.05554044460357,909.59,1943.82,319.21967,5889.1895,12.449413,2280.0586,68.40973,1.49952
2020-01-05 01:00:00,13,6616,2272,91,0,0,1873,0,4.99142672006715,279.588116973094,273.727416746942,13.5256985682035,0.002478502483138,4.21,1956.92,448.4941,6931.239,12.55502,2261.8555,71.14041,1.65341
2020-01-05 02:00:00,13,7198,2271,90,0,0,1831,0,4.99142672006715,279.588116973094,273.727416746942,13.5256985682035,0.002478502483138,0,1968.8,355.38043,7302.9346,12.611354,2265.7454,72.69172,2.32195
2020-01-05 03:00:00,13,7182,2271,90,0,0,1783,0,4.99142672006715,279.588116973094,273.727416746942,13.5256985682035,0.002478502483138,0,1892.3,502.1953,6833.344,12.787319,2269.5337,72.35398,3.32233
2020-01-05 04:00:00,15,7503,2272,90,0,0,1604,0,4.92150834755608,278.949891842012,272.861246297427,6.62810730818768,0.003980971325947,0,1604.83,593.8098,7656.0796,12.832983,2272.508,72.528404,4.5022
2020-01-05 05:00:00,15,7951,2272,90,0,0,1333,0,4.92150834755608,278.949891842012,272.861246297427,6.62810730818768,0.003980971325947,0,1205.84,273.34943,7881.477,12.726659,2271.7603,72.46099,4.08978
2020-01-05 06:00:00,13,7975,2271,90,0,0,1018,0,4.92150834755608,278.949891842012,272.861246297427,6.62810730818768,0.003980971325947,0,905.7,171.87332,7809.2646,12.993954,2269.2405,74.927414,3.75997
2020-01-05 07:00:00,13,7378,2273,90,0,0,755,0,4.85241553544174,278.469998592141,272.022789751724,0,0.000493752812577,0,786.14,292.71155,7326.4155,12.708561,2263.8013,76.707985,2.82037
2020-01-05 08:00:00,13,6958,2273,90,0,0,1237,0,4.85241553544174,278.469998592141,272.022789751724,0,0.000493752812577,0,517.68,107.81118,7290.983,12.721921,2260.123,77.15425,2.10236
2020-01-05 09:00:00,13,6733,2271,46,0,0,1171,0,4.85241553544174,278.469998592141,272.022789751724,0,0.000493752812577,0,481.43,91.66892,5978.5654,12.559707,2265.8823,76.59957,0.98196
2020-01-05 10:00:00,13,6701,2274,90,0,0,1820,0,4.64505732785773,278.099029463061,271.242092415452,0,0.000493752812577,0,451.47,18.07399,6190.684,13.141989,2265.2817,77.20353,0
2020-01-05 11:00:00,13,6419,2274,90,0,0,1642,0,4.64505732785773,278.099029463061,271.242092415452,0,0.000493752812577,0,430.42,258.14517,5818.634,13.264223,2271.1707,74.439575,0
2020-01-05 12:00:00,13,6272,2274,90,0,0,1798,0,4.64505732785773,278.099029463061,271.242092415452,0,0.000493752812577,0,410.18,429.41513,6893.1016,13.14972,2274.8167,76.3017,0
2020-01-05 13:00:00,14,6730,2273,90,0,0,1394,0,4.19693982617281,277.85639644505,270.640942158052,0,0,0,386.52,224.49911,6706.9585,13.240026,2268.9136,75.81146,0
2020-01-05 14:00:00,13,5843,2274,91,0,0,2454,0,4.19693982617281,277.85639644505,270.640942158052,0,0,4.6,359.74,334.9865,7115.5527,13.16213,2268.536,76.3835,1.22192
2020-01-05 15:00:00,11,6141,2274,91,0,169,2443,0,4.19693982617281,277.85639644505,270.640942158052,0,0,1346.22,336.07,442.84628,7014.3735,12.780954,2269.8064,74.55186,1.85444
2020-01-05 16:00:00,12,5236,2273,91,0,2490,2701,0,3.90788014661167,281.426585022603,271.613364395121,95.4403582361789,0,4819.86,319.54,218.5626,6157.932,13.07982,2283.86,76.84417,2.56183
2020-01-05 17:00:00,14,2652,2274,90,0,4905,2366,0,3.90788014661167,281.426585022603,271.613364395121,95.4403582361789,0,7333.75,318.46,232.1352,6251.2446,12.428531,2280.0774,75.530396,2.38159
2020-01-05 18:00:00,14,3219,2273,90,0,6434,2376,0,3.90788014661167,281.426585022603,271.613364395121,95.4403582361789,0,7979.38,338.56,127.64139,5894.255,12.840154,2291.5317,75.58637,1.37421
2020-01-05 19:00:00,11,2683,2274,90,0,7194,2322,0,3.90449853804801,283.472400461048,272.079966637194,504.054863964672,0,8038.64,354.78,45.154285,6379.9453,13.359803,2270.4119,78.356995,1.25952
2020-01-05 20:00:00,13,2722,2273,90,0,7138,2260,0,3.90449853804801,283.472400461048,272.079966637194,504.054863964672,0,8125.01,361.64,168.23715,5087.7954,13.231798,2275.7183,78.61124,0.38812
2020-01-05 21:00:00,13,2485,2274,91,0,7262,2402,0,3.90449853804801,283.472400461048,272.079966637194,504.054863964672,0,8159.4,348.33,144.72385,4071.9954,13.298271,2281.6006,76.930725,0
2020-01-05 22:00:00,13,2350,2274,47,0,6278,2266,0,3.65615658184971,282.330417871544,273.271303716747,419.20939748985,0,7449.98,307.47,37.424114,4264.485,13.088575,2278.0242,78.69198,0.02162
2020-01-05 23:00:00,13,3508,2274,46,0,4948,2500,0,3.65615658184971,282.330417871544,273.271303716747,419.20939748985,0,4717.33,269.88,52.6122,4172.9834,12.887647,2276.5493,80.13295,0
2020-01-06 00:00:00,12,4859,2273,91,0,1441,2556,0,3.65615658184971,282.330417871544,273.271303716747,419.20939748985,0,1226.12,255.81,250.43985,8646.362,13.680278,2277.9595,83.68827,2.17223
2020-01-06 01:00:00,12,6704,2274,91,0,0,2577,0,3.76614828754387,280.333774715259,272.732866299686,14.4581915640625,0,12.32,248.49,374.32404,9406.425,13.884015,2267.7632,84.49698,4.38844
2020-01-06 02:00:00,12,7475,2274,91,0,0,1991,0,3.76614828754387,280.333774715259,272.732866299686,14.4581915640625,0,0,243.91,385.4695,9398.099,13.886376,2271.0552,84.75432,7.01706
2020-01-06 03:00:00,13,8049,2274,90,0,0,1118,0,3.76614828754387,280.333774715259,272.732866299686,14.4581915640625,0,0,242.31,454.3721,9648.171,13.926689,2269.8936,84.008736,11.3793
2020-01-06 04:00:00,12,8266,2274,90,0,0,805,0,3.5418211845913,279.843104201926,272.174454013613,7.16293303776865,0.000987505625153,0,234.01,625.8505,9745.768,13.970381,2278.4097,84.29096,15.8759
2020-01-06 05:00:00,12,8122,2277,90,0,0,625,0,3.5418211845913,279.843104201926,272.174454013613,7.16293303776865,0.000987505625153,0,224.61,242.2955,9904.413,13.8202715,2279.2842,83.41917,16.24469
2020-01-06 06:00:00,12,8128,2275,90,0,0,594,0,3.5418211845913,279.843104201926,272.174454013613,7.16293303776865,0.000987505625153,0,220.39,239.75015,9608.895,14.040078,2275.875,85.08241,15.42414
2020-01-06 07:00:00,12,7675,2274,90,0,0,620,0,3.22640968920093,279.453168768474,271.66880877003,0,0,0,215.83,257.1172,9642.512,13.822183,2267.115,86.70005,12.92315
2020-01-06 08:00:00,13,7566,2276,90,0,0,650,0,3.22640968920093,279.453168768474,271.66880877003,0,0,0,226.42,108.16071,9376.782,13.871471,2271.0264,86.48618,9.05395
2020-01-06 09:00:00,13,7432,2275,90,0,0,667,0,3.22640968920093,279.453168768474,271.66880877003,0,0,0,213.57,57.04217,8956.588,13.718813,2275.47,86.22224,6.16044
2020-01-06 10:00:00,12,7353,2277,90,0,0,596,0,3.08568715224034,279.143764708351,271.360308911447,0,0,0,197.58,23.402395,8324.772,14.164148,2279.3145,86.79516,1.26421
