,UTC time,carbon_intensity,carbon_from_src_forecasts,avg_solar_production_forecast,avg_wind_production_forecast,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_other_production_forecast
49,2021-07-03 01:00:00,194.82,209.76,4823.29,2021.21,16.556108,15964.01,2235.9802,85.77884,3546.5237,177.05424
50,2021-07-03 02:00:00,229.61,241.84,1109.2,2130.32,16.509554,16369.774,2255.135,84.636795,3673.6736,290.80617
51,2021-07-03 03:00:00,253.62,253.68,14.46,2355.29,16.517044,16416.781,2247.7598,86.61669,3430.9536,344.19048
52,2021-07-03 04:00:00,246.29,252.21,0.0,2541.16,16.6392,15346.995,2243.633,85.95893,2848.1343,296.19096
53,2021-07-03 05:00:00,249.4,250.17,0.07,2499.42,16.761011,14088.008,2253.725,85.23646,2315.436,179.37234
54,2021-07-03 06:00:00,241.42,247.58,1.01,2324.82,16.747137,12871.36,2237.0117,84.94618,1953.7225,47.55309
55,2021-07-03 07:00:00,234.11,241.45,0.0,2224.6,16.719582,11112.838,2240.6533,84.45957,1573.2831,20.46264
56,2021-07-03 08:00:00,231.8,237.65,0.0,1966.52,16.585066,9421.599,2251.1846,84.133354,1152.3455,18.93592
57,2021-07-03 09:00:00,241.24,235.44,0.0,1665.31,16.747353,8286.489,2237.6304,83.91904,972.76044,28.70102
58,2021-07-03 10:00:00,238.27,236.74,0.03,1460.16,16.587063,7735.63,2245.5935,83.87409,819.55963,52.00902
59,2021-07-03 11:00:00,231.77,237.32,0.0,1340.01,16.56852,7709.796,2245.8704,82.83722,946.32983,89.03787
60,2021-07-03 12:00:00,225.48,242.43,18.17,1272.33,16.538908,8202.96,2256.835,84.5099,1017.9677,114.20747
61,2021-07-03 13:00:00,224.57,220.46,1628.12,1201.65,16.737984,8652.477,2268.4224,83.91993,1038.8009,97.03254
62,2021-07-03 14:00:00,190.47,176.45,5878.5,1056.14,16.597403,8816.677,2260.6501,84.57515,741.1447,44.53999
63,2021-07-03 15:00:00,148.11,152.1,8324.4,862.49,16.377647,8197.445,2262.6936,82.5243,497.83673,0.0
64,2021-07-03 16:00:00,144.4,142.3,9502.54,688.75,16.45713,7815.06,2268.1929,82.2659,270.00626,0.0
65,2021-07-03 17:00:00,132.37,137.08,10231.01,575.3,16.108276,7723.2153,2258.3674,82.514984,293.75504,0.0
66,2021-07-03 18:00:00,127.84,136.69,10633.92,532.61,16.292221,8047.2007,2265.3047,81.71046,539.4317,0.0
67,2021-07-03 19:00:00,132.05,142.16,10706.12,568.25,16.280312,8734.363,2260.8743,83.73062,727.6397,12.28272
68,2021-07-03 20:00:00,139.79,149.99,10634.06,723.86,16.118195,9777.691,2263.816,84.01481,928.7164,0.0
69,2021-07-03 21:00:00,147.99,157.91,10586.64,1040.32,16.084293,10927.073,2257.172,83.559044,1020.6711,13.48955
70,2021-07-03 22:00:00,146.68,162.98,10260.13,1423.14,15.745944,12020.168,2261.6094,83.82004,1548.5802,16.59632
71,2021-07-03 23:00:00,158.59,167.52,9546.1,1775.17,16.113487,12890.474,2251.0842,81.356155,2250.0085,28.30967
72,2021-07-04 00:00:00,157.87,173.18,8270.58,2118.79,17.555222,12981.369,2254.115,84.58711,2504.3306,95.18196
73,2021-07-04 01:00:00,179.86,200.31,4916.4,2400.92,17.650427,14279.992,2249.8086,83.886116,2978.762,167.16706
74,2021-07-04 02:00:00,228.31,234.01,1136.01,2618.48,17.61333,15128.491,2264.387,81.62348,3239.2854,251.88942
75,2021-07-04 03:00:00,251.05,246.61,15.81,2905.47,17.6209,15675.654,2260.9539,85.0726,3143.7651,293.65071
76,2021-07-04 04:00:00,238.78,244.39,0.0,3118.49,17.761652,14931.676,2256.029,82.471306,2745.3079,261.25273
77,2021-07-04 05:00:00,239.64,243.24,0.0,3094.15,17.935062,13944.137,2282.5088,82.51972,2223.111,175.54667
78,2021-07-04 06:00:00,238.41,240.81,0.66,2936.98,17.826275,12829.122,2261.306,82.718506,1872.6001,67.77066
79,2021-07-04 07:00:00,240.48,237.01,0.0,2545.66,17.866121,11013.666,2293.562,82.43066,1485.2356,32.63805
80,2021-07-04 08:00:00,231.65,226.5,0.0,2523.63,17.678728,9171.494,2270.371,82.13531,1150.3405,17.36285
81,2021-07-04 09:00:00,214.29,218.42,0.0,2504.57,17.79803,8044.7744,2271.1038,83.25802,961.4355,23.53781
82,2021-07-04 10:00:00,222.04,216.66,0.04,2403.92,17.597221,7423.1147,2268.4922,81.98633,775.7003,47.75633
83,2021-07-04 11:00:00,218.66,216.04,0.0,2208.36,17.559347,7169.049,2281.7236,81.04134,875.05426,84.68387
84,2021-07-04 12:00:00,223.9,223.67,18.32,1999.81,17.628336,7638.524,2278.66,82.82641,976.85236,105.98411
85,2021-07-04 13:00:00,216.67,201.4,1718.71,1795.59,17.716688,7948.811,2308.158,81.481636,1129.242,89.32846
86,2021-07-04 14:00:00,137.76,159.24,6279.29,1472.12,17.583023,8147.506,2305.0107,82.2123,1035.7609,43.95276
87,2021-07-04 15:00:00,115.55,136.9,8963.54,1121.38,17.490934,7654.703,2283.6118,80.23142,901.7344,0.0
88,2021-07-04 16:00:00,102.38,127.87,10129.38,905.04,17.607847,7226.8965,2301.6003,78.68226,607.44714,0.0
89,2021-07-04 17:00:00,95.47,121.6,10836.49,796.94,17.116344,6925.5566,2311.5361,79.41102,477.07275,0.0
90,2021-07-04 18:00:00,98.93,120.86,11308.33,810.47,17.286152,7135.253,2307.6692,80.03554,561.684,0.0
91,2021-07-04 19:00:00,108.03,125.38,11477.99,993.26,17.145708,7748.42,2290.2039,80.76539,656.02014,9.21782
92,2021-07-04 20:00:00,105.56,133.26,11481.78,1283.58,17.077879,8795.924,2314.4502,81.40847,793.1903,0.0
93,2021-07-04 21:00:00,106.02,142.56,11372.18,1633.17,17.08725,9963.95,2312.3848,80.986244,836.33154,11.10412
94,2021-07-04 22:00:00,113.35,149.29,11010.54,2028.36,16.755384,11046.884,2308.232,79.99665,1248.7797,20.47757
95,2021-07-04 23:00:00,111.43,155.52,10272.16,2386.98,17.10247,11912.363,2308.485,78.56092,1761.5051,40.0221
96,2021-07-05 00:00:00,121.35,140.57,8938.46,2709.13,19.127583,9408.455,2253.0308,84.72304,1965.4008,85.74967
97,2021-07-05 01:00:00,142.35,173.21,5303.86,2955.03,19.130152,10881.502,2247.9226,84.02758,2390.905,153.7956
98,2021-07-05 02:00:00,196.1,214.34,1221.18,3101.16,19.0225,12056.211,2263.2512,81.783615,2702.5032,244.07745
99,2021-07-05 03:00:00,224.98,231.21,17.42,3225.14,18.96317,12730.29,2259.6355,85.24531,2692.1082,299.1004
100,2021-07-05 04:00:00,211.95,230.27,0.0,3287.56,19.041155,12247.301,2254.8125,82.632095,2414.4294,279.40473
101,2021-07-05 05:00:00,213.75,230.03,0.0,3227.71,19.136547,11620.359,2281.5415,82.67006,1965.3566,197.51147
102,2021-07-05 06:00:00,221.85,224.64,0.0,3121.73,19.100128,10493.221,2259.9753,82.882576,1654.8542,86.14583
103,2021-07-05 07:00:00,215.35,213.78,0.0,3058.89,18.926579,8849.62,2292.8333,82.59499,1307.4362,41.03773
104,2021-07-05 08:00:00,203.27,202.02,0.0,2901.53,18.739025,7277.1606,2269.1438,82.322716,1044.1212,15.84557
105,2021-07-05 09:00:00,203.81,194.3,0.0,2729.0,18.902706,6271.3813,2269.4402,83.44775,853.4031,17.84881
106,2021-07-05 10:00:00,204.62,191.9,0.04,2560.15,18.650522,5663.2256,2267.2192,82.15,659.1885,42.03335
107,2021-07-05 11:00:00,201.17,195.01,0.0,2374.16,18.597315,5654.285,2280.711,81.21594,722.98425,83.22754
108,2021-07-05 12:00:00,204.8,201.22,20.54,2172.99,18.472923,5858.6113,2277.8972,83.0047,782.5982,109.99606
109,2021-07-05 13:00:00,199.65,176.3,1793.99,1950.74,18.640356,5990.7183,2306.9763,81.65193,915.7957,96.28055
110,2021-07-05 14:00:00,141.65,129.39,6677.27,1600.9,18.518112,5927.0884,2303.6975,82.36994,883.446,51.26977
111,2021-07-05 15:00:00,112.18,105.0,9624.05,1143.27,18.264257,5352.178,2282.2983,80.39722,803.36304,0.0
112,2021-07-05 16:00:00,103.68,93.7,10914.84,931.68,18.366657,4842.125,2300.5315,78.83901,524.603,0.0
113,2021-07-05 17:00:00,92.81,90.15,11592.92,827.38,18.013786,4724.3096,2310.6892,79.58984,347.8592,0.0
114,2021-07-05 18:00:00,91.77,93.15,12012.14,786.86,18.213846,5076.7715,2306.9683,80.22214,382.7458,0.0
115,2021-07-05 19:00:00,101.8,99.35,12096.56,823.13,18.280344,5606.2217,2289.6213,80.93448,464.71753,6.52055
116,2021-07-05 20:00:00,116.33,108.0,12073.11,979.25,18.10428,6405.747,2314.2527,81.5776,508.65414,0.0
117,2021-07-05 21:00:00,119.1,116.17,11867.36,1280.96,18.086626,7182.783,2311.931,81.130356,591.11835,13.56628
118,2021-07-05 22:00:00,118.95,122.62,11412.21,1706.35,17.697348,7893.143,2307.5662,80.1597,860.87335,23.21381
119,2021-07-05 23:00:00,135.88,128.83,10608.62,2255.88,18.1545,8590.885,2308.1433,78.73116,1302.4576,38.96437
120,2021-07-06 00:00:00,141.37,155.88,9220.38,2693.34,19.135046,11411.465,2243.785,86.28377,1956.7275,84.38097
121,2021-07-06 01:00:00,161.65,186.19,5357.26,3058.87,19.258823,12723.92,2234.2244,85.48268,2352.7922,134.59043
122,2021-07-06 02:00:00,200.61,222.41,1214.16,3344.45,19.057829,13486.763,2253.186,84.34205,2621.7605,232.19314
123,2021-07-06 03:00:00,231.74,234.63,18.12,3582.63,19.176243,13620.468,2245.8044,86.32945,2572.4639,313.70549
124,2021-07-06 04:00:00,230.68,231.2,0.0,3711.65,19.223413,12708.362,2241.8003,85.756905,2253.3772,314.9948
125,2021-07-06 05:00:00,222.61,229.35,0.0,3704.46,19.393059,11913.95,2251.6184,84.99645,1815.176,235.25572
126,2021-07-06 06:00:00,213.7,224.66,0.0,3635.86,19.224165,10955.317,2234.9683,84.7717,1514.5752,117.80681
127,2021-07-06 07:00:00,196.36,214.73,0.0,3587.76,19.25587,9402.901,2238.9348,84.25949,1205.8688,65.10944
128,2021-07-06 08:00:00,189.56,203.04,0.0,3541.51,19.098007,7985.5103,2249.1658,83.949455,967.3307,29.95781
129,2021-07-06 09:00:00,178.76,196.83,0.0,3446.2,19.200583,7140.965,2235.6995,83.81821,784.04895,20.62113
130,2021-07-06 10:00:00,186.66,196.51,0.0,3323.94,19.010986,6797.405,2243.4424,83.714386,645.73773,35.3441
131,2021-07-06 11:00:00,181.43,197.77,0.0,3197.42,18.91594,6748.5864,2243.8567,82.7502,730.1151,80.29223
132,2021-07-06 12:00:00,177.44,203.55,21.58,3052.28,19.001678,7061.8154,2254.6875,84.31021,793.6566,116.19073
133,2021-07-06 13:00:00,190.65,180.39,1832.2,2772.52,19.215988,7037.4785,2266.4766,83.78902,922.7025,105.37477
134,2021-07-06 14:00:00,165.7,137.08,6780.96,2231.41,19.00984,6874.159,2258.6758,84.40847,847.09863,58.24742
135,2021-07-06 15:00:00,143.68,112.2,9694.28,1691.47,18.933119,6118.045,2260.6345,82.427025,736.7638,0.0
136,2021-07-06 16:00:00,144.31,101.69,10934.07,1346.23,19.014027,5531.17,2265.8875,82.11903,417.09894,0.0
137,2021-07-06 17:00:00,145.26,97.81,11617.45,1085.28,18.565382,5325.722,2256.4565,82.399635,246.63763,0.0
138,2021-07-06 18:00:00,135.55,100.09,11945.44,964.26,18.807064,5604.1445,2263.1155,81.59864,312.58365,0.0
139,2021-07-06 19:00:00,142.15,106.07,12015.14,998.37,18.63426,6155.2007,2258.3572,83.61369,407.80783,2.7432
140,2021-07-06 20:00:00,145.46,113.9,11991.95,1184.43,18.493559,6893.6094,2261.754,83.90383,381.9541,0.0
141,2021-07-06 21:00:00,145.73,123.31,11848.8,1625.81,18.517279,7970.1455,2255.3923,83.4365,517.874,4.17083
142,2021-07-06 22:00:00,142.91,131.32,11374.22,2342.1,18.225868,9001.635,2259.592,83.725,747.32745,29.55292
143,2021-07-06 23:00:00,138.46,137.25,10582.55,3157.89,18.56786,9946.742,2248.9885,81.28826,1289.2067,52.27503
144,2021-07-07 00:00:00,149.5,158.56,9215.36,3764.36,17.993893,13087.341,2246.2798,86.54793,2758.3352,124.90683
145,2021-07-07 01:00:00,171.05,184.64,5342.84,4060.59,18.04851,13995.544,2236.596,85.704124,3101.1887,251.97939
146,2021-07-07 02:00:00,210.98,218.31,1207.42,4189.39,17.939983,14441.326,2255.7073,84.54524,3127.5352,384.77488
147,2021-07-07 03:00:00,238.26,232.66,17.83,4245.75,17.9509,14695.08,2248.2458,86.54123,2905.937,433.26484
148,2021-07-07 04:00:00,237.34,231.86,0.0,4244.93,18.0264,13943.913,2244.0906,85.909035,2452.3083,356.71341
149,2021-07-07 05:00:00,229.39,228.05,0.0,4219.76,18.15853,12927.16,2253.9348,85.1676,2003.9471,211.56761
150,2021-07-07 06:00:00,221.14,221.47,0.0,4184.4,18.080734,11904.171,2237.1868,84.90744,1750.6736,46.39837
151,2021-07-07 07:00:00,208.01,212.8,0.0,4166.87,18.015238,10401.58,2241.3594,84.41607,1424.38,15.38714
152,2021-07-07 08:00:00,207.41,203.62,0.0,4000.63,17.848644,8905.276,2251.393,84.08182,1187.0547,16.48375
153,2021-07-07 09:00:00,192.64,196.7,0.0,3830.37,17.977158,7864.836,2237.8276,83.93896,1069.0043,35.0269
154,2021-07-07 10:00:00,193.05,195.57,0.0,3621.54,17.770323,7378.4487,2245.5388,83.84389,988.5392,68.5226
155,2021-07-07 11:00:00,191.12,197.6,0.0,3397.52,17.713942,7327.0464,2246.0957,82.849106,1105.5499,114.44375
156,2021-07-07 12:00:00,194.39,210.08,21.05,3030.32,17.692823,8021.416,2257.0288,84.4662,1160.5543,136.84898
157,2021-07-07 13:00:00,203.5,199.6,1767.27,2606.77,17.86052,8641.6045,2268.687,83.90585,1074.2886,107.7837
158,2021-07-07 14:00:00,172.83,162.32,6730.63,2059.04,17.724415,9048.441,2260.682,84.5489,823.65283,41.0031
159,2021-07-07 15:00:00,145.41,143.49,9701.73,1498.31,17.567854,8740.425,2262.8247,82.536385,561.2411,0.0
160,2021-07-07 16:00:00,143.16,136.87,10946.31,1124.61,17.6586,8447.863,2267.9373,82.23151,292.50482,0.0
161,2021-07-07 17:00:00,137.99,132.58,11644.11,927.11,17.29054,8281.453,2258.3474,82.49822,252.91103,0.0
162,2021-07-07 18:00:00,143.07,130.79,12008.74,858.33,17.475485,8384.818,2265.0322,81.709,459.22095,0.0
163,2021-07-07 19:00:00,145.23,134.52,12027.81,925.09,17.439642,8868.405,2260.341,83.724144,588.9302,8.43512
164,2021-07-07 20:00:00,147.94,140.42,11920.09,1112.37,17.30798,9673.521,2263.9011,84.0132,754.39777,0.0
165,2021-07-07 21:00:00,157.75,146.9,11710.73,1399.22,17.295002,10585.892,2257.5054,83.54776,948.6154,6.5506
166,2021-07-07 22:00:00,158.6,151.65,11205.09,1705.93,16.975605,11372.111,2261.5452,83.79578,1439.1555,10.1391
167,2021-07-07 23:00:00,170.34,156.33,10353.31,2025.17,17.36634,12007.157,2250.8477,81.35538,2069.754,34.24087
168,2021-07-08 00:00:00,174.82,184.47,8951.95,2372.23,15.828744,15844.487,2249.6997,86.63775,2743.872,107.92614
169,2021-07-08 01:00:00,197.31,210.79,5141.14,2724.75,15.890485,16892.932,2240.0437,85.78395,3172.225,230.07973
170,2021-07-08 02:00:00,236.03,242.1,1165.96,2962.04,15.8555765,17284.852,2259.0444,84.64155,3346.2896,371.47712
171,2021-07-08 03:00:00,252.13,253.19,16.67,3107.91,15.839535,17267.082,2251.544,86.62131,3231.4624,438.21408
172,2021-07-08 04:00:00,252.38,251.84,0.0,3156.24,15.948549,16084.633,2247.3823,85.99666,2712.8096,377.81957
173,2021-07-08 05:00:00,251.16,248.11,0.0,3176.15,16.05211,14688.113,2257.114,85.25741,2181.5952,236.80041
174,2021-07-08 06:00:00,251.7,244.59,0.0,3035.77,16.050709,13345.546,2240.3079,84.97534,1747.771,67.70678
175,2021-07-08 07:00:00,250.75,239.49,0.0,2765.97,15.983542,11517.607,2244.4666,84.50011,1396.79,26.30798
176,2021-07-08 08:00:00,246.38,232.4,0.0,2606.5,15.845339,9742.757,2254.5334,84.1641,1030.9633,16.49547
177,2021-07-08 09:00:00,243.51,228.72,0.0,2334.29,15.997978,8559.664,2240.8655,84.0051,857.7422,28.78261
178,2021-07-08 10:00:00,237.07,230.31,0.0,2072.49,15.835032,7939.139,2248.6619,83.918755,683.9398,59.65822
179,2021-07-08 11:00:00,224.5,232.86,0.0,1765.49,15.827356,7821.474,2249.0378,82.92093,849.794,109.21115
180,2021-07-08 12:00:00,241.35,243.45,8.51,1413.13,15.757722,8328.5,2259.9631,84.55366,926.4084,138.68412
181,2021-07-08 13:00:00,248.28,226.58,1409.02,1119.91,15.944788,8743.806,2271.756,83.992905,1013.41437,114.20339
182,2021-07-08 14:00:00,212.74,176.82,6237.25,744.26,15.825704,8930.183,2263.5435,84.638504,783.4822,48.78208
183,2021-07-08 15:00:00,170.34,148.5,9351.05,553.47,15.584013,8422.794,2265.7917,82.6193,600.3683,0.0
184,2021-07-08 16:00:00,159.83,140.16,10613.84,439.92,15.668462,8168.9863,2270.865,82.32602,297.1974,0.0
185,2021-07-08 17:00:00,159.16,136.04,11299.76,402.72,15.373778,8127.632,2261.1602,82.59288,249.31099,0.0
186,2021-07-08 18:00:00,163.86,137.5,11586.42,427.4,15.548793,8565.543,2268.0151,81.79442,431.9671,0.0
187,2021-07-08 19:00:00,160.39,143.82,11494.14,541.04,15.591408,9324.984,2263.0122,83.81348,599.91425,4.34034
188,2021-07-08 20:00:00,171.05,154.31,11251.01,702.25,15.434704,10520.367,2266.7087,84.10058,683.59247,0.0
189,2021-07-08 21:00:00,181.36,164.7,10875.55,857.92,15.390009,11717.797,2260.2327,83.62103,810.88385,8.21011
190,2021-07-08 22:00:00,192.36,172.91,10336.28,1032.9,15.086828,12880.32,2264.2085,83.87967,1240.0647,11.64855
191,2021-07-08 23:00:00,199.72,178.27,9608.8,1261.28,15.44493,13760.561,2253.5796,81.43031,1896.5707,29.78729
192,2021-07-09 00:00:00,208.46,212.69,8283.33,1463.13,17.99972,20495.805,2247.7717,86.55791,3396.3489,62.45906
193,2021-07-09 01:00:00,228.43,237.98,4558.42,1688.5,18.036123,21560.607,2238.191,85.71692,3712.771,96.5321
194,2021-07-09 02:00:00,258.23,265.7,874.82,1995.73,17.947033,21682.291,2257.1697,84.56388,3715.4895,218.47135
195,2021-07-09 03:00:00,273.23,273.06,6.76,2306.34,17.927488,21073.375,2249.6577,86.55296,3370.9802,342.3153
196,2021-07-09 04:00:00,265.26,271.73,0.0,2472.1,18.01245,19475.086,2245.522,85.941414,2811.5232,368.4739
197,2021-07-09 05:00:00,250.99,267.79,0.0,2607.67,18.133913,17852.537,2255.1797,85.19233,2348.4192,278.79194
198,2021-07-09 06:00:00,246.67,263.72,0.0,2546.85,18.078709,16355.192,2238.3975,84.92801,2057.0188,145.21255
199,2021-07-09 07:00:00,244.99,259.02,0.0,2443.39,17.983511,14474.065,2242.6472,84.44712,1702.013,84.95681
200,2021-07-09 08:00:00,243.62,254.08,0.0,2291.77,17.81148,12578.297,2252.6453,84.105255,1334.2571,43.00402
201,2021-07-09 09:00:00,240.14,251.29,0.0,2083.3,17.9517,11264.034,2238.975,83.97995,1114.0284,21.19443
202,2021-07-09 10:00:00,243.02,253.6,0.0,1840.94,17.734652,10767.967,2246.6753,83.87138,972.74554,25.51423
203,2021-07-09 11:00:00,250.98,255.78,0.0,1637.06,17.68622,10620.765,2247.1406,82.892944,1036.985,75.79905
204,2021-07-09 12:00:00,256.66,264.9,7.0,1370.2,17.633385,11391.183,2258.0527,84.49692,1111.286,127.53162
205,2021-07-09 13:00:00,261.66,250.37,1280.07,1124.83,17.79092,11678.537,2269.8367,83.95024,1153.7203,123.53255
206,2021-07-09 14:00:00,222.54,203.63,5866.37,772.3,17.668453,11703.9375,2261.677,84.59016,925.6776,72.19077
207,2021-07-09 15:00:00,188.76,173.68,9009.06,478.67,17.483213,10944.151,2263.8752,82.589005,788.1936,0.0
208,2021-07-09 16:00:00,173.84,163.34,10338.98,349.19,17.578308,10556.913,2268.8567,82.27488,586.8837,0.0
209,2021-07-09 17:00:00,168.52,157.51,11064.76,333.74,17.2194,10467.027,2259.298,82.54706,659.48444,0.0
210,2021-07-09 18:00:00,183.08,161.16,11412.59,399.36,17.396885,11425.768,2265.9944,81.75619,916.7289,0.0
211,2021-07-09 19:00:00,187.6,166.67,11407.98,574.83,17.39667,12409.75,2261.0093,83.774185,1083.5359,2.21343
212,2021-07-09 20:00:00,196.25,174.96,11315.39,831.65,17.260302,13988.816,2264.7861,84.062935,1352.0498,0.0
213,2021-07-09 21:00:00,205.88,182.05,11083.59,1114.12,17.241194,15252.508,2258.4138,83.58454,1453.2278,2.02063
214,2021-07-09 22:00:00,209.31,187.79,10584.06,1536.59,16.90115,16699.18,2262.3628,83.834885,2050.1777,39.26321
215,2021-07-09 23:00:00,214.27,192.52,9815.95,1950.98,17.311258,17848.783,2251.6306,81.39585,2693.3838,58.23468
