,UTC time,carbon_intensity,carbon_from_src_forecasts,avg_solar_production_forecast,avg_wind_production_forecast,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_other_production_forecast
1246,2021-08-21 22:00:00,73.65,125.65,11641.94,2121.89,17.676538,8753.874,2236.7725,84.120316,1412.6533,31.30639
1247,2021-08-21 23:00:00,89.33,134.1,10634.27,2445.71,18.10652,9591.579,2226.7727,82.04297,1861.8466,13.41047
1248,2021-08-22 00:00:00,106.34,118.49,8329.48,2618.22,18.851917,7068.95,2233.0027,84.564285,2468.496,87.53057
1249,2021-08-22 01:00:00,139.77,167.75,3052.01,2793.47,18.932028,8858.686,2224.7285,83.64015,3110.2354,129.6097
1250,2021-08-22 02:00:00,202.26,203.97,203.16,2944.68,18.726625,10385.463,2246.143,81.80168,3602.9434,225.95143
1251,2021-08-22 03:00:00,209.31,215.17,0.02,2945.66,18.812449,11370.503,2240.0896,85.112526,3673.9902,331.52478
1252,2021-08-22 04:00:00,206.02,216.61,0.0,2920.57,18.834309,11086.268,2234.4697,82.577286,3425.9663,369.50358
1253,2021-08-22 05:00:00,213.52,218.0,0.0,2895.86,18.97066,10628.581,2258.6638,82.90579,2897.6736,319.06211
1254,2021-08-22 06:00:00,213.39,217.09,0.0,2715.85,18.848288,9836.389,2234.727,82.905334,2423.7173,198.00244
1255,2021-08-22 07:00:00,212.27,208.96,0.0,2642.32,18.795475,8519.219,2278.1265,82.729515,1958.4475,106.20055
1256,2021-08-22 08:00:00,205.06,200.62,0.0,2450.32,18.646885,7312.99,2247.6296,82.93306,1664.2439,27.51585
1257,2021-08-22 09:00:00,200.12,200.32,0.0,2236.82,18.760574,6749.4404,2242.14,83.89641,1385.8508,4.97158
1258,2021-08-22 10:00:00,200.16,203.41,0.0,2073.97,18.56472,6520.3467,2242.305,82.5799,1196.5623,21.78538
1259,2021-08-22 11:00:00,202.9,210.69,0.0,1838.79,18.473782,6730.359,2260.2622,81.476,1253.8672,81.23118
1260,2021-08-22 12:00:00,199.63,217.98,0.0,1571.28,18.479477,7080.7026,2260.9475,83.501595,1431.8687,126.97103
1261,2021-08-22 13:00:00,210.79,215.23,324.39,1276.5,18.718565,7247.709,2287.4163,82.2311,1643.7917,119.69711
1262,2021-08-22 14:00:00,180.36,163.54,4237.74,979.77,18.536264,7006.3516,2277.0627,83.169304,1731.5507,75.64352
1263,2021-08-22 15:00:00,110.16,115.06,8856.38,749.08,18.403408,5945.8965,2264.268,80.94076,1624.8503,2.98882
1264,2021-08-22 16:00:00,91.76,91.32,10916.55,600.59,18.473242,4801.726,2276.57,79.53813,1269.9182,0.0
1265,2021-08-22 17:00:00,85.97,79.75,11920.71,518.53,18.120173,4186.252,2285.204,80.42048,994.73517,0.0
1266,2021-08-22 18:00:00,82.12,76.56,12374.09,528.94,18.347754,4082.1494,2284.1116,81.128815,971.55585,0.0
1267,2021-08-22 19:00:00,90.16,79.53,12461.6,553.83,18.27414,4320.366,2264.295,81.66099,992.3097,0.0
1268,2021-08-22 20:00:00,86.61,83.7,12460.96,638.57,18.106544,4690.566,2299.809,82.52273,1108.0789,0.0
1269,2021-08-22 21:00:00,87.72,92.66,12294.86,789.41,18.10511,5386.578,2297.163,81.52725,1156.6287,1.67163
1270,2021-08-22 22:00:00,95.84,100.93,11740.23,1052.04,17.816837,5998.727,2285.5005,80.805046,1426.9508,32.26987
1271,2021-08-22 23:00:00,111.73,111.67,10664.72,1418.96,18.19449,6731.4077,2285.7485,79.5871,1761.149,58.66186
1272,2021-08-23 00:00:00,124.29,132.8,8267.57,1673.7,20.291311,7490.762,2233.2263,84.95757,1642.9303,50.0611
1273,2021-08-23 01:00:00,171.53,183.37,2949.41,2015.93,20.379242,8814.735,2225.7146,83.97101,2195.387,116.79692
1274,2021-08-23 02:00:00,229.19,217.5,182.88,2425.73,20.078888,10010.554,2246.5276,82.11857,2593.4995,187.79018
1275,2021-08-23 03:00:00,241.15,225.39,0.04,2491.72,20.211317,10932.377,2240.5872,85.433014,2745.3723,223.83866
1276,2021-08-23 04:00:00,243.67,226.11,0.0,2503.23,20.186117,10812.734,2234.852,82.86363,2581.6367,210.77897
1277,2021-08-23 05:00:00,236.21,227.29,0.0,2478.37,20.313679,10431.048,2258.6348,83.191,2162.2888,155.06965
1278,2021-08-23 06:00:00,228.29,226.4,0.0,2308.6,20.16479,9641.221,2235.0083,83.16988,1799.8441,74.41935
1279,2021-08-23 07:00:00,226.17,217.63,0.0,2280.42,20.08574,8286.542,2278.0735,82.99526,1417.6033,32.09841
1280,2021-08-23 08:00:00,222.07,208.85,0.0,2094.95,19.946638,6956.6265,2247.9387,83.18844,1162.9681,3.99905
1281,2021-08-23 09:00:00,218.67,206.05,0.0,1919.03,20.064339,6221.554,2242.6936,84.174484,938.9155,8.2703
1282,2021-08-23 10:00:00,215.54,207.98,0.0,1807.95,19.860636,5952.637,2242.5176,82.844986,772.38196,30.54397
1283,2021-08-23 11:00:00,217.63,208.82,0.0,1675.48,19.736298,5935.7305,2260.3206,81.72074,878.6584,59.20699
1284,2021-08-23 12:00:00,216.75,215.99,0.0,1526.63,19.73027,6438.012,2260.8884,83.77897,1055.8143,77.90407
1285,2021-08-23 13:00:00,218.87,213.33,322.49,1369.22,20.041933,6700.2197,2287.679,82.49504,1191.3231,73.39774
1286,2021-08-23 14:00:00,198.77,165.18,4104.3,1136.01,19.815765,6793.113,2277.2317,83.46415,1223.517,50.08082
1287,2021-08-23 15:00:00,128.65,123.17,8781.23,877.31,19.665125,6300.8687,2264.7676,81.21579,1057.0713,17.77041
1288,2021-08-23 16:00:00,114.62,104.31,10914.21,730.32,19.718836,5584.3335,2276.5496,79.800476,657.2444,0.0
1289,2021-08-23 17:00:00,117.34,95.34,11964.82,700.91,19.375505,5174.557,2284.8948,80.67608,353.71863,0.0
1290,2021-08-23 18:00:00,111.08,94.01,12426.63,806.23,19.654068,5259.312,2283.7224,81.39142,333.26804,0.0
1291,2021-08-23 19:00:00,105.53,98.12,12524.89,862.1,19.578274,5625.762,2263.7188,81.941895,362.83383,7.5459
1292,2021-08-23 20:00:00,104.15,104.99,12502.24,1067.33,19.353764,6288.634,2299.1653,82.810646,394.68387,7.03442
1293,2021-08-23 21:00:00,99.49,113.38,12317.83,1287.24,19.36359,7070.7905,2296.794,81.792854,519.43884,23.57875
1294,2021-08-23 22:00:00,108.64,120.12,11762.29,1549.28,19.066935,7665.88,2285.127,81.03114,693.65906,12.75323
1295,2021-08-23 23:00:00,124.08,127.76,10666.65,1872.42,19.461979,8214.448,2284.9749,79.82538,1062.661,12.02507
1296,2021-08-24 00:00:00,143.65,149.33,8061.39,2042.13,16.811312,9852.243,2223.4038,86.39483,2655.271,72.03549
1297,2021-08-24 01:00:00,187.56,195.31,2940.62,2241.1,16.944124,10995.672,2218.2427,85.53089,3007.8123,222.0779
1298,2021-08-24 02:00:00,237.13,228.67,181.91,2447.15,16.844734,11774.4,2232.201,84.09905,3078.5361,368.53735
1299,2021-08-24 03:00:00,239.95,239.37,0.04,2405.22,16.943655,12261.04,2224.5225,86.28018,2761.5046,430.46269
1300,2021-08-24 04:00:00,234.11,241.24,0.0,2353.31,17.03209,11768.604,2223.6143,86.14365,2324.3708,379.1358
1301,2021-08-24 05:00:00,236.07,240.38,0.0,2336.89,17.224264,11239.724,2226.9006,85.01543,1950.4332,256.69364
1302,2021-08-24 06:00:00,236.11,235.4,0.0,2306.6,17.066689,10524.872,2211.284,85.00547,1734.2815,93.14661
1303,2021-08-24 07:00:00,233.99,227.4,0.0,2255.1,17.167162,9237.254,2220.9602,84.54843,1469.47,30.41373
1304,2021-08-24 08:00:00,237.86,218.38,0.0,2207.77,17.010197,8034.224,2226.4526,83.75077,1258.054,0.0
1305,2021-08-24 09:00:00,226.71,213.91,0.0,2125.88,17.086252,7302.224,2214.012,84.921684,1128.1036,11.62725
1306,2021-08-24 10:00:00,222.05,213.94,0.0,1990.3,16.92784,7137.17,2219.2778,83.92982,1199.3448,49.80379
1307,2021-08-24 11:00:00,225.66,218.35,0.0,1812.34,16.868475,7441.666,2219.9473,83.533455,1410.3278,98.34874
1308,2021-08-24 12:00:00,226.08,225.63,0.0,1595.21,17.006956,8078.6323,2227.6223,84.44727,1651.4718,127.32104
1309,2021-08-24 13:00:00,233.65,226.59,306.2,1377.48,17.142355,8467.94,2245.5159,84.36521,1711.698,113.36179
1310,2021-08-24 14:00:00,224.98,183.72,3999.41,1132.63,16.983803,8459.648,2235.3364,85.109024,1508.4539,66.63535
1311,2021-08-24 15:00:00,155.34,137.33,8721.99,893.91,16.972382,7529.2393,2237.0588,83.52819,1148.1097,1.27372
1312,2021-08-24 16:00:00,120.72,117.1,10836.51,772.79,17.064093,6657.873,2237.9968,82.52004,829.5261,0.0
1313,2021-08-24 17:00:00,117.59,107.34,11888.07,738.57,16.620167,6238.424,2234.7913,82.84208,734.92944,0.0
1314,2021-08-24 18:00:00,116.9,101.84,12349.15,840.33,16.794207,6035.198,2238.9316,82.33131,818.1952,0.0
1315,2021-08-24 19:00:00,114.15,103.65,12472.03,985.06,16.589367,6319.801,2223.8022,84.52268,913.452,0.61969
1316,2021-08-24 20:00:00,115.09,107.81,12433.96,1198.94,16.534512,6801.7896,2237.3682,84.89166,1021.4778,3.49045
1317,2021-08-24 21:00:00,121.49,116.76,12212.38,1425.25,16.54383,7640.5103,2235.2957,84.15449,1120.1818,30.85206
1318,2021-08-24 22:00:00,132.0,123.47,11592.06,1672.15,16.310493,8404.31,2234.341,83.835945,1558.2126,0.0
1319,2021-08-24 23:00:00,144.99,132.49,10476.62,1879.13,16.599262,9144.723,2224.2717,81.74896,2061.606,0.0
1320,2021-08-25 00:00:00,162.53,168.76,7844.43,1953.34,18.662342,12136.266,2222.0366,86.259155,2729.0398,37.61991
1321,2021-08-25 01:00:00,199.37,212.97,2767.99,2015.64,18.742579,13347.033,2216.8916,85.398964,3248.6936,166.31477
1322,2021-08-25 02:00:00,242.39,241.88,155.29,2113.32,18.529541,14060.71,2230.8193,83.98422,3477.985,314.38717
1323,2021-08-25 03:00:00,246.81,247.0,0.03,2159.26,18.62416,14402.518,2223.1628,86.15616,3411.8237,397.3562
1324,2021-08-25 04:00:00,249.57,247.67,0.0,2217.79,18.636005,13679.45,2222.3306,86.0381,2900.8086,371.46775
1325,2021-08-25 05:00:00,245.86,247.87,0.0,2229.78,18.77132,12984.968,2225.602,84.92014,2380.2502,260.96225
1326,2021-08-25 06:00:00,252.67,245.53,0.0,2226.8,18.647955,12132.682,2209.9668,84.912,1948.3969,104.46678
1327,2021-08-25 07:00:00,254.46,239.69,0.0,2155.29,18.594624,10665.271,2219.6245,84.44851,1570.5128,34.20086
1328,2021-08-25 08:00:00,252.22,234.17,0.0,2065.9,18.451653,9302.837,2225.0842,83.67543,1208.1016,0.0
1329,2021-08-25 09:00:00,246.56,229.29,0.0,2066.29,18.559933,8468.993,2212.7698,84.834724,1026.6556,0.0
1330,2021-08-25 10:00:00,245.2,229.85,0.0,2103.04,18.370068,8245.875,2217.9238,83.850716,863.2806,33.08217
1331,2021-08-25 11:00:00,235.46,232.17,0.0,2031.28,18.27722,8558.598,2218.6248,83.44876,1059.4324,84.20691
1332,2021-08-25 12:00:00,234.93,239.08,0.0,1848.24,18.283936,9178.457,2226.2568,84.357994,1220.9137,121.55572
1333,2021-08-25 13:00:00,241.06,237.97,283.6,1608.46,18.531464,9503.173,2244.147,84.28834,1398.5415,114.6041
1334,2021-08-25 14:00:00,221.06,196.99,3804.78,1288.65,18.349487,9385.952,2234.083,85.03714,1193.6423,70.39916
1335,2021-08-25 15:00:00,161.09,148.08,8367.02,1047.72,18.222555,8269.777,2235.7297,83.44951,977.2446,4.63873
1336,2021-08-25 16:00:00,133.42,128.23,10381.22,863.8,18.28753,7359.334,2236.6707,82.453735,662.84393,0.0
1337,2021-08-25 17:00:00,127.9,118.92,11421.9,766.87,17.95357,6959.1562,2233.5603,82.777824,567.3257,0.0
1338,2021-08-25 18:00:00,121.19,114.22,11862.99,890.25,18.178654,6859.8013,2237.593,82.26497,684.0589,0.0
1339,2021-08-25 19:00:00,120.81,116.51,12002.91,1074.61,18.107586,7249.2573,2222.521,84.45198,782.6726,0.0
1340,2021-08-25 20:00:00,128.02,121.96,11960.44,1301.14,17.940163,7900.169,2236.0745,84.82975,871.06696,2.84714
1341,2021-08-25 21:00:00,143.65,131.67,11720.85,1566.94,17.935255,8869.311,2234.048,84.081024,906.7568,33.60842
1342,2021-08-25 22:00:00,160.31,139.9,11068.11,1815.66,17.662855,9833.876,2233.1052,83.781364,1307.6843,4.34387
1343,2021-08-25 23:00:00,168.42,148.78,9997.49,2070.99,18.035488,10727.556,2223.0364,81.700966,1874.4596,0.0
1344,2021-08-26 00:00:00,168.99,187.41,7516.08,2339.21,17.993183,15059.645,2225.3777,86.35944,2747.6294,0.0
1345,2021-08-26 01:00:00,206.46,225.17,2619.5,2566.69,18.138395,16344.981,2220.1091,85.474144,3219.7305,0.94195
1346,2021-08-26 02:00:00,242.98,246.71,141.29,2848.44,17.935095,16968.334,2234.021,84.05498,3451.103,78.18723
1347,2021-08-26 03:00:00,239.59,249.64,0.02,2957.62,18.095701,17103.898,2226.2798,86.22773,3349.5603,150.82833
1348,2021-08-26 04:00:00,234.72,249.16,0.0,3048.02,18.126272,16142.951,2225.3813,86.090065,2867.9758,168.68404
1349,2021-08-26 05:00:00,233.31,248.19,0.0,3126.5,18.311756,15221.05,2228.6853,84.9852,2346.436,105.55128
1350,2021-08-26 06:00:00,234.14,246.05,0.0,3098.66,18.12183,14110.326,2212.9438,84.95408,1928.2495,28.54063
1351,2021-08-26 07:00:00,237.26,237.89,0.0,3189.42,18.20443,12384.166,2222.674,84.50695,1565.2828,0.0
1352,2021-08-26 08:00:00,230.73,232.47,0.0,3015.25,18.063768,10748.336,2227.9524,83.722046,1218.872,0.0
1353,2021-08-26 09:00:00,216.97,230.26,0.0,2796.76,18.135023,9786.015,2215.6748,84.88602,1033.1417,0.0
1354,2021-08-26 10:00:00,212.2,232.38,0.0,2631.51,17.977945,9449.078,2220.7175,83.89871,859.3058,8.18514
1355,2021-08-26 11:00:00,209.83,233.79,0.0,2539.01,17.882536,9590.3545,2221.4678,83.484764,995.0912,45.54046
1356,2021-08-26 12:00:00,219.66,240.11,0.0,2377.53,18.019165,10206.449,2229.0498,84.41949,1121.4481,78.41305
1357,2021-08-26 13:00:00,225.48,238.05,273.24,2135.6,18.235435,10403.619,2246.9392,84.338425,1324.4951,80.73626
1358,2021-08-26 14:00:00,205.97,198.87,3845.01,1770.97,18.031624,10232.984,2236.8103,85.105545,1185.925,49.26339
1359,2021-08-26 15:00:00,150.18,152.38,8546.94,1334.16,18.01679,9056.605,2238.333,83.501236,1053.8795,10.12717
1360,2021-08-26 16:00:00,139.11,133.81,10695.41,1049.81,18.086908,8198.236,2239.327,82.50391,739.10736,0.0
1361,2021-08-26 17:00:00,131.96,125.95,11719.33,815.13,17.669592,7815.9785,2236.2258,82.82202,647.3288,0.0
1362,2021-08-26 18:00:00,137.42,124.37,12198.33,867.79,17.891857,7991.222,2240.1765,82.31904,753.51135,0.0
1363,2021-08-26 19:00:00,140.86,128.92,12340.41,895.55,17.678198,8554.631,2225.055,84.50524,858.11365,15.57246
1364,2021-08-26 20:00:00,150.44,136.13,12331.42,1083.04,17.570236,9503.998,2238.6885,84.887436,972.85315,15.41697
1365,2021-08-26 21:00:00,162.54,145.87,12095.05,1408.43,17.588379,10688.258,2236.6404,84.12736,1008.9005,34.8763
1366,2021-08-26 22:00:00,167.06,154.58,11480.25,1793.6,17.36878,11942.361,2235.6294,83.80481,1434.0922,35.59653
1367,2021-08-26 23:00:00,171.56,162.88,10378.03,2208.34,17.663948,13018.166,2225.5552,81.7291,1965.6611,14.27794
1368,2021-08-27 00:00:00,183.73,194.64,7767.18,2477.59,17.15409,17281.305,2232.1768,86.76501,3249.1465,6.73437
1369,2021-08-27 01:00:00,213.97,230.7,2667.06,2679.02,17.274849,18234.24,2226.7734,85.82389,3649.503,72.32002
1370,2021-08-27 02:00:00,249.4,252.3,132.32,2853.56,17.138092,18428.316,2240.6072,84.38733,3669.3223,166.81633
1371,2021-08-27 03:00:00,241.68,255.29,0.02,2876.17,17.245281,18175.252,2232.7693,86.563446,3420.4817,221.89136
1372,2021-08-27 04:00:00,236.89,255.93,0.0,2872.5,17.305199,16911.496,2231.7932,86.39473,2778.5066,208.54185
1373,2021-08-27 05:00:00,240.77,254.28,0.0,2838.83,17.48263,15593.175,2235.0967,85.281,2270.1917,128.75652
1374,2021-08-27 06:00:00,231.0,251.62,0.0,2707.81,17.331234,14246.047,2219.1616,85.21792,1906.2734,34.06464
1375,2021-08-27 07:00:00,238.96,246.52,0.0,2528.33,17.393625,12429.265,2228.7786,84.79044,1559.3901,0.0
1376,2021-08-27 08:00:00,245.31,242.99,0.0,2300.35,17.245062,10730.862,2234.066,83.96313,1167.7671,0.0
1377,2021-08-27 09:00:00,236.89,238.52,0.0,2166.45,17.324442,9586.572,2221.723,85.153725,993.6724,0.0
1378,2021-08-27 10:00:00,237.55,240.4,0.0,2001.65,17.16321,9159.589,2226.792,84.14849,835.09644,21.7407
1379,2021-08-27 11:00:00,244.73,241.56,0.0,1817.21,17.092892,9201.962,2227.3318,83.72391,1013.4203,51.70898
1380,2021-08-27 12:00:00,247.48,249.59,0.0,1520.51,17.200428,9758.0,2234.909,84.69569,1139.1395,75.88193
1381,2021-08-27 13:00:00,245.74,248.86,273.47,1290.88,17.372553,10050.023,2252.8506,84.59531,1263.4695,75.80851
1382,2021-08-27 14:00:00,233.33,207.77,3871.45,993.65,17.206854,10051.131,2242.5117,85.39043,957.274,50.71483
1383,2021-08-27 15:00:00,169.0,161.01,8671.39,646.54,17.172165,9306.646,2244.0469,83.76952,756.96405,18.42134
1384,2021-08-27 16:00:00,147.52,145.5,10746.36,453.08,17.252798,8891.184,2245.124,82.75868,494.6378,0.0
1385,2021-08-27 17:00:00,149.59,138.73,11805.69,388.65,16.851315,8842.939,2241.7888,83.06206,541.72107,0.0
1386,2021-08-27 18:00:00,149.1,139.72,12260.24,418.09,17.03756,9390.208,2245.9072,82.56701,785.92847,0.0
1387,2021-08-27 19:00:00,156.3,145.38,12332.93,485.33,16.866524,10172.636,2230.5781,84.77579,932.12646,13.37473
1388,2021-08-27 20:00:00,157.59,154.85,12282.87,651.14,16.782661,11544.083,2244.2202,85.155075,1109.2482,16.20575
1389,2021-08-27 21:00:00,164.11,164.01,12040.5,887.1,16.786188,12790.117,2241.9758,84.38077,1162.0837,32.8977
1390,2021-08-27 22:00:00,166.75,171.04,11411.32,1231.54,16.556429,14094.724,2240.9539,84.005486,1717.5486,13.79221
1391,2021-08-27 23:00:00,177.49,177.66,10278.45,1617.25,16.86168,15127.681,2230.9575,81.9292,2412.4783,0.0
1392,2021-08-28 00:00:00,190.85,195.94,7666.39,1845.79,19.691847,17450.828,2226.7754,86.47553,3984.165,37.18897
1393,2021-08-28 01:00:00,233.97,232.5,2625.69,2049.15,19.697618,18362.67,2221.4998,85.5509,4281.543,142.37315
1394,2021-08-28 02:00:00,276.67,251.06,125.66,2334.43,19.40058,18430.697,2235.3213,84.143974,4465.718,262.12674
1395,2021-08-28 03:00:00,273.36,255.24,0.03,2283.31,19.461475,18011.264,2227.4746,86.30408,4079.553,321.43356
1396,2021-08-28 04:00:00,266.69,256.28,0.0,2206.8,19.388609,16583.088,2226.5688,86.17894,3374.3423,290.24605
1397,2021-08-28 05:00:00,262.48,254.56,0.0,2141.47,19.46751,15061.814,2229.8125,85.07437,2787.5286,189.81473
1398,2021-08-28 06:00:00,260.67,254.32,0.0,1982.32,19.341146,13677.095,2213.9514,85.02553,2191.4756,61.5576
1399,2021-08-28 07:00:00,268.47,250.23,0.0,1747.0,19.124765,11907.73,2223.5745,84.57748,1836.1804,12.2788
1400,2021-08-28 08:00:00,264.1,249.78,0.0,1497.89,18.963335,10234.757,2228.9004,83.792336,1290.2749,0.0
1401,2021-08-28 09:00:00,268.48,248.76,0.0,1236.59,19.059095,9102.348,2216.546,84.96276,1078.2045,1.81354
1402,2021-08-28 10:00:00,263.11,252.45,0.0,985.81,18.821278,8708.758,2221.4968,83.97267,980.7785,34.52596
1403,2021-08-28 11:00:00,258.9,256.0,0.0,818.69,18.70769,8843.712,2222.1567,83.54301,1076.0455,74.52261
1404,2021-08-28 12:00:00,261.14,263.72,0.0,707.02,18.582561,9458.2705,2229.7114,84.49475,1075.4496,101.63756
1405,2021-08-28 13:00:00,266.5,265.13,262.7,577.55,18.860954,9932.291,2247.5903,84.42156,1031.4644,94.42291
1406,2021-08-28 14:00:00,231.39,218.48,3806.81,450.57,18.690557,10017.07,2237.4883,85.22009,665.2371,57.3367
1407,2021-08-28 15:00:00,173.12,166.48,8538.53,297.5,18.48533,9263.112,2238.849,83.59337,453.3618,7.11353
1408,2021-08-28 16:00:00,146.03,149.23,10553.82,256.66,18.553883,8848.304,2239.895,82.60604,258.3533,0.0
1409,2021-08-28 17:00:00,136.83,141.17,11598.79,291.82,18.338575,8820.924,2236.8118,82.91064,406.11032,0.0
1410,2021-08-28 18:00:00,142.24,141.92,12067.58,331.28,18.597198,9428.006,2240.6494,82.40759,746.96185,0.0
1411,2021-08-28 19:00:00,155.35,146.98,12121.68,401.98,18.668936,10285.467,2225.49,84.61388,1103.09,6.36023
1412,2021-08-28 20:00:00,158.59,154.97,11999.65,538.52,18.453035,11470.342,2239.0613,85.00556,1375.6482,9.81806
1413,2021-08-28 21:00:00,163.77,163.34,11717.35,656.73,18.441393,12598.059,2236.9546,84.21983,1600.8129,31.95962
1414,2021-08-28 22:00:00,169.98,170.03,11060.93,853.9,18.208519,13766.227,2236.04,83.88217,2237.6736,7.62907
1415,2021-08-28 23:00:00,183.39,177.26,9936.07,1068.45,18.615822,14827.368,2225.8704,81.81389,3058.9258,0.0
1416,2021-08-29 00:00:00,203.93,201.64,7483.9,1154.12,19.748579,16501.793,2227.4126,84.67673,3380.3713,176.30414
1417,2021-08-29 01:00:00,248.38,243.66,2539.39,1271.16,19.761,17668.607,2225.536,83.65139,3748.9565,387.04387
1418,2021-08-29 02:00:00,286.63,266.04,120.62,1529.03,19.495943,18121.924,2241.5193,81.84013,3851.0498,500.92788
1419,2021-08-29 03:00:00,280.6,269.41,0.02,1650.97,19.541653,18196.506,2236.4758,85.13501,3518.9153,470.74802
1420,2021-08-29 04:00:00,276.44,269.21,0.0,1702.48,19.502693,17025.684,2230.2456,82.57793,2900.3994,335.56608
1421,2021-08-29 05:00:00,282.08,267.28,0.0,1723.86,19.585657,15732.509,2251.0342,82.96643,2371.6355,191.9559
1422,2021-08-29 06:00:00,282.08,263.1,0.0,1678.35,19.488916,14245.857,2229.9436,82.88742,1987.8307,22.14312
1423,2021-08-29 07:00:00,268.58,260.94,0.0,1343.05,19.28671,12326.837,2269.3755,82.74881,1622.8047,0.0
1424,2021-08-29 08:00:00,262.96,258.38,0.0,1212.44,19.130249,10505.626,2242.607,82.95619,1167.9519,0.0
1425,2021-08-29 09:00:00,268.83,255.58,0.0,1142.72,19.25229,9430.843,2239.736,83.92013,961.0757,27.35917
1426,2021-08-29 10:00:00,273.74,256.12,0.0,1081.86,19.017988,8906.083,2236.4692,82.59873,842.60016,92.50955
1427,2021-08-29 11:00:00,273.76,254.82,0.0,1015.37,18.913683,8790.843,2253.0398,81.43214,953.5604,129.61024
1428,2021-08-29 12:00:00,270.57,258.92,0.0,902.18,18.790955,9226.137,2252.4302,83.54732,1025.8549,113.45342
1429,2021-08-29 13:00:00,268.48,255.43,247.15,809.14,19.06971,9413.786,2281.3167,82.26464,1064.5492,74.61348
1430,2021-08-29 14:00:00,246.61,210.54,3713.85,643.89,18.899652,9514.425,2271.4888,83.29991,770.50055,38.84598
1431,2021-08-29 15:00:00,198.44,163.21,8387.83,461.06,18.675892,9043.9795,2260.0544,80.98265,555.79004,6.77675
1432,2021-08-29 16:00:00,166.0,148.74,10358.24,385.62,18.742119,8817.142,2268.5952,79.60789,334.0178,5.54779
1433,2021-08-29 17:00:00,166.0,140.61,11372.66,403.36,18.496912,8718.415,2275.704,80.45885,404.26056,0.0
1434,2021-08-29 18:00:00,165.73,140.94,11830.36,436.7,18.7469,9213.904,2272.8608,81.20304,669.80347,0.0
1435,2021-08-29 19:00:00,166.66,146.51,11863.93,526.99,18.813303,10021.177,2252.3677,81.73826,897.75977,10.32964
1436,2021-08-29 20:00:00,169.23,156.0,11748.5,663.71,18.588638,11381.594,2285.9563,82.63801,1125.3528,2.37517
1437,2021-08-29 21:00:00,178.17,165.73,11438.19,837.58,18.572996,12638.804,2285.9504,81.56715,1231.7604,12.14107
1438,2021-08-29 22:00:00,183.12,173.29,10714.94,1118.51,18.287024,13872.673,2275.1807,80.78646,1808.967,0.0
1439,2021-08-29 23:00:00,191.8,180.88,9579.3,1456.83,18.717348,14993.694,2271.7356,79.60327,2532.2747,2.28146
1440,2021-08-30 00:00:00,195.95,206.32,7169.8,1720.47,18.22819,17244.598,2230.5981,84.44016,2961.5276,151.57769
1441,2021-08-30 01:00:00,237.9,245.82,2435.91,1989.72,18.329098,18459.402,2228.8022,83.43185,3198.9272,324.87956
1442,2021-08-30 02:00:00,273.49,265.64,110.45,2373.53,18.12984,18959.21,2244.4143,81.66133,3303.5818,434.85654
1443,2021-08-30 03:00:00,262.86,268.24,0.02,2593.95,18.2421,19037.697,2239.423,84.92806,2953.3806,426.58469
1444,2021-08-30 04:00:00,247.51,266.38,0.0,2772.64,18.264349,17886.838,2233.342,82.42425,2396.4822,317.26999
1445,2021-08-30 05:00:00,254.63,263.39,0.0,2928.78,18.41728,16683.512,2253.8489,82.822395,1868.2692,184.34684
1446,2021-08-30 06:00:00,255.63,258.65,0.0,2837.37,18.274899,15166.419,2232.8657,82.74533,1576.8181,28.81936
1447,2021-08-30 07:00:00,243.86,248.73,0.0,3051.68,18.269987,13276.788,2271.3792,82.59974,1239.7418,0.0
1448,2021-08-30 08:00:00,243.29,243.11,0.0,2992.64,18.127552,11499.684,2245.3608,82.85161,858.389,0.0
1449,2021-08-30 09:00:00,237.17,239.05,0.0,2887.41,18.222097,10466.394,2242.7363,83.79046,739.79095,27.33095
1450,2021-08-30 10:00:00,246.0,237.82,0.0,2798.76,18.045134,10012.459,2239.4617,82.48612,740.01215,81.14236
1451,2021-08-30 11:00:00,252.22,238.02,0.0,2700.3,17.955275,9948.397,2255.5076,81.32149,825.7274,118.82817
1452,2021-08-30 12:00:00,244.88,245.53,0.0,2489.13,18.00686,10501.99,2254.8381,83.41704,826.0974,114.68543
1453,2021-08-30 13:00:00,235.25,245.98,219.3,2241.81,18.236368,10628.43,2283.7825,82.16693,814.64087,81.49029
1454,2021-08-30 14:00:00,230.91,212.38,3364.01,1939.28,18.052645,10679.499,2274.05,83.19893,538.26636,39.36805
1455,2021-08-30 15:00:00,185.28,173.15,7734.49,1384.44,17.966236,10178.678,2262.7495,80.88155,359.77142,0.0
1456,2021-08-30 16:00:00,185.28,160.62,9591.64,1076.63,18.034111,9925.726,2271.3184,79.53062,187.96434,0.0
1457,2021-08-30 17:00:00,166.85,154.4,10541.98,861.52,17.674429,9787.018,2278.0608,80.39146,184.56119,0.0
1458,2021-08-30 18:00:00,165.83,154.14,11042.41,892.92,17.891798,10249.455,2275.4314,81.11979,345.72113,0.0
1459,2021-08-30 19:00:00,166.6,158.87,11066.4,959.04,17.77398,11002.732,2254.9111,81.65069,565.28937,10.93273
1460,2021-08-30 20:00:00,164.74,167.14,11005.99,1199.93,17.633469,12406.732,2287.91,82.561424,746.5188,0.67204
