UTC time,carbon_intensity,avg_solar_production_forecast,avg_wind_production_forecast,avg_coal_production_forecast,avg_hydro_production_forecast,avg_biomass_production_forecast,avg_nat_gas_production_forecast,avg_unknown_production_forecast,avg_nuclear_production_forecast,avg_geothermal_production_forecast,avg_oil_production_forecast
2021-07-03 08:00:00+00:00,236.36,88425,9958,70982.445,9427.189,20693.562,26551.736,1499.4717,26775.61,67.657104,1653.7666
2021-07-03 09:00:00+00:00,220.55,107242,10113,68312.85,9334.397,20643.607,25286.83,1490.218,26659.146,65.853035,1666.753
2021-07-03 10:00:00+00:00,211.67,118640,9929,64566.71,9329.205,20651.234,24475.785,1495.5497,26668.34,64.560684,1651.42
2021-07-03 11:00:00+00:00,203.1,123400,9295,60658.074,9101.91,20613.338,23367.586,1493.9109,26662.955,62.44359,1658.376
2021-07-03 12:00:00+00:00,200.05,121175,8560,58275.78,9121.42,20497.4,22741.252,1506.0135,26528.68,61.74682,1652.3994
2021-07-03 13:00:00+00:00,210.76,112851,8028,57693.688,9171.138,20619.744,22817.371,1488.6974,26468.588,61.3893,1654.0061
2021-07-03 14:00:00+00:00,227.13,99059,7549,58303.562,9246.945,20569.521,22702.268,1502.3066,26516.701,60.789173,1673.5908
2021-07-03 15:00:00+00:00,252.52,79767,7301,60759.402,9289.489,20735.752,24013.635,1517.3416,26642.602,60.472603,1661.362
2021-07-03 16:00:00+00:00,288.62,56080,7074,64436.9,9488.57,20702.041,24910.227,1507.5553,26619.816,61.972,1669.2235
2021-07-03 17:00:00+00:00,328.89,32089,6847,68137.875,9626.619,20718.264,25550.303,1491.4962,26562.902,62.85372,1648.0967
2021-07-03 18:00:00+00:00,366.6,13717,6446,70229.58,9515.548,20676.12,26167.127,1481.0627,26659.953,64.231445,1632.1233
2021-07-03 19:00:00+00:00,389.69,3978,6357,71625.3,9400.423,20637.031,25552.943,1488.1941,26636.488,66.64224,1630.3542
2021-07-03 20:00:00+00:00,397.37,255,7175,69934.15,9484.939,20666.494,25233.605,1478.1335,26573.465,69.35364,1638.4692
2021-07-03 21:00:00+00:00,393.75,0,7825,66964.44,9454.1,20670.818,23093.693,1480.4426,26563.445,70.809975,1646.7183
2021-07-03 22:00:00+00:00,387.21,0,7579,62056.535,9206.584,20647.658,21358.205,1496.0687,26418.943,71.8973,1643.0393
2021-07-03 23:00:00+00:00,380.69,0,7308,57893.996,9109.955,20515.723,19816.373,1496.5736,26404.482,73.42546,1643.7325
2021-07-04 00:00:00+00:00,344.28,0,7701,62611.312,9088.989,21082.79,16733.344,1479.4283,26127.137,65.7237,1646.9674
2021-07-04 01:00:00+00:00,374.56,0,7997,62070.938,9058.732,21061.54,16078.416,1472.3165,26108.271,68.11238,1626.2574
2021-07-04 02:00:00+00:00,377.02,0,7905,61243.504,8997.74,21081.32,16189.526,1478.9185,25848.414,68.45124,1635.2372
2021-07-04 03:00:00+00:00,379.78,57,7636,59646.37,9031.332,21059.486,16880.727,1464.2151,26131.518,69.61281,1652.9116
2021-07-04 04:00:00+00:00,376.81,2418,7248,61234.11,9060.593,21081.271,18169.238,1470.2028,26146.61,68.4167,1660.5513
2021-07-04 05:00:00+00:00,360.32,10975,6347,62858.09,9030.667,21056.434,19869.637,1442.4176,25971.139,68.55569,1660.9674
2021-07-04 06:00:00+00:00,327.36,27387,4900,62863.207,9056.729,21038.295,21509.164,1466.095,26046.21,67.04235,1655.0929
2021-07-04 07:00:00+00:00,287.9,48994,3581,63389.086,9116.649,21039.766,22572.947,1438.887,25954.596,62.28661,1666.215
2021-07-04 08:00:00+00:00,255.02,71085,3090,62781.28,9068.47,21033.535,22830.762,1453.5443,25916.305,60.67843,1673.8434
2021-07-04 09:00:00+00:00,234.65,86463,3240,62843.688,9035.705,21017.357,22486.26,1444.6129,25814.896,59.420116,1686.5398
2021-07-04 10:00:00+00:00,224.09,93668,3540,62575.867,8996.273,20997.32,21528.088,1457.6295,25984.182,55.47406,1670.1672
2021-07-04 11:00:00+00:00,222.76,94600,3865,61669.242,8908.728,20967.225,21137.514,1465.5842,25986.88,53.5555,1674.2603
2021-07-04 12:00:00+00:00,216.71,90897,4379,61514.027,8997.346,20880.068,20717.92,1469.6597,25937.648,55.273857,1667.1359
2021-07-04 13:00:00+00:00,216.79,83395,5087,63867.062,9019.957,20967.895,21012.514,1447.64,26036.82,53.217506,1666.4585
2021-07-04 14:00:00+00:00,224.74,71203,5628,64592.953,9094.928,20940.828,21413.74,1458.4705,26149.62,52.28,1684.3322
2021-07-04 15:00:00+00:00,248,55710,6552,68413.69,9184.3125,21074.357,23305.621,1472.7754,26405.83,53.61622,1668.5332
2021-07-04 16:00:00+00:00,290.92,38321,7787,73195.266,9232.441,21057.691,25339.082,1464.7847,26344.885,53.862617,1677.7974
2021-07-04 17:00:00+00:00,328.15,21591,9357,75062.46,9341.2295,21070.385,26691.139,1453.1649,26407.53,54.660294,1650.3378
2021-07-04 18:00:00+00:00,347.65,9519,11042,76215.47,9332.642,21011.895,28355.172,1449.2415,26532.36,56.2284,1628.1279
2021-07-04 19:00:00+00:00,368.53,2909,13235,76432.805,9255.277,20987.373,28926.441,1467.9009,26435.586,58.09519,1631.7891
2021-07-04 20:00:00+00:00,368.77,209,16898,72807.24,9391.95,20999.215,28432.56,1472.6134,26452.254,60.830902,1640.0238
2021-07-04 21:00:00+00:00,361.97,0,20148,71139.18,9373.366,20976.977,27492.373,1458.7305,26403.799,63.568653,1645.2511
2021-07-04 22:00:00+00:00,349.9,0,22894,67308.62,9249.783,20955.482,26091.516,1479.6572,26245.627,64.39467,1638.511
2021-07-04 23:00:00+00:00,339.56,0,26471,67281.07,9139.43,20847.152,25350.027,1485.7764,26163.658,65.77869,1641.3585
2021-07-05 00:00:00+00:00,320.32,0,26736,64914.566,8898.447,21264.41,14964.019,1466.2971,26139.973,70.8767,1645.0254
2021-07-05 01:00:00+00:00,336.39,0,26291,64809.24,8877.632,21240.352,14389.689,1458.5261,26120.58,72.002106,1624.4115
2021-07-05 02:00:00+00:00,336,0,25080,64403.58,8831.976,21259.588,14488.876,1465.1804,25861.666,72.6667,1633.2539
2021-07-05 03:00:00+00:00,338.12,41,24340,63446.23,8877.653,21236.555,15379.641,1450.92,26151.629,72.80623,1650.8309
2021-07-05 04:00:00+00:00,344.39,2099,23231,65415.867,8901.006,21258.574,16903.66,1456.6385,26158.803,72.27287,1658.4131
2021-07-05 05:00:00+00:00,348.75,9878,21396,67711.66,8864.304,21230.686,18654.059,1429.268,25990.219,71.57778,1658.896
2021-07-05 06:00:00+00:00,339.15,23483,19307,68200.07,8882.343,21209.727,20218.402,1452.8043,26068.354,69.89291,1653.1049
2021-07-05 07:00:00+00:00,320.06,39342,18411,68884.07,8949.03,21208.537,21358.81,1425.9447,25972.521,67.30149,1663.9523
2021-07-05 08:00:00+00:00,299.79,54014,19389,68499.37,8900.67,21200.988,21321.576,1441.1445,25946.05,65.05404,1671.4039
2021-07-05 09:00:00+00:00,288.25,64581,21301,68572.46,8888.969,21184.668,20715.613,1432.5975,25834.914,63.53589,1684.1199
2021-07-05 10:00:00+00:00,276.62,71367,23312,68442.766,8855.594,21162.725,19975.166,1445.0168,26015.004,60.464264,1667.7941
2021-07-05 11:00:00+00:00,265.72,74858,25388,67020.695,8787.485,21131.635,19595.568,1452.0898,26013.146,58.410618,1671.8654
2021-07-05 12:00:00+00:00,254.17,75417,27241,66907.14,8844.827,21043.88,19439.197,1455.8127,25971.56,58.83742,1664.7501
2021-07-05 13:00:00+00:00,257.17,73506,27802,68831.02,8863.187,21132.293,19846.607,1434.511,26074.635,57.408707,1663.8062
2021-07-05 14:00:00+00:00,263.58,68108,26984,69156.53,8928.941,21106.979,20057.928,1445.066,26185.861,56.649967,1681.6332
2021-07-05 15:00:00+00:00,271.86,58363,25547,72814.48,9030.682,21240.83,21943.727,1458.8696,26441.299,57.25212,1665.9865
2021-07-05 16:00:00+00:00,294.78,44293,22381,77338.305,9054.743,21227.396,23986.9,1451.0177,26384.037,57.77739,1674.8021
2021-07-05 17:00:00+00:00,332.29,27775,18446,79202.12,9141.6,21236.979,25439.957,1439.7615,26448.852,58.639072,1647.8093
2021-07-05 18:00:00+00:00,370.94,12890,14654,80417.23,9119.785,21172.766,26772.08,1435.8617,26583.504,59.663616,1625.6433
2021-07-05 19:00:00+00:00,395.61,3767,12954,80343.04,9065.231,21147.957,27249.64,1453.8335,26484.09,62.154167,1629.409
2021-07-05 20:00:00+00:00,400.41,219,14536,76582.11,9212.862,21156.217,26965.393,1458.8875,26490.127,64.82025,1637.7627
2021-07-05 21:00:00+00:00,393.02,0,18604,74121.805,9224.525,21131.553,25594.781,1446.187,26438.832,66.8737,1643.0143
2021-07-05 22:00:00+00:00,369.92,0,22744,69574.91,9111.492,21106.795,24430.582,1466.9999,26289.557,67.3937,1636.2252
2021-07-05 23:00:00+00:00,338.59,0,25182,69161.125,9020.254,20995.182,23771.53,1472.1006,26197.559,69.55066,1639.3439
2021-07-06 00:00:00+00:00,287.1,0,34011,63394.965,9135.103,21176.889,15542.731,1467.9237,26607.814,70.0426,1699.7533
2021-07-06 01:00:00+00:00,286.4,0,42333,60948.94,9120.539,21184.863,14893.756,1472.4395,26626.99,71.17391,1673.0392
2021-07-06 02:00:00+00:00,269.49,0,49022,60076.535,9113.421,21176.012,15237.137,1478.6031,26481.604,71.348045,1678.255
2021-07-06 03:00:00+00:00,262.14,49,54400,60608.04,9169.145,21159.938,16471.863,1467.2556,26715.488,71.52782,1696.6719
2021-07-06 04:00:00+00:00,255.67,2515,60330,63627.848,9169.129,21192.184,17961.988,1481.7557,26783.516,71.2881,1697.7211
2021-07-06 05:00:00+00:00,250.22,11942,63940,68332.81,9211.826,21163.953,19772.629,1459.2109,26705.582,68.94098,1696.2488
2021-07-06 06:00:00+00:00,237.65,32491,62524,71548.49,9225.495,21155.047,20987.533,1473.7346,26762.287,67.89976,1685.2106
2021-07-06 07:00:00+00:00,220.12,56856,61070,73320.1,9246.241,21180.281,21822.13,1452.539,26746.217,67.04072,1702.161
2021-07-06 08:00:00+00:00,197.05,76594,63434,73033.84,9175.8545,21184.016,21911.133,1460.86,26673.58,64.032906,1707.1776
2021-07-06 09:00:00+00:00,176.69,89157,68724,70241.28,9085.67,21123.959,20912.68,1453.4532,26556.072,62.15907,1720.7725
2021-07-06 10:00:00+00:00,162.24,96468,74021,66289.7,9072.799,21136.69,19992.908,1460.9755,26565.977,60.985767,1705.2478
2021-07-06 11:00:00+00:00,148.37,98703,78616,62093.71,8895.117,21092.008,19133.385,1457.9795,26560.113,58.85884,1712.7036
2021-07-06 12:00:00+00:00,145.83,95230,82553,59695.11,8935.634,20962.562,18247.52,1469.4795,26427.383,57.89765,1707.1882
2021-07-06 13:00:00+00:00,151.07,85658,85091,59038.895,8997.78,21086.166,18324.709,1452.0654,26366.93,57.54034,1709.4696
2021-07-06 14:00:00+00:00,169.19,72693,85949,59785.543,9051.766,21038.332,18060.393,1463.8325,26414.215,56.905933,1728.4204
2021-07-06 15:00:00+00:00,191.79,56802,86137,62434.465,9105.567,21209.914,19215.26,1480.3835,26538.05,56.526516,1716.0723
2021-07-06 16:00:00+00:00,217.74,39230,85341,66336.086,9257.003,21176.336,20471.107,1469.5283,26516.71,58.33531,1725.5376
2021-07-06 17:00:00+00:00,247.19,22468,82770,70433.88,9382.104,21187.094,20839.9,1453.9648,26459.541,59.292446,1701.3379
2021-07-06 18:00:00+00:00,273.51,10063,77594,72628.32,9285.692,21135.256,22109.887,1443.5193,26557.66,60.92607,1684.0378
2021-07-06 19:00:00+00:00,288.21,2939,71677,74135.664,9182.923,21092.94,21823.24,1451.3958,26534.68,63.219902,1683.4148
2021-07-06 20:00:00+00:00,291.57,190,66333,72426.02,9294.791,21118.61,21095.127,1443.3265,26468.846,66.06586,1690.413
2021-07-06 21:00:00+00:00,289.31,0,62237,69216.375,9252.006,21121.572,19815.389,1443.8401,26459.52,67.63601,1697.822
2021-07-06 22:00:00+00:00,283.12,0,59945,64045.703,9044.7295,21093.854,17917.781,1459.3055,26318.035,68.931076,1693.7935
2021-07-06 23:00:00+00:00,280.9,0,57221,59602.637,8968.059,20948.916,16383.605,1458.71,26302.945,70.35266,1693.4358
2021-07-07 00:00:00+00:00,356.3,0,52671,58678.758,8952.958,19435.875,11036.256,1564.1698,26214.732,57.681515,1672.1317
2021-07-07 01:00:00+00:00,283.8,0,47825,56251.164,8919.877,19452.705,10657.937,1569.5077,26240.27,59.106445,1646.2031
2021-07-07 02:00:00+00:00,289.37,0,43774,55271.797,8894.357,19457.27,11021.958,1580.1608,26109.547,59.668247,1652.3584
2021-07-07 03:00:00+00:00,301.45,21,41013,55654.22,8978.95,19451.477,12106.596,1566.3254,26336.338,59.864586,1670.3143
2021-07-07 04:00:00+00:00,318.41,1347,38582,57935.426,9037.908,19475.48,13361.185,1577.8505,26407.057,60.11246,1673.1868
2021-07-07 05:00:00+00:00,337.57,6344,34729,62315.41,9094.075,19468.68,15303.976,1553.7394,26340.438,57.88319,1671.2441
2021-07-07 06:00:00+00:00,338.42,16488,29339,65137.926,9149.77,19481.447,16506.205,1567.6366,26396.502,57.348373,1661.341
2021-07-07 07:00:00+00:00,332.01,30679,25367,66561.38,9272.568,19516.896,17230.7,1542.5146,26387.654,56.68067,1676.8002
2021-07-07 08:00:00+00:00,313.44,46229,24302,66638.13,9257.241,19522.508,17747.793,1546.6007,26314.19,54.215034,1681.9572
2021-07-07 09:00:00+00:00,292.8,60858,25270,64241.426,9200.359,19480.537,16827.787,1535.147,26201.74,52.26505,1695.4418
2021-07-07 10:00:00+00:00,279.99,72441,26057,60941.83,9152.982,19498.984,16123.69,1544.4594,26199.432,50.870426,1679.2358
2021-07-07 11:00:00+00:00,268.13,80305,26442,57521.5,8975.844,19466.934,15366.576,1545.5804,26192.992,49.102287,1685.999
2021-07-07 12:00:00+00:00,258.4,83991,26129,55879.69,8990.314,19370.117,14369.796,1563.2632,26057.723,47.88775,1679.6777
2021-07-07 13:00:00+00:00,250.48,82463,24459,55180.164,8998.3955,19469.125,14532.157,1540.4733,25988.46,48.120018,1681.8589
2021-07-07 14:00:00+00:00,257.12,76006,21346,56091.43,9112.296,19422.695,14298.371,1557.5461,26028.29,47.21923,1701.555
2021-07-07 15:00:00+00:00,273.4,64906,17710,58409.133,9193.85,19557.738,15017.084,1574.8251,26141.375,47.23132,1688.2073
2021-07-07 16:00:00+00:00,303.31,48879,13850,61861.47,9336.252,19512.969,16446.287,1566.163,26120.344,48.540432,1697.9211
2021-07-07 17:00:00+00:00,342.73,30319,10391,65618.19,9462.659,19539.496,16561.7,1547.9602,26057.73,49.231274,1673.5753
2021-07-07 18:00:00+00:00,380.71,13652,7927,67454.21,9402.816,19538.666,17851.277,1538.6321,26149.545,51.37664,1656.4385
2021-07-07 19:00:00+00:00,406.83,3954,7430,68986.92,9317.257,19506.416,17592.363,1551.2103,26132.795,53.087906,1655.4768
2021-07-07 20:00:00+00:00,409.44,241,9032,67796.76,9419.502,19553.475,16785.457,1541.6315,26061.225,55.935425,1663.3027
2021-07-07 21:00:00+00:00,404.42,0,11135,64922.598,9421.44,19566.57,16244.138,1540.7278,26058.986,57.614426,1670.7941
2021-07-07 22:00:00+00:00,395.1,0,12346,60426.906,9224.747,19566.838,14795.609,1559.3462,25922.332,58.83116,1666.6306
2021-07-07 23:00:00+00:00,385.51,0,12406,56541.957,9109.497,19474.857,13373.268,1560.7891,25915.059,60.30223,1666.6635
2021-07-08 00:00:00+00:00,378.26,0,12203,68702.87,8982.23,18872.703,24650.44,1501.6434,26294.846,69.55276,1666.3665
2021-07-08 01:00:00+00:00,381.27,0,11939,65869.164,8949.833,18904.549,24173.322,1511.4592,26317.578,70.12385,1640.3547
2021-07-08 02:00:00+00:00,384.72,0,11294,64719.11,8900.712,18906.523,24686.922,1519.4211,26178.309,70.28298,1645.9199
2021-07-08 03:00:00+00:00,387.72,36,10529,65198.844,8939.741,18903.611,26018.824,1505.8369,26405.152,70.19507,1663.6599
2021-07-08 04:00:00+00:00,393.66,1878,9589,68165.62,8956.694,18930.51,27545.635,1525.14,26477.18,70.182365,1665.8661
2021-07-08 05:00:00+00:00,398.2,8635,8132,73194.32,8977.979,18930.922,28828.188,1505.1392,26400.666,67.78432,1663.9308
2021-07-08 06:00:00+00:00,382.6,20798,6292,76582.36,9020.246,18954.494,29765.129,1516.9363,26455.887,66.941315,1653.7332
2021-07-08 07:00:00+00:00,362.27,35175,4699,78646.914,9107.765,18998.111,30238.686,1497.9579,26444.795,66.35002,1668.9261
2021-07-08 08:00:00+00:00,341.18,47937,4175,78689.8,9097.486,19010.416,29845.43,1502.6361,26366.59,63.6571,1673.5507
2021-07-08 09:00:00+00:00,326.87,57803,4218,75961.8,9066.674,18961.062,28619.756,1493.0138,26257.834,61.714592,1687.4248
2021-07-08 10:00:00+00:00,320.14,63930,4316,71856.67,9074.893,18991.111,27623.113,1504.888,26258.77,60.379078,1671.4089
2021-07-08 11:00:00+00:00,319.83,66718,4530,67161.52,8930.538,18963.184,26775.957,1503.5286,26255.31,58.57559,1678.4872
2021-07-08 12:00:00+00:00,325.25,65344,5108,64603.184,8963.003,18860.861,26004.02,1520.244,26119.594,58.16938,1672.2543
2021-07-08 13:00:00+00:00,330.31,61682,6161,63554.496,8985.575,18971.588,26183.787,1502.1719,26055.785,57.847515,1674.0641
2021-07-08 14:00:00+00:00,342.61,54291,7095,64203.855,9039.231,18913.56,26369.764,1515.8864,26100.986,57.558064,1693.749
2021-07-08 15:00:00+00:00,343.33,43796,7829,66756.28,9089.405,19056.703,27656.43,1535.2744,26221.469,57.41654,1681.2365
2021-07-08 16:00:00+00:00,351.6,31871,8448,70738.64,9201.922,19000.074,28565.445,1525.7483,26197.78,58.897404,1689.7246
2021-07-08 17:00:00+00:00,369.71,19857,8527,75169.24,9311.675,19033.607,29145.807,1504.8687,26139.248,59.895947,1666.9906
2021-07-08 18:00:00+00:00,387.93,9590,8033,77317.24,9224.8955,19046.484,29731.62,1489.1985,26229.014,61.012085,1650.5275
2021-07-08 19:00:00+00:00,405.27,2692,7881,79109.03,9138.215,19011.133,29003.738,1494.6677,26209.543,63.544518,1649.4169
2021-07-08 20:00:00+00:00,411.12,174,9195,77549.76,9235.15,19066.654,28112.654,1483.8092,26147.512,66.11587,1657.3838
2021-07-08 21:00:00+00:00,413.52,0,10159,74232.26,9242.656,19091.863,26164.672,1479.3329,26143.389,67.51797,1664.991
2021-07-08 22:00:00+00:00,407.69,0,11816,68896.66,9070.837,19097.174,24096.709,1495.0393,26000.55,68.262436,1660.8225
2021-07-08 23:00:00+00:00,391.6,0,16238,64133.6,9004.028,19006.076,22638.543,1493.5636,25993.963,70.120766,1661.2067
2021-07-09 00:00:00+00:00,323.93,0,16303,70145.03,9286.368,18624.014,23574.566,1342.5032,26591.912,68.08176,1686.6221
2021-07-09 01:00:00+00:00,367.69,0,16764,67722.33,9264.642,18662.76,22954.584,1344.7322,26612.348,69.34592,1661.8481
2021-07-09 02:00:00+00:00,365.86,0,17648,66990.586,9188.829,18685.125,23237.791,1344.9789,26472.482,69.932304,1667.7391
2021-07-09 03:00:00+00:00,368.47,17,18983,67446.96,9261.753,18673.83,24561.305,1330.9796,26710.213,70.05312,1686.0995
2021-07-09 04:00:00+00:00,372.18,1095,20242,70291.72,9298.332,18685.16,26218.197,1346.1749,26773.15,69.7151,1688.4336
2021-07-09 05:00:00+00:00,368.68,5019,20435,74832.45,9223.508,18691.873,27581.494,1323.6333,26705.043,68.22765,1687.8148
2021-07-09 06:00:00+00:00,360.53,12463,19573,77578.67,9250.527,18715.11,28668.635,1340.5221,26763.836,67.09678,1677.7532
2021-07-09 07:00:00+00:00,345.34,22074,18677,79040.78,9335.203,18743.48,29390.625,1325.9651,26746.938,66.31834,1693.3402
