UTC time,carbon_intensity,avg_wind_production_forecast,avg_solar_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_other_production_forecast,avg_nuclear_production_forecast,avg_coal_production_forecast,avg_oil_production_forecast
2021-07-27 17:00:00,272.8,119.23046,247.80902,625.12964,12046.808,715.6163,3279.5793,19.26016,12.02283
2021-07-27 18:00:00,271.4,127.44735,240.84018,759.34296,12520.446,719.18134,3285.5823,20.59851,13.61073
2021-07-27 19:00:00,264.77,141.52461,239.09851,887.3895,12425.9795,727.41925,3274.3213,19.83156,13.46552
2021-07-27 20:00:00,262.5,155.29793,226.89983,1031.2505,12676.509,723.68207,3269.6023,21.10408,13.1373
2021-07-27 21:00:00,262.89,173.44952,183.85011,1302.2622,12673.415,724.84894,3276.067,22.32182,13.78029
2021-07-27 22:00:00,266.54,195.62425,111.98137,1539.5176,12411.041,723.23596,3257.671,21.45249,14.07615
2021-07-27 23:00:00,270.88,216.41722,60.770393,1480.6631,11985.693,720.19507,3278.3774,21.41348,14.33179
2021-07-28 00:00:00,276.77,342.34525,16.65729,1139.2942,11662.58,685.26904,3265.7483,3.85784,5.23515
2021-07-28 01:00:00,281.08,352.6119,6.3221374,818.88446,11009.922,682.82434,3284.8716,4.81307,6.11019
2021-07-28 02:00:00,278.05,341.50412,12.016619,680.88257,10241.945,686.61487,3272.026,5.42257,5.48556
2021-07-28 03:00:00,268.6,324.68765,10.235879,633.3598,9133.541,683.8152,3270.5823,6.54952,3.4619
2021-07-28 04:00:00,260.07,307.91824,1.6784152,587.53613,8490.2705,677.0844,3278.6267,7.88342,4.05491
2021-07-28 05:00:00,254.48,291.19455,0,529.32263,7424.202,680.2852,3287.3127,8.89295,5.82651
2021-07-28 06:00:00,252.3,277.7439,0,524.9639,6955.459,680.1984,3270.3726,9.13473,10.38233
2021-07-28 07:00:00,245.72,267.48666,3.4839,515.1387,6154.71,681.50195,3271.0593,9.93693,9.4142
2021-07-28 08:00:00,243.05,245.14165,6.18481,452.4464,6261.955,678.25244,3287.6057,11.93859,7.07724
2021-07-28 09:00:00,241.54,222.07971,0,435.17242,6000.67,681.365,3293.1167,13.71634,8.2472
2021-07-28 10:00:00,243.41,200.80473,0,526.0644,6441.157,682.0897,3254.5552,15.07115,8.54605
2021-07-28 11:00:00,250.57,180.46457,13.018194,609.8776,6883.8154,682.68854,3266.3518,16.38714,7.38137
2021-07-28 12:00:00,255.84,164.68686,55.85911,571.31793,7596.1787,682.69434,3290.8198,17.25986,7.37941
2021-07-28 13:00:00,248.99,152.46043,125.03591,500.85284,8063.582,681.86005,3283.703,16.42789,10.67069
2021-07-28 14:00:00,259.16,142.35942,189.00232,508.67914,9064.667,681.4456,3288.6553,17.66435,14.03099
2021-07-28 15:00:00,262.87,145.94673,230.7281,527.76843,9700.8,683.90894,3275.1907,18.20343,13.1532
2021-07-28 16:00:00,262.83,153.56563,251.67238,597.0738,10508.212,685.19495,3286.3726,18.72146,11.65415
2021-07-28 17:00:00,262.69,155.1141,256.25897,680.3994,11170.966,686.32513,3272.5776,19.54918,12.02283
2021-07-28 18:00:00,265.1,148.67107,249.99333,801.13184,11626.199,688.00415,3278.5557,20.92662,13.61073
2021-07-28 19:00:00,267.89,157.77014,249.49289,902.0012,11509.738,696.6882,3267.343,20.14477,13.46552
2021-07-28 20:00:00,268.54,162.0459,237.8397,1023.8528,11868.029,692.5584,3262.635,21.46015,13.1373
2021-07-28 21:00:00,263.91,168.72168,195.58736,1282.7921,11947.739,689.4577,3269.0994,22.71913,13.78029
2021-07-28 22:00:00,263.14,182.63812,123.35753,1506.7023,11855.666,689.48083,3250.7676,21.84226,14.07615
2021-07-28 23:00:00,263.15,199.84743,66.81453,1419.2335,11556.702,687.18567,3271.401,21.79184,14.33179
2021-07-29 00:00:00,267.14,229.29613,0,956.5012,9816.378,718.01434,3272.5942,4.01418,5.23515
2021-07-29 01:00:00,275.48,238.70096,1.0934534,760.03345,9246.957,715.2042,3291.8152,5.01106,6.11019
2021-07-29 02:00:00,268.28,229.58008,5.914394,643.8494,8468.337,719.4617,3278.8618,5.64131,5.48556
2021-07-29 03:00:00,258.35,218.0851,0.05517794,569.99884,7504.2827,716.43,3277.3909,6.8003,3.4619
2021-07-29 04:00:00,255.04,207.56769,7.1185308,496.77338,6959.096,709.0357,3285.4546,8.17874,4.05491
2021-07-29 05:00:00,250.52,193.81538,0,423.56006,6096.1304,712.30194,3294.2324,9.18633,5.82651
2021-07-29 06:00:00,244.14,183.3716,0,429.00418,5747.2847,711.3799,3277.1965,9.39323,10.38233
2021-07-29 07:00:00,239.93,174.17352,2.9447598,446.7917,5105.744,713.1216,3277.9128,10.19301,9.4142
2021-07-29 08:00:00,238.38,158.21027,4.5188375,422.7412,5192.302,708.71326,3294.6238,12.223,7.07724
2021-07-29 09:00:00,239.06,137.64526,0.35141256,411.34644,5018.442,712.06726,3300.1943,14.00052,8.2472
2021-07-29 10:00:00,240.81,124.55387,0,459.88083,5434.6475,712.4486,3261.4038,15.36058,8.54605
2021-07-29 11:00:00,249.43,116.69586,7.684035,528.5753,5837.2495,712.46674,3273.2964,16.70881,7.38137
2021-07-29 12:00:00,255.86,115.12597,38.804657,535.11127,6503.3433,711.82135,3297.791,17.63518,7.37941
2021-07-29 13:00:00,255.55,116.81075,81.61813,512.40344,6842.942,710.80396,3290.563,16.79172,10.67069
2021-07-29 14:00:00,256.74,114.74763,121.42233,522.56085,7664.588,709.6835,3295.6145,18.13392,14.03099
2021-07-29 15:00:00,263.38,134.08673,151.39577,533.8988,8166.084,710.8916,3282.1458,18.68096,13.1532
2021-07-29 16:00:00,263.71,156.45796,159.45277,572.70074,8773.309,713.0465,3293.3323,19.22626,11.65415
2021-07-29 17:00:00,266.34,168.09285,157.6343,594.4065,9365.028,713.1293,3279.4358,20.04973,12.02283
2021-07-29 18:00:00,263.76,183.00536,152.27773,623.74664,9703.834,713.96985,3285.4863,21.4949,13.61073
2021-07-29 19:00:00,261.65,201.72192,144.01224,642.00665,9632.168,723.10364,3274.2312,20.68724,13.46552
2021-07-29 20:00:00,261.84,219.95158,129.98903,700.17584,10035.1455,718.883,3269.5806,22.07685,13.1373
2021-07-29 21:00:00,261.85,239.17941,101.7682,928.08356,10093.376,715.49255,3276.0881,23.40724,13.78029
2021-07-29 22:00:00,259.5,260.45245,60.021248,1179.6566,10089.835,715.7944,3257.5928,22.51732,14.07615
2021-07-29 23:00:00,260.52,282.67377,18.640118,1209.3937,9869.493,713.10016,3278.3865,22.44714,14.33179
2021-07-30 00:00:00,262.14,375.39157,6.296158,756.0237,9437.005,661.0579,3260.0642,4.14945,5.23515
2021-07-30 01:00:00,266.06,406.2303,0,651.49896,8849.153,658.4572,3279.1682,5.18234,6.11019
2021-07-30 02:00:00,260.94,426.8063,1.7737688,588.6242,8004.054,661.40045,3266.2383,5.83056,5.48556
2021-07-30 03:00:00,254.46,435.15823,0,502.77905,7089.6606,658.8841,3264.7927,7.01726,3.4619
2021-07-30 04:00:00,246.01,443.07123,0,417.2604,6568.713,652.4788,3272.8901,8.43422,4.05491
2021-07-30 05:00:00,237.19,445.76282,0,364.3929,5774.09,655.95264,3281.5356,9.44014,5.82651
2021-07-30 06:00:00,234.53,446.10828,0,404.3911,5507.361,655.97797,3264.6704,9.61686,10.38233
2021-07-30 07:00:00,234.1,446.43164,2.6996746,450.5898,4948.6035,656.47394,3265.3406,10.41456,9.4142
2021-07-30 08:00:00,231.3,430.91364,1.4875317,432.5451,5059.767,653.96124,3281.9497,12.46904,7.07724
2021-07-30 09:00:00,229.79,405.1217,0,368.4295,4959.392,656.9168,3287.4521,14.24638,8.2472
2021-07-30 10:00:00,234.25,380.4164,0,349.69135,5478.6943,657.94727,3248.8928,15.61097,8.54605
2021-07-30 11:00:00,240.6,357.67697,6.975735,408.11487,5915.2954,658.62976,3260.6985,16.9871,7.38137
2021-07-30 12:00:00,246.63,337.90747,35.829914,493.63693,6569.353,658.7309,3285.1404,17.95988,7.37941
2021-07-30 13:00:00,250.77,316.37228,78.9837,538.4696,6990.129,657.6371,3278.033,17.10648,10.67069
2021-07-30 14:00:00,254.02,292.84863,123.527626,541.48486,7775.0464,657.7803,3282.9666,18.54015,14.03099
2021-07-30 15:00:00,254.67,284.2003,158.28177,531.76337,8269.7,660.5206,3269.5422,19.09408,13.1532
2021-07-30 16:00:00,256.45,290.22968,175.79887,565.63214,8835.518,660.3264,3280.6934,19.66298,11.65415
2021-07-30 17:00:00,257.47,293.08072,181.42943,588.79614,9400.785,662.34296,3266.9219,20.48278,12.02283
2021-07-30 18:00:00,258.14,301.4485,175.59872,644.2951,9748.272,663.9934,3272.8813,21.98654,13.61073
2021-07-30 19:00:00,253.88,318.39984,170.74144,716.0573,9735.15,672.46747,3261.7083,21.15655,13.46552
2021-07-30 20:00:00,250.59,338.27643,162.04619,818.74945,10112.676,668.19824,3257.0403,22.61037,13.1373
2021-07-30 21:00:00,246.44,367.43503,136.69756,990.00696,10155.894,663.9122,3263.5928,24.00255,13.78029
2021-07-30 22:00:00,247.73,400.26517,85.23611,1140.1548,10078.587,663.99225,3245.2017,23.10135,14.07615
2021-07-30 23:00:00,247.63,429.2917,39.34267,1125.2771,9801.133,662.15814,3265.8357,23.01407,14.33179
2021-07-31 00:00:00,250.48,909.7954,12.427055,907.51324,9186.02,686.4782,3268.812,4.22047,5.23515
2021-07-31 01:00:00,247.87,925.52295,3.2243795,765.57874,8606.111,684.45264,3288.1184,5.27227,6.11019
2021-07-31 02:00:00,239.86,930.6663,15.383708,668.5567,7783.202,689.3084,3275.031,5.92992,5.48556
2021-07-31 03:00:00,224.59,923.1599,15.424401,592.104,6904.465,686.643,3273.5645,7.13117,3.4619
2021-07-31 04:00:00,212.28,906.3871,2.8958158,508.6487,6408.171,680.2596,3281.7034,8.56837,4.05491
2021-07-31 05:00:00,203.44,897.14124,0,418.32333,5643.011,682.48364,3290.3992,9.5734,5.82651
2021-07-31 06:00:00,198.88,879.0251,0,405.9081,5407.6074,683.8016,3273.4475,9.73428,10.38233
2021-07-31 07:00:00,195.4,862.05133,3.5503833,430.34247,4876.7417,686.27264,3274.1167,10.53088,9.4142
2021-07-31 08:00:00,193.62,838.9297,7.5125165,420.46735,4979.355,683.325,3290.8777,12.59823,7.07724
2021-07-31 09:00:00,190.79,799.55225,0,411.08,4882.9824,686.4102,3296.4297,14.37546,8.2472
2021-07-31 10:00:00,190.77,765.587,0,457.20486,5411.345,686.79095,3257.623,15.74243,8.54605
2021-07-31 11:00:00,196.36,721.90845,18.724695,519.2245,5836.171,688.9598,3269.4973,17.13322,7.38137
2021-07-31 12:00:00,199.41,681.68176,65.15651,512.64276,6470.034,689.604,3294.0393,18.13037,7.37941
2021-07-31 13:00:00,198.12,633.9026,140.47751,476.78592,6898.578,689.8409,3286.8645,17.27174,10.67069
2021-07-31 14:00:00,194.17,580.75037,206.23676,477.97546,7661.4424,689.64874,3291.8088,18.75345,14.03099
2021-07-31 15:00:00,188.09,543.3178,244.06128,498.00644,8141.014,694.0498,3278.3604,19.31099,13.1532
2021-07-31 16:00:00,188.79,511.8832,262.05182,543.2002,8690.76,697.3341,3289.4897,19.89227,11.65415
2021-07-31 17:00:00,190.64,476.39923,264.97787,566.6715,9242.247,697.9871,3275.6497,20.71015,12.02283
2021-07-31 18:00:00,194,433.08337,258.2563,576.2479,9578.491,701.73413,3281.6443,22.24467,13.61073
2021-07-31 19:00:00,201.96,398.7231,255.9729,557.9101,9577.547,709.79785,3270.412,21.40295,13.46552
2021-07-31 20:00:00,212.68,377.95438,247.84346,586.4106,9954.329,706.0343,3265.7666,22.89049,13.1373
2021-07-31 21:00:00,224.42,360.7641,200.64009,788.3125,9980.717,706.6946,3272.416,24.31512,13.78029
2021-07-31 22:00:00,225.55,346.51276,122.00438,1033.3368,9892.328,705.1122,3253.8208,23.40799,14.07615
2021-07-31 23:00:00,233.15,343.37665,72.339096,1103.919,9610.836,702.3879,3274.6143,23.31173,14.33179
2021-08-01 00:00:00,236.7,336.3476,0,881.8408,6996.0654,732.5813,3315.8132,0.34736,5.23515
2021-08-01 01:00:00,238.37,341.03897,2.955413,776.1919,6762.277,729.30853,3344.845,0.36767,6.11019
2021-08-01 02:00:00,240.47,328.84567,14.643594,695.6642,6130.427,729.3754,3320.4846,0.51106,5.48556
2021-08-01 03:00:00,232.3,310.7846,9.372706,629.4274,5359.6177,726.3813,3318.6228,0.91878,3.4619
2021-08-01 04:00:00,218.43,287.71426,5.4025044,560.7975,4910.035,722.7203,3331.725,1.25272,4.05491
2021-08-01 05:00:00,211.96,269.03622,0,472.51074,4098.5815,722.7341,3337.8936,2.30574,5.82651
2021-08-01 06:00:00,202.2,243.82298,0,460.65747,3829.3357,716.63306,3322.7192,3.33073,10.38233
2021-08-01 07:00:00,199.25,222.76648,0.25860432,481.07034,3109.984,720.6279,3321.1143,4.18719,9.4142
2021-08-01 08:00:00,196.54,199.672,4.256769,476.9976,2845.6611,714.6504,3344.909,5.55289,7.07724
2021-08-01 09:00:00,194.77,164.74881,0,456.74298,2791.0435,719.06866,3351.0454,7.33561,8.2472
2021-08-01 10:00:00,196.54,142.04066,0,487.89737,3209.1433,713.06976,3304.3296,8.57273,8.54605
2021-08-01 11:00:00,197.51,125.134995,19.596659,548.9942,3594.8699,711.11414,3317.4172,9.16459,7.38137
2021-08-01 12:00:00,192.29,118.080376,63.052635,567.62463,4246.7563,708.9588,3346.9058,8.8328,7.37941
2021-08-01 13:00:00,203.74,100.915886,117.71818,563.3401,4763.344,708.632,3340.22,8.25883,10.67069
2021-08-01 14:00:00,212.53,81.87873,169.71397,572.2264,5433.0835,706.9917,3340.4739,7.12124,14.03099
2021-08-01 15:00:00,217.32,83.866776,196.2751,588.0837,5570.547,705.5895,3327.486,7.4816,13.1532
2021-08-01 16:00:00,221,88.61033,205.56067,631.22626,5936.5635,705.73926,3335.19,7.38728,11.65415
2021-08-01 17:00:00,223.74,83.790016,207.03868,660.10815,6432.793,704.1683,3322.083,8.31021,12.02283
2021-08-01 18:00:00,233.03,83.93771,198.50256,683.9108,6662.751,703.7861,3326.4026,8.16702,13.61073
2021-08-01 19:00:00,238.43,81.09231,189.67334,682.13806,6906.3794,711.19354,3314.725,7.96476,13.46552
2021-08-01 20:00:00,243.68,86.63018,173.843,708.4139,7347.8706,708.39545,3311.2104,7.61352,13.1373
2021-08-01 21:00:00,238.79,98.42545,141.79341,874.3618,7745.551,705.6028,3327.7466,7.26891,13.78029
2021-08-01 22:00:00,232.6,105.80501,80.99901,1075.8815,8006.077,704.9618,3298.2559,6.68502,14.07615
2021-08-01 23:00:00,238.89,121.232956,34.1649,1133.2788,8285.471,702.96857,3323.6833,7.07833,14.33179
2021-08-02 00:00:00,246.52,117.58283,18.616524,1081.7815,7628.187,721.3773,3307.7644,0.34372,5.23515
2021-08-02 01:00:00,247.73,138.89561,7.6273446,864.6731,7313.131,718.5975,3336.7212,0.36306,6.11019
2021-08-02 02:00:00,256.64,137.32779,9.217648,735.5872,6470.2935,719.0978,3312.4153,0.50596,5.48556
2021-08-02 03:00:00,243.36,132.92451,4.84592,640.8592,5600.9136,716.0105,3310.5786,0.91294,3.4619
2021-08-02 04:00:00,228.83,130.14754,0.21123858,557.07666,5296.7754,711.378,3323.689,1.24584,4.05491
2021-08-02 05:00:00,221.38,126.54524,0,494.09464,4447.3535,712.02435,3329.7502,2.29891,5.82651
2021-08-02 06:00:00,222.44,126.10732,0,502.8191,4197.497,706.67084,3314.6938,3.32471,10.38233
2021-08-02 07:00:00,221.08,127.70314,3.2861829,513.24646,3367.1482,709.8478,3313.049,4.18123,9.4142
2021-08-02 08:00:00,219.5,115.12135,3.9134781,470.30038,2999.2964,704.3355,3336.716,5.54626,7.07724
2021-08-02 09:00:00,222.04,101.30462,0,450.5204,3087.9265,708.4328,3342.7935,7.329,8.2472
2021-08-02 10:00:00,224.6,87.4848,0,520.08057,3593.3467,703.5173,3296.2832,8.56599,8.54605
2021-08-02 11:00:00,232.06,76.106926,8.815692,601.4141,3907.509,701.3749,3309.2808,9.1571,7.38137
2021-08-02 12:00:00,240.27,70.83872,45.640324,592.62213,4731.971,699.6814,3338.7505,8.82407,7.37941
2021-08-02 13:00:00,237.96,64.009094,101.50621,540.3474,5231.7603,698.9714,3332.1775,8.25035,10.67069
2021-08-02 14:00:00,239.59,63.839985,158.88965,537.9268,6035.2275,697.055,3332.317,7.11031,14.03099
2021-08-02 15:00:00,246.63,76.30465,199.55887,565.6684,6291.387,695.9019,3319.3445,7.47048,13.1532
2021-08-02 16:00:00,249.99,89.22455,220.54839,622.67126,6636.5776,696.01917,3327.0266,7.37553,11.65415
2021-08-02 17:00:00,252.31,99.60272,227.79924,661.0242,7280.139,695.0644,3314.027,8.29855,12.02283
2021-08-02 18:00:00,253.2,105.81832,221.87575,713.6336,7625.544,694.6868,3318.2664,8.15379,13.61073
2021-08-02 19:00:00,253.28,126.1304,220.6671,751.82904,7677.0356,702.13477,3306.6396,7.95213,13.46552
2021-08-02 20:00:00,251.71,140.48166,208.72157,837.32556,8123.6973,699.002,3303.082,7.59916,13.1373
2021-08-02 21:00:00,246.97,156.33583,176.34872,1071.1503,8556.444,695.59247,3319.6245,7.25288,13.78029
2021-08-02 22:00:00,244.38,178.37216,115.77118,1320.363,8619.479,695.7271,3290.2498,6.6693,14.07615
2021-08-02 23:00:00,248.59,201.60823,58.87061,1349.7639,8927.272,693.5407,3315.5317,7.06307,14.33179
2021-08-03 00:00:00,253.93,333.6696,8.096426,1178.3324,8534.752,684.8342,3244.9128,4.56273,5.23515
2021-08-03 01:00:00,257.4,340.71118,4.4946265,926.21545,7969.3433,682.288,3264.007,5.70569,6.11019
2021-08-03 02:00:00,254.55,324.50156,10.668103,752.36334,7151.0146,685.9698,3250.7976,6.40878,5.48556
2021-08-03 03:00:00,239.73,306.06467,7.359156,618.36334,6332.0825,683.22595,3249.344,7.68015,3.4619
2021-08-03 04:00:00,220.92,284.3938,1.3266139,513.858,5928.3013,676.4683,3257.6077,9.21484,4.05491
2021-08-03 05:00:00,207.68,264.72086,0,453.46945,5172.577,679.7153,3266.134,10.21564,5.82651
2021-08-03 06:00:00,207.54,248.69666,0,477.1242,5035.3213,679.5446,3249.4783,10.30016,10.38233
2021-08-03 07:00:00,203.66,235.10219,2.0923536,493.5573,4513.413,680.7613,3250.0942,11.09146,9.4142
2021-08-03 08:00:00,194.75,213.64136,4.7587285,448.05548,4582.8667,677.5019,3266.9094,13.22082,7.07724
2021-08-03 09:00:00,194.71,190.5439,0,423.67108,4450.78,680.6153,3272.393,14.99757,8.2472
2021-08-03 10:00:00,201.41,174.32054,0,470.09564,5034.9604,681.32855,3233.7996,16.37601,8.54605
2021-08-03 11:00:00,213.02,158.77667,10.359399,542.16644,5425.6265,681.90906,3245.638,17.8374,7.38137
2021-08-03 12:00:00,225.83,151.78151,47.951855,544.39734,5981.964,681.8311,3270.0286,18.95198,7.37941
2021-08-03 13:00:00,235.3,146.46857,104.90331,498.093,6496.1157,680.9304,3262.9478,18.06821,10.67069
2021-08-03 14:00:00,239.13,144.30959,159.08139,499.28455,7220.8,680.54816,3267.812,19.78137,14.03099
2021-08-03 15:00:00,244.09,157.76413,192.56682,531.77185,7685.8726,682.9136,3254.5017,20.35634,13.1532
2021-08-03 16:00:00,243.26,170.25706,207.8357,591.44006,8200.578,684.0324,3265.5542,20.99732,11.65415
2021-08-03 17:00:00,244.88,176.384,212.43484,623.4163,8738.845,685.1868,3251.8462,21.80592,12.02283
2021-08-03 18:00:00,247.84,173.15712,205.22926,667.3618,9099.377,686.7724,3257.7507,23.4887,13.61073
2021-08-03 19:00:00,250.09,184.39154,201.96542,703.16345,9183.76,695.45447,3246.6829,22.59047,13.46552
2021-08-03 20:00:00,248.64,190.41501,191.01755,777.4626,9608.93,691.2797,3242.13,24.2405,13.1373
2021-08-03 21:00:00,248.26,196.45377,156.97337,1014.6239,9650.896,687.9427,3248.9653,25.82147,13.78029
2021-08-03 22:00:00,244.5,207.90709,95.13356,1287.5765,9520.43,687.96545,3230.362,24.88578,14.07615
2021-08-03 23:00:00,253.49,225.4302,45.360714,1346.7689,9210.736,685.7042,3251.0217,24.74626,14.33179
2021-08-04 00:00:00,259.97,211.4982,3.290645,959.8195,8557.051,672.97546,3266.3784,4.67642,5.23515
2021-08-04 01:00:00,265.56,224.39467,0,752.3924,8004.8403,670.60376,3285.8481,5.84966,6.11019
2021-08-04 02:00:00,260.04,220.03267,0,647.05286,7162.944,674.50214,3272.4312,6.56785,5.48556
2021-08-04 03:00:00,246.32,209.5838,0,578.2465,6292.2954,671.7389,3270.938,7.86252,3.4619
2021-08-04 04:00:00,228.98,201.76784,0.9209096,511.42554,5892.126,665.4206,3279.2246,9.4296,4.05491
2021-08-04 05:00:00,214.98,190.36577,0,454.3999,5076.906,668.30634,3287.8962,10.42899,5.82651
2021-08-04 06:00:00,206.28,177.70369,0,476.5265,4903.7466,669.2006,3271.0024,10.48814,10.38233
2021-08-04 07:00:00,203.89,167.69666,3.609922,496.8286,4315.243,670.50745,3271.641,11.27768,9.4142
2021-08-04 08:00:00,207.86,150.12231,2.258027,456.9312,4369.888,667.9027,3288.6885,13.42764,7.07724
2021-08-04 09:00:00,212.09,125.64928,0,423.24457,4197.7183,670.9307,3294.2776,15.20423,8.2472
2021-08-04 10:00:00,217.78,106.06218,0,474.93518,4736.752,671.89557,3255.2168,16.58648,8.54605
2021-08-04 11:00:00,230.87,91.57704,3.843685,557.99005,5099.9907,673.35175,3267.1853,18.07132,7.38137
2021-08-04 12:00:00,244.24,81.17726,30.500925,575.4229,5662.527,673.8495,3291.7712,19.22492,7.37941
2021-08-04 13:00:00,250.45,69.53708,68.849144,552.8866,6123.099,673.4551,3284.5403,18.33278,10.67069
2021-08-04 14:00:00,254.06,52.920334,110.27361,557.53345,6850.35,673.46686,3289.4678,20.12284,14.03099
2021-08-04 15:00:00,257.21,55.547737,146.69759,572.2583,7307.775,677.3161,3276.0776,20.7036,13.1532
2021-08-04 16:00:00,260.09,63.20216,164.013,617.7268,7801.95,678.7854,3287.1252,21.36441,11.65415
2021-08-04 17:00:00,266.46,60.97673,166.2528,650.15265,8358.294,680.17456,3273.2563,22.16993,12.02283
2021-08-04 18:00:00,266.86,66.34165,161.09503,705.6116,8726.347,683.0876,3279.2544,23.90196,13.61073
2021-08-04 19:00:00,267.1,72.841324,154.82286,755.68365,8820.1,691.3642,3268.041,22.98496,13.46552
2021-08-04 20:00:00,264.16,82.774475,141.20273,847.1926,9299.358,687.3675,3263.5027,24.68896,13.1373
2021-08-04 21:00:00,258.09,98.64151,116.78086,1073.2423,9409.646,685.5599,3270.4255,26.32187,13.78029
2021-08-04 22:00:00,248.75,115.661156,72.91072,1297.0538,9352.478,684.7142,3251.5015,25.37669,14.07615
2021-08-04 23:00:00,253.4,133.9421,27.195303,1289.7811,9101.663,682.46985,3272.4639,25.2228,14.33179
2021-08-05 00:00:00,260.67,142.79535,0.7588906,1045.9812,9139.604,659.5753,3269.9102,4.78574,5.23515
2021-08-05 01:00:00,267.53,182.09659,0.44504794,817.6122,8537.11,657.7593,3289.521,5.9881,6.11019
2021-08-05 02:00:00,265.71,201.46524,2.5157673,684.36835,7632.6846,661.39233,3275.972,6.7208,5.48556
2021-08-05 03:00:00,250.1,216.44174,2.3267632,592.93134,6709.271,658.8167,3274.4697,8.03787,3.4619
2021-08-05 04:00:00,236.24,231.02962,7.6002107,522.0631,6230.3843,653.32874,3282.8044,9.63609,4.05491
2021-08-05 05:00:00,225.87,249.00256,1.8928818,474.30466,5412.6143,655.9262,3291.4746,10.63412,5.82651
2021-08-05 06:00:00,225.16,263.38812,0,507.0033,5195.7246,657.2934,3274.5625,10.66888,10.38233
2021-08-05 07:00:00,223.06,279.49152,0.85133827,517.75995,4639.287,658.54016,3275.1846,11.45674,9.4142
2021-08-05 08:00:00,220.17,279.84015,0.9426911,472.1697,4756.789,657.15094,3292.33,13.6265,7.07724
2021-08-05 09:00:00,223.4,276.41895,0,436.30392,4655.871,660.1313,3297.9402,15.40293,8.2472
2021-08-05 10:00:00,230.85,274.92136,0,486.90854,5223.5737,661.1488,3258.739,16.78885,8.54605
2021-08-05 11:00:00,235.79,272.3357,5.9554462,579.72375,5630.694,662.72845,3270.7385,18.29624,7.38137
2021-08-05 12:00:00,241.9,273.1555,21.08519,614.3262,6257.052,664.18365,3295.3965,19.48734,7.37941
2021-08-05 13:00:00,246.18,261.2907,45.009537,595.9498,6691.7363,664.46655,3288.147,18.58718,10.67069
2021-08-05 14:00:00,251.73,254.70377,71.29498,597.63196,7435.334,664.6458,3293.0425,20.45116,14.03099
2021-08-05 15:00:00,258.82,255.47614,96.21484,609.2206,7910.556,669.9575,3279.6458,21.03748,13.1532
2021-08-05 16:00:00,266.27,256.32263,111.22427,651.2632,8409.493,671.0027,3290.662,21.71737,11.65415
2021-08-05 17:00:00,266.33,258.27832,112.69976,681.8414,8958.583,673.0439,3276.7756,22.51992,12.02283
2021-08-05 18:00:00,268.08,252.3174,112.70461,756.6166,9327.132,677.29175,3282.7727,24.2993,13.61073
2021-08-05 19:00:00,270.55,259.7504,104.67008,847.3208,9402.477,684.72723,3271.5347,23.36426,13.46552
2021-08-05 20:00:00,271.31,261.14297,95.26136,965.6543,9828.713,681.1035,3267.0098,25.12016,13.1373
2021-08-05 21:00:00,271.34,267.67157,74.73178,1189.986,9942.427,680.426,3274.0347,26.80301,13.78029
2021-08-05 22:00:00,259.59,275.89905,47.32202,1397.3694,9882.923,679.14667,3254.9646,25.8487,14.07615
2021-08-05 23:00:00,260.32,283.3148,20.155897,1374.8977,9622.199,677.03864,3276.0137,25.68099,14.33179
2021-08-06 00:00:00,267.38,74.721466,8.009893,967.95734,9094.691,690.4131,3290.0483,4.82824,5.23515
2021-08-06 01:00:00,272.77,111.097565,0,774.4711,8501.711,688.1333,3309.992,6.04191,6.11019
2021-08-06 02:00:00,270.59,135.2071,0.20738709,671.45355,7631.4927,692.69836,3296.3235,6.78026,5.48556
2021-08-06 03:00:00,250.19,149.2016,0,587.6908,6715.3765,689.8966,3294.797,8.10603,3.4619
2021-08-06 04:00:00,234.58,168.41974,0.7343672,515.2801,6238.2603,683.33984,3303.1238,9.71635,4.05491
2021-08-06 05:00:00,237.83,183.61067,0,473.77914,5422.7534,685.8976,3311.9077,10.71386,5.82651
2021-08-06 06:00:00,227.44,195.32098,0.62163377,466.03372,5197.7197,686.75885,3294.7788,10.73914,10.38233
2021-08-06 07:00:00,226.19,207.03877,3.3625746,460.41028,4639.613,688.8248,3295.4138,11.52634,9.4142
2021-08-06 08:00:00,224.07,201.25937,1.216585,410.80783,4753.073,685.6764,3312.6812,13.7038,7.07724
2021-08-06 09:00:00,224.73,184.90436,0,404.1719,4630.252,688.81006,3318.3687,15.48017,8.2472
2021-08-06 10:00:00,228.24,165.12085,0,480.2252,5162.631,689.3676,3278.8196,16.86752,8.54605
2021-08-06 11:00:00,236.86,148.3983,5.382886,530.9785,5554.7915,691.0016,3290.8948,18.38367,7.38137
2021-08-06 12:00:00,244.7,132.71098,30.778227,496.5689,6169.6636,691.3884,3315.7454,19.58936,7.37941
2021-08-06 13:00:00,252.97,111.416885,69.43656,447.2947,6570.814,691.2738,3308.3984,18.68607,10.67069
2021-08-06 14:00:00,258.77,91.00138,110.22679,459.12143,7307.2847,690.94543,3313.3132,20.57879,14.03099
2021-08-06 15:00:00,262.11,86.302345,145.6485,491.65247,7775.786,694.6947,3299.8237,21.16728,13.1532
2021-08-06 16:00:00,266.89,92.64413,166.28644,570.2448,8276.746,697.4119,3310.8442,21.85458,11.65415
