,UTC time,carbon_intensity,carbon_from_src_forecasts,avg_wind_production_forecast,avg_solar_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_other_production_forecast,avg_nuclear_production_forecast,avg_coal_production_forecast,avg_oil_production_forecast
698,2021-07-30 02:00:00,260.94,258.36,426.8063,1.7737688,588.6242,8004.054,661.40045,3266.2383,5.83056,5.48556
699,2021-07-30 03:00:00,254.46,251.53,435.15823,0.0,502.77905,7089.6606,658.8841,3264.7927,7.01726,3.4619
700,2021-07-30 04:00:00,246.01,247.53,443.07123,0.0,417.2604,6568.713,652.4788,3272.8901,8.43422,4.05491
701,2021-07-30 05:00:00,237.19,239.45,445.76282,0.0,364.3929,5774.09,655.95264,3281.5356,9.44014,5.82651
702,2021-07-30 06:00:00,234.53,235.61,446.10828,0.0,404.3911,5507.361,655.97797,3264.6704,9.61686,10.38233
703,2021-07-30 07:00:00,234.1,226.78,446.43164,2.6996746,450.5898,4948.6035,656.47394,3265.3406,10.41456,9.4142
704,2021-07-30 08:00:00,231.3,228.79,430.91364,1.4875317,432.5451,5059.767,653.96124,3281.9497,12.46904,7.07724
705,2021-07-30 09:00:00,229.79,229.58,405.1217,0.0,368.4295,4959.392,656.9168,3287.4521,14.24638,8.2472
706,2021-07-30 10:00:00,234.25,238.74,380.4164,0.0,349.69135,5478.6943,657.94727,3248.8928,15.61097,8.54605
707,2021-07-30 11:00:00,240.6,242.98,357.67697,6.975735,408.11487,5915.2954,658.62976,3260.6985,16.9871,7.38137
708,2021-07-30 12:00:00,246.63,247.77,337.90747,35.829914,493.63693,6569.353,658.7309,3285.1404,17.95988,7.37941
709,2021-07-30 13:00:00,250.77,250.84,316.37228,78.9837,538.4696,6990.129,657.6371,3278.033,17.10648,10.67069
710,2021-07-30 14:00:00,254.02,257.73,292.84863,123.527626,541.48486,7775.0464,657.7803,3282.9666,18.54015,14.03099
711,2021-07-30 15:00:00,254.67,261.95,284.2003,158.28177,531.76337,8269.7,660.5206,3269.5422,19.09408,13.1532
712,2021-07-30 16:00:00,256.45,265.07,290.22968,175.79887,565.63214,8835.518,660.3264,3280.6934,19.66298,11.65415
713,2021-07-30 17:00:00,257.47,268.93,293.08072,181.42943,588.79614,9400.785,662.34296,3266.9219,20.48278,12.02283
714,2021-07-30 18:00:00,258.14,270.24,301.4485,175.59872,644.2951,9748.272,663.9934,3272.8813,21.98654,13.61073
715,2021-07-30 19:00:00,253.88,268.98,318.39984,170.74144,716.0573,9735.15,672.46747,3261.7083,21.15655,13.46552
716,2021-07-30 20:00:00,250.59,269.51,338.27643,162.04619,818.74945,10112.676,668.19824,3257.0403,22.61037,13.1373
717,2021-07-30 21:00:00,246.44,266.61,367.43503,136.69756,990.00696,10155.894,663.9122,3263.5928,24.00255,13.78029
718,2021-07-30 22:00:00,247.73,264.15,400.26517,85.23611,1140.1548,10078.587,663.99225,3245.2017,23.10135,14.07615
719,2021-07-30 23:00:00,247.63,262.39,429.2917,39.34267,1125.2771,9801.133,662.15814,3265.8357,23.01407,14.33179
720,2021-07-31 00:00:00,250.48,253.59,909.7954,12.427055,907.51324,9186.02,686.4782,3268.812,4.22047,5.23515
721,2021-07-31 01:00:00,247.87,250.92,925.52295,3.2243795,765.57874,8606.111,684.45264,3288.1184,5.27227,6.11019
722,2021-07-31 02:00:00,239.86,245.47,930.6663,15.383708,668.5567,7783.202,689.3084,3275.031,5.92992,5.48556
723,2021-07-31 03:00:00,224.59,238.3,923.1599,15.424401,592.104,6904.465,686.643,3273.5645,7.13117,3.4619
724,2021-07-31 04:00:00,212.28,234.76,906.3871,2.8958158,508.6487,6408.171,680.2596,3281.7034,8.56837,4.05491
725,2021-07-31 05:00:00,203.44,227.46,897.14124,0.0,418.32333,5643.011,682.48364,3290.3992,9.5734,5.82651
726,2021-07-31 06:00:00,198.88,225.46,879.0251,0.0,405.9081,5407.6074,683.8016,3273.4475,9.73428,10.38233
727,2021-07-31 07:00:00,195.4,217.75,862.05133,3.5503833,430.34247,4876.7417,686.27264,3274.1167,10.53088,9.4142
728,2021-07-31 08:00:00,193.62,219.5,838.9297,7.5125165,420.46735,4979.355,683.325,3290.8777,12.59823,7.07724
729,2021-07-31 09:00:00,190.79,219.39,799.55225,0.0,411.08,4882.9824,686.4102,3296.4297,14.37546,8.2472
730,2021-07-31 10:00:00,190.77,227.54,765.587,0.0,457.20486,5411.345,686.79095,3257.623,15.74243,8.54605
731,2021-07-31 11:00:00,196.36,232.11,721.90845,18.724695,519.2245,5836.171,688.9598,3269.4973,17.13322,7.38137
732,2021-07-31 12:00:00,199.41,239.14,681.68176,65.15651,512.64276,6470.034,689.604,3294.0393,18.13037,7.37941
733,2021-07-31 13:00:00,198.12,244.08,633.9026,140.47751,476.78592,6898.578,689.8409,3286.8645,17.27174,10.67069
734,2021-07-31 14:00:00,194.17,251.24,580.75037,206.23676,477.97546,7661.4424,689.64874,3291.8088,18.75345,14.03099
735,2021-07-31 15:00:00,188.09,255.47,543.3178,244.06128,498.00644,8141.014,694.0498,3278.3604,19.31099,13.1532
736,2021-07-31 16:00:00,188.79,259.26,511.8832,262.05182,543.2002,8690.76,697.3341,3289.4897,19.89227,11.65415
737,2021-07-31 17:00:00,190.64,263.91,476.39923,264.97787,566.6715,9242.247,697.9871,3275.6497,20.71015,12.02283
738,2021-07-31 18:00:00,194.0,267.06,433.08337,258.2563,576.2479,9578.491,701.73413,3281.6443,22.24467,13.61073
739,2021-07-31 19:00:00,201.96,268.39,398.7231,255.9729,557.9101,9577.547,709.79785,3270.412,21.40295,13.46552
740,2021-07-31 20:00:00,212.68,270.97,377.95438,247.84346,586.4106,9954.329,706.0343,3265.7666,22.89049,13.1373
741,2021-07-31 21:00:00,224.42,268.66,360.7641,200.64009,788.3125,9980.717,706.6946,3272.416,24.31512,13.78029
742,2021-07-31 22:00:00,225.55,265.69,346.51276,122.00438,1033.3368,9892.328,705.1122,3253.8208,23.40799,14.07615
743,2021-07-31 23:00:00,233.15,263.02,343.37665,72.339096,1103.919,9610.836,702.3879,3274.6143,23.31173,14.33179
744,2021-08-01 00:00:00,236.7,245.53,336.3476,0.0,881.8408,6996.0654,732.5813,3315.8132,0.34736,5.23515
745,2021-08-01 01:00:00,238.37,244.43,341.03897,2.955413,776.1919,6762.277,729.30853,3344.845,0.36767,6.11019
746,2021-08-01 02:00:00,240.47,239.66,328.84567,14.643594,695.6642,6130.427,729.3754,3320.4846,0.51106,5.48556
747,2021-08-01 03:00:00,232.3,231.97,310.7846,9.372706,629.4274,5359.6177,726.3813,3318.6228,0.91878,3.4619
748,2021-08-01 04:00:00,218.43,227.5,287.71426,5.4025044,560.7975,4910.035,722.7203,3331.725,1.25272,4.05491
749,2021-08-01 05:00:00,211.96,217.33,269.03622,0.0,472.51074,4098.5815,722.7341,3337.8936,2.30574,5.82651
750,2021-08-01 06:00:00,202.2,213.78,243.82298,0.0,460.65747,3829.3357,716.63306,3322.7192,3.33073,10.38233
751,2021-08-01 07:00:00,199.25,199.77,222.76648,0.25860432,481.07034,3109.984,720.6279,3321.1143,4.18719,9.4142
752,2021-08-01 08:00:00,196.54,193.57,199.672,4.256769,476.9976,2845.6611,714.6504,3344.909,5.55289,7.07724
753,2021-08-01 09:00:00,194.77,194.06,164.74881,0.0,456.74298,2791.0435,719.06866,3351.0454,7.33561,8.2472
754,2021-08-01 10:00:00,196.54,204.15,142.04066,0.0,487.89737,3209.1433,713.06976,3304.3296,8.57273,8.54605
755,2021-08-01 11:00:00,197.51,209.87,125.134995,19.596659,548.9942,3594.8699,711.11414,3317.4172,9.16459,7.38137
756,2021-08-01 12:00:00,192.29,219.32,118.080376,63.052635,567.62463,4246.7563,708.9588,3346.9058,8.8328,7.37941
757,2021-08-01 13:00:00,203.74,226.83,100.915886,117.71818,563.3401,4763.344,708.632,3340.22,8.25883,10.67069
758,2021-08-01 14:00:00,212.53,235.13,81.87873,169.71397,572.2264,5433.0835,706.9917,3340.4739,7.12124,14.03099
759,2021-08-01 15:00:00,217.32,236.15,83.866776,196.2751,588.0837,5570.547,705.5895,3327.486,7.4816,13.1532
760,2021-08-01 16:00:00,221.0,239.21,88.61033,205.56067,631.22626,5936.5635,705.73926,3335.19,7.38728,11.65415
761,2021-08-01 17:00:00,223.74,244.63,83.790016,207.03868,660.10815,6432.793,704.1683,3322.083,8.31021,12.02283
762,2021-08-01 18:00:00,233.03,246.69,83.93771,198.50256,683.9108,6662.751,703.7861,3326.4026,8.16702,13.61073
763,2021-08-01 19:00:00,238.43,249.93,81.09231,189.67334,682.13806,6906.3794,711.19354,3314.725,7.96476,13.46552
764,2021-08-01 20:00:00,243.68,253.87,86.63018,173.843,708.4139,7347.8706,708.39545,3311.2104,7.61352,13.1373
765,2021-08-01 21:00:00,238.79,254.19,98.42545,141.79341,874.3618,7745.551,705.6028,3327.7466,7.26891,13.78029
766,2021-08-01 22:00:00,232.6,254.15,105.80501,80.99901,1075.8815,8006.077,704.9618,3298.2559,6.68502,14.07615
767,2021-08-01 23:00:00,238.89,255.54,121.232956,34.1649,1133.2788,8285.471,702.96857,3323.6833,7.07833,14.33179
768,2021-08-02 00:00:00,246.52,251.5,117.58283,18.616524,1081.7815,7628.187,721.3773,3307.7644,0.34372,5.23515
769,2021-08-02 01:00:00,247.73,252.04,138.89561,7.6273446,864.6731,7313.131,718.5975,3336.7212,0.36306,6.11019
770,2021-08-02 02:00:00,256.64,246.72,137.32779,9.217648,735.5872,6470.2935,719.0978,3312.4153,0.50596,5.48556
771,2021-08-02 03:00:00,243.36,238.81,132.92451,4.84592,640.8592,5600.9136,716.0105,3310.5786,0.91294,3.4619
772,2021-08-02 04:00:00,228.83,236.56,130.14754,0.21123858,557.07666,5296.7754,711.378,3323.689,1.24584,4.05491
773,2021-08-02 05:00:00,221.38,225.82,126.54524,0.0,494.09464,4447.3535,712.02435,3329.7502,2.29891,5.82651
774,2021-08-02 06:00:00,222.44,221.88,126.10732,0.0,502.8191,4197.497,706.67084,3314.6938,3.32471,10.38233
775,2021-08-02 07:00:00,221.08,206.39,127.70314,3.2861829,513.24646,3367.1482,709.8478,3313.049,4.18123,9.4142
776,2021-08-02 08:00:00,219.5,199.13,115.12135,3.9134781,470.30038,2999.2964,704.3355,3336.716,5.54626,7.07724
777,2021-08-02 09:00:00,222.04,202.27,101.30462,0.0,450.5204,3087.9265,708.4328,3342.7935,7.329,8.2472
778,2021-08-02 10:00:00,224.6,212.23,87.4848,0.0,520.08057,3593.3467,703.5173,3296.2832,8.56599,8.54605
779,2021-08-02 11:00:00,232.06,215.64,76.106926,8.815692,601.4141,3907.509,701.3749,3309.2808,9.1571,7.38137
780,2021-08-02 12:00:00,240.27,227.77,70.83872,45.640324,592.62213,4731.971,699.6814,3338.7505,8.82407,7.37941
781,2021-08-02 13:00:00,237.96,235.12,64.009094,101.50621,540.3474,5231.7603,698.9714,3332.1775,8.25035,10.67069
782,2021-08-02 14:00:00,239.59,243.85,63.839985,158.88965,537.9268,6035.2275,697.055,3332.317,7.11031,14.03099
783,2021-08-02 15:00:00,246.63,245.23,76.30465,199.55887,565.6684,6291.387,695.9019,3319.3445,7.47048,13.1532
784,2021-08-02 16:00:00,249.99,246.84,89.22455,220.54839,622.67126,6636.5776,696.01917,3327.0266,7.37553,11.65415
785,2021-08-02 17:00:00,252.31,252.44,99.60272,227.79924,661.0242,7280.139,695.0644,3314.027,8.29855,12.02283
786,2021-08-02 18:00:00,253.2,254.51,105.81832,221.87575,713.6336,7625.544,694.6868,3318.2664,8.15379,13.61073
787,2021-08-02 19:00:00,253.28,254.24,126.1304,220.6671,751.82904,7677.0356,702.13477,3306.6396,7.95213,13.46552
788,2021-08-02 20:00:00,251.71,256.42,140.48166,208.72157,837.32556,8123.6973,699.002,3303.082,7.59916,13.1373
789,2021-08-02 21:00:00,246.97,255.56,156.33583,176.34872,1071.1503,8556.444,695.59247,3319.6245,7.25288,13.78029
790,2021-08-02 22:00:00,244.38,252.8,178.37216,115.77118,1320.363,8619.479,695.7271,3290.2498,6.6693,14.07615
791,2021-08-02 23:00:00,248.59,254.88,201.60823,58.87061,1349.7639,8927.272,693.5407,3315.5317,7.06307,14.33179
792,2021-08-03 00:00:00,253.93,254.19,333.6696,8.096426,1178.3324,8534.752,684.8342,3244.9128,4.56273,5.23515
793,2021-08-03 01:00:00,257.4,253.64,340.71118,4.4946265,926.21545,7969.3433,682.288,3264.007,5.70569,6.11019
794,2021-08-03 02:00:00,254.55,250.05,324.50156,10.668103,752.36334,7151.0146,685.9698,3250.7976,6.40878,5.48556
795,2021-08-03 03:00:00,239.73,244.74,306.06467,7.359156,618.36334,6332.0825,683.22595,3249.344,7.68015,3.4619
796,2021-08-03 04:00:00,220.92,242.72,284.3938,1.3266139,513.858,5928.3013,676.4683,3257.6077,9.21484,4.05491
797,2021-08-03 05:00:00,207.68,234.94,264.72086,0.0,453.46945,5172.577,679.7153,3266.134,10.21564,5.82651
798,2021-08-03 06:00:00,207.54,233.33,248.69666,0.0,477.1242,5035.3213,679.5446,3249.4783,10.30016,10.38233
799,2021-08-03 07:00:00,203.66,225.51,235.10219,2.0923536,493.5573,4513.413,680.7613,3250.0942,11.09146,9.4142
800,2021-08-03 08:00:00,194.75,227.71,213.64136,4.7587285,448.05548,4582.8667,677.5019,3266.9094,13.22082,7.07724
801,2021-08-03 09:00:00,194.71,227.06,190.5439,0.0,423.67108,4450.78,680.6153,3272.393,14.99757,8.2472
802,2021-08-03 10:00:00,201.41,236.04,174.32054,0.0,470.09564,5034.9604,681.32855,3233.7996,16.37601,8.54605
803,2021-08-03 11:00:00,213.02,239.47,158.77667,10.359399,542.16644,5425.6265,681.90906,3245.638,17.8374,7.38137
804,2021-08-03 12:00:00,225.83,245.02,151.78151,47.951855,544.39734,5981.964,681.8311,3270.0286,18.95198,7.37941
805,2021-08-03 13:00:00,235.3,250.77,146.46857,104.90331,498.093,6496.1157,680.9304,3262.9478,18.06821,10.67069
806,2021-08-03 14:00:00,239.13,256.86,144.30959,159.08139,499.28455,7220.8,680.54816,3267.812,19.78137,14.03099
807,2021-08-03 15:00:00,244.09,259.77,157.76413,192.56682,531.77185,7685.8726,682.9136,3254.5017,20.35634,13.1532
808,2021-08-03 16:00:00,243.26,262.18,170.25706,207.8357,591.44006,8200.578,684.0324,3265.5542,20.99732,11.65415
809,2021-08-03 17:00:00,244.88,265.91,176.384,212.43484,623.4163,8738.845,685.1868,3251.8462,21.80592,12.02283
810,2021-08-03 18:00:00,247.84,267.93,173.15712,205.22926,667.3618,9099.377,686.7724,3257.7507,23.4887,13.61073
811,2021-08-03 19:00:00,250.09,268.08,184.39154,201.96542,703.16345,9183.76,695.45447,3246.6829,22.59047,13.46552
812,2021-08-03 20:00:00,248.64,269.8,190.41501,191.01755,777.4626,9608.93,691.2797,3242.13,24.2405,13.1373
813,2021-08-03 21:00:00,248.26,266.19,196.45377,156.97337,1014.6239,9650.896,687.9427,3248.9653,25.82147,13.78029
814,2021-08-03 22:00:00,244.5,261.66,207.90709,95.13356,1287.5765,9520.43,687.96545,3230.362,24.88578,14.07615
815,2021-08-03 23:00:00,253.49,258.5,225.4302,45.360714,1346.7689,9210.736,685.7042,3251.0217,24.74626,14.33179
816,2021-08-04 00:00:00,259.97,260.12,211.4982,3.290645,959.8195,8557.051,672.97546,3266.3784,4.67642,5.23515
817,2021-08-04 01:00:00,265.56,259.02,224.39467,0.0,752.3924,8004.8403,670.60376,3285.8481,5.84966,6.11019
818,2021-08-04 02:00:00,260.04,254.01,220.03267,0.0,647.05286,7162.944,674.50214,3272.4312,6.56785,5.48556
819,2021-08-04 03:00:00,246.32,246.67,209.5838,0.0,578.2465,6292.2954,671.7389,3270.938,7.86252,3.4619
820,2021-08-04 04:00:00,228.98,243.41,201.76784,0.9209096,511.42554,5892.126,665.4206,3279.2246,9.4296,4.05491
821,2021-08-04 05:00:00,214.98,234.47,190.36577,0.0,454.3999,5076.906,668.30634,3287.8962,10.42899,5.82651
822,2021-08-04 06:00:00,206.28,232.31,177.70369,0.0,476.5265,4903.7466,669.2006,3271.0024,10.48814,10.38233
823,2021-08-04 07:00:00,203.89,222.95,167.69666,3.609922,496.8286,4315.243,670.50745,3271.641,11.27768,9.4142
824,2021-08-04 08:00:00,207.86,224.87,150.12231,2.258027,456.9312,4369.888,667.9027,3288.6885,13.42764,7.07724
825,2021-08-04 09:00:00,212.09,223.67,125.64928,0.0,423.24457,4197.7183,670.9307,3294.2776,15.20423,8.2472
826,2021-08-04 10:00:00,217.78,232.47,106.06218,0.0,474.93518,4736.752,671.89557,3255.2168,16.58648,8.54605
827,2021-08-04 11:00:00,230.87,235.7,91.57704,3.843685,557.99005,5099.9907,673.35175,3267.1853,18.07132,7.38137
828,2021-08-04 12:00:00,244.24,241.76,81.17726,30.500925,575.4229,5662.527,673.8495,3291.7712,19.22492,7.37941
829,2021-08-04 13:00:00,250.45,247.29,69.53708,68.849144,552.8866,6123.099,673.4551,3284.5403,18.33278,10.67069
830,2021-08-04 14:00:00,254.06,254.39,52.920334,110.27361,557.53345,6850.35,673.46686,3289.4678,20.12284,14.03099
831,2021-08-04 15:00:00,257.21,258.04,55.547737,146.69759,572.2583,7307.775,677.3161,3276.0776,20.7036,13.1532
832,2021-08-04 16:00:00,260.09,260.8,63.20216,164.013,617.7268,7801.95,678.7854,3287.1252,21.36441,11.65415
833,2021-08-04 17:00:00,266.46,265.09,60.97673,166.2528,650.15265,8358.294,680.17456,3273.2563,22.16993,12.02283
834,2021-08-04 18:00:00,266.86,266.87,66.34165,161.09503,705.6116,8726.347,683.0876,3279.2544,23.90196,13.61073
835,2021-08-04 19:00:00,267.1,266.96,72.841324,154.82286,755.68365,8820.1,691.3642,3268.041,22.98496,13.46552
836,2021-08-04 20:00:00,264.16,268.82,82.774475,141.20273,847.1926,9299.358,687.3675,3263.5027,24.68896,13.1373
837,2021-08-04 21:00:00,258.09,265.5,98.64151,116.78086,1073.2423,9409.646,685.5599,3270.4255,26.32187,13.78029
838,2021-08-04 22:00:00,248.75,261.86,115.661156,72.91072,1297.0538,9352.478,684.7142,3251.5015,25.37669,14.07615
839,2021-08-04 23:00:00,253.4,260.19,133.9421,27.195303,1289.7811,9101.663,682.46985,3272.4639,25.2228,14.33179
840,2021-08-05 00:00:00,260.67,263.98,142.79535,0.7588906,1045.9812,9139.604,659.5753,3269.9102,4.78574,5.23515
841,2021-08-05 01:00:00,267.53,262.58,182.09659,0.44504794,817.6122,8537.11,657.7593,3289.521,5.9881,6.11019
842,2021-08-05 02:00:00,265.71,257.54,201.46524,2.5157673,684.36835,7632.6846,661.39233,3275.972,6.7208,5.48556
843,2021-08-05 03:00:00,250.1,250.2,216.44174,2.3267632,592.93134,6709.271,658.8167,3274.4697,8.03787,3.4619
844,2021-08-05 04:00:00,236.24,245.86,231.02962,7.6002107,522.0631,6230.3843,653.32874,3282.8044,9.63609,4.05491
845,2021-08-05 05:00:00,225.87,236.62,249.00256,1.8928818,474.30466,5412.6143,655.9262,3291.4746,10.63412,5.82651
846,2021-08-05 06:00:00,225.16,233.16,263.38812,0.0,507.0033,5195.7246,657.2934,3274.5625,10.66888,10.38233
847,2021-08-05 07:00:00,223.06,224.42,279.49152,0.85133827,517.75995,4639.287,658.54016,3275.1846,11.45674,9.4142
848,2021-08-05 08:00:00,220.17,226.91,279.84015,0.9426911,472.1697,4756.789,657.15094,3292.33,13.6265,7.07724
849,2021-08-05 09:00:00,223.4,226.44,276.41895,0.0,436.30392,4655.871,660.1313,3297.9402,15.40293,8.2472
850,2021-08-05 10:00:00,230.85,234.54,274.92136,0.0,486.90854,5223.5737,661.1488,3258.739,16.78885,8.54605
851,2021-08-05 11:00:00,235.79,237.5,272.3357,5.9554462,579.72375,5630.694,662.72845,3270.7385,18.29624,7.38137
852,2021-08-05 12:00:00,241.9,243.44,273.1555,21.08519,614.3262,6257.052,664.18365,3295.3965,19.48734,7.37941
853,2021-08-05 13:00:00,246.18,248.49,261.2907,45.009537,595.9498,6691.7363,664.46655,3288.147,18.58718,10.67069
854,2021-08-05 14:00:00,251.73,255.4,254.70377,71.29498,597.63196,7435.334,664.6458,3293.0425,20.45116,14.03099
855,2021-08-05 15:00:00,258.82,259.31,255.47614,96.21484,609.2206,7910.556,669.9575,3279.6458,21.03748,13.1532
856,2021-08-05 16:00:00,266.27,262.12,256.32263,111.22427,651.2632,8409.493,671.0027,3290.662,21.71737,11.65415
857,2021-08-05 17:00:00,266.33,266.06,258.27832,112.69976,681.8414,8958.583,673.0439,3276.7756,22.51992,12.02283
858,2021-08-05 18:00:00,268.08,267.5,252.3174,112.70461,756.6166,9327.132,677.29175,3282.7727,24.2993,13.61073
859,2021-08-05 19:00:00,270.55,266.71,259.7504,104.67008,847.3208,9402.477,684.72723,3271.5347,23.36426,13.46552
860,2021-08-05 20:00:00,271.31,267.73,261.14297,95.26136,965.6543,9828.713,681.1035,3267.0098,25.12016,13.1373
861,2021-08-05 21:00:00,271.34,264.77,267.67157,74.73178,1189.986,9942.427,680.426,3274.0347,26.80301,13.78029
862,2021-08-05 22:00:00,259.59,261.44,275.89905,47.32202,1397.3694,9882.923,679.14667,3254.9646,25.8487,14.07615
863,2021-08-05 23:00:00,260.32,259.9,283.3148,20.155897,1374.8977,9622.199,677.03864,3276.0137,25.68099,14.33179
864,2021-08-06 00:00:00,267.38,266.54,74.721466,8.009893,967.95734,9094.691,690.4131,3290.0483,4.82824,5.23515
865,2021-08-06 01:00:00,272.77,264.85,111.097565,0.0,774.4711,8501.711,688.1333,3309.992,6.04191,6.11019
866,2021-08-06 02:00:00,270.59,259.6,135.2071,0.20738709,671.45355,7631.4927,692.69836,3296.3235,6.78026,5.48556
867,2021-08-06 03:00:00,250.19,252.34,149.2016,0.0,587.6908,6715.3765,689.8966,3294.797,8.10603,3.4619
868,2021-08-06 04:00:00,234.58,248.11,168.41974,0.7343672,515.2801,6238.2603,683.33984,3303.1238,9.71635,4.05491
869,2021-08-06 05:00:00,237.83,238.87,183.61067,0.0,473.77914,5422.7534,685.8976,3311.9077,10.71386,5.82651
870,2021-08-06 06:00:00,227.44,236.29,195.32098,0.62163377,466.03372,5197.7197,686.75885,3294.7788,10.73914,10.38233
871,2021-08-06 07:00:00,226.19,228.15,207.03877,3.3625746,460.41028,4639.613,688.8248,3295.4138,11.52634,9.4142
872,2021-08-06 08:00:00,224.07,230.8,201.25937,1.216585,410.80783,4753.073,685.6764,3312.6812,13.7038,7.07724
873,2021-08-06 09:00:00,224.73,229.66,184.90436,0.0,404.1719,4630.252,688.81006,3318.3687,15.48017,8.2472
874,2021-08-06 10:00:00,228.24,236.99,165.12085,0.0,480.2252,5162.631,689.3676,3278.8196,16.86752,8.54605
875,2021-08-06 11:00:00,236.86,241.0,148.3983,5.382886,530.9785,5554.7915,691.0016,3290.8948,18.38367,7.38137
876,2021-08-06 12:00:00,244.7,248.37,132.71098,30.778227,496.5689,6169.6636,691.3884,3315.7454,19.58936,7.37941
877,2021-08-06 13:00:00,252.97,253.58,111.416885,69.43656,447.2947,6570.814,691.2738,3308.3984,18.68607,10.67069
878,2021-08-06 14:00:00,258.77,260.05,91.00138,110.22679,459.12143,7307.2847,690.94543,3313.3132,20.57879,14.03099
879,2021-08-06 15:00:00,262.11,263.24,86.302345,145.6485,491.65247,7775.786,694.6947,3299.8237,21.16728,13.1532
880,2021-08-06 16:00:00,266.89,265.05,92.64413,166.28644,570.2448,8276.746,697.4119,3310.8442,21.85458,11.65415
881,2021-08-06 17:00:00,273.37,268.23,95.13685,172.48767,629.048,8823.112,698.08606,3296.8403,22.65597,12.02283
882,2021-08-06 18:00:00,277.81,268.99,108.39147,168.08313,716.1489,9177.006,701.1748,3302.9006,24.45377,13.61073
883,2021-08-06 19:00:00,276.47,268.05,126.59818,162.70645,794.201,9235.823,709.48865,3291.524,23.5117,13.46552
884,2021-08-06 20:00:00,266.06,268.7,148.86476,155.50418,911.76544,9671.118,705.59436,3286.9688,25.28778,13.1373
885,2021-08-06 21:00:00,264.25,265.41,178.14096,133.81483,1124.5367,9771.085,705.0125,3294.0242,26.99004,13.78029
886,2021-08-06 22:00:00,265.56,262.25,209.48834,87.04155,1324.58,9734.169,703.8882,3274.7407,26.03219,14.07615
887,2021-08-06 23:00:00,265.99,260.45,238.00157,43.734467,1315.8859,9483.506,701.2626,3296.0085,25.8591,14.33179
888,2021-08-07 00:00:00,273.41,271.07,259.76874,9.252413,1242.8969,10840.234,730.2393,3274.4412,4.71837,5.23515
889,2021-08-07 01:00:00,273.92,273.09,281.61642,2.9072063,849.6407,10176.38,727.0626,3294.2317,5.90278,6.11019
890,2021-08-07 02:00:00,273.82,271.49,287.06223,7.9473605,634.1296,9308.372,731.06775,3280.5825,6.62654,5.48556
891,2021-08-07 03:00:00,262.48,265.63,285.33694,5.427815,544.2759,8271.271,727.7132,3279.0837,7.9298,3.4619
892,2021-08-07 04:00:00,250.7,261.52,284.69452,0.0,506.10205,7701.7007,719.97156,3287.4553,9.50883,4.05491
893,2021-08-07 05:00:00,245.4,253.05,280.32336,0.0,471.69705,6713.946,723.7143,3296.0872,10.50769,5.82651
894,2021-08-07 06:00:00,240.55,250.23,274.45657,0.0,466.0233,6381.93,722.0614,3279.1646,10.55749,10.38233
895,2021-08-07 07:00:00,236.91,242.76,268.5991,4.193372,442.5987,5675.6924,723.3283,3279.7485,11.34639,9.4142
896,2021-08-07 08:00:00,235.42,245.51,252.35869,6.5058737,380.04715,5795.132,718.4323,3296.9126,13.50394,7.07724
897,2021-08-07 09:00:00,240.17,244.74,227.74069,0.0,353.8503,5611.8257,721.90393,3302.523,15.28047,8.2472
898,2021-08-07 10:00:00,238.92,251.59,206.7405,0.0,413.2373,6194.645,722.5355,3263.241,16.66413,8.54605
899,2021-08-07 11:00:00,242.75,254.81,186.90701,9.561781,483.15833,6653.1353,721.6656,3275.222,18.15762,7.38137
900,2021-08-07 12:00:00,248.44,260.61,170.12766,50.14173,464.85355,7325.1816,720.6074,3299.997,19.32561,7.37941
901,2021-08-07 13:00:00,253.63,265.8,153.35,111.731415,416.152,7901.76,719.0935,3292.7837,18.43039,10.67069
902,2021-08-07 14:00:00,259.59,271.99,132.84535,169.92284,424.10065,8830.1045,717.6149,3297.5732,20.24882,14.03099
903,2021-08-07 15:00:00,266.11,275.96,131.04628,207.5269,414.16714,9438.146,717.74304,3284.144,20.83171,13.1532
904,2021-08-07 16:00:00,275.73,278.59,136.42624,224.74298,483.0783,10152.734,719.34674,3295.1233,21.49984,11.65415
905,2021-08-07 17:00:00,282.23,280.65,134.7019,228.1085,585.18207,10777.62,719.2538,3281.2612,22.30422,12.02283
906,2021-08-07 18:00:00,282.18,280.41,138.47017,219.34055,752.3349,11250.421,719.068,3287.22,24.05442,13.61073
907,2021-08-07 19:00:00,281.35,277.92,148.84616,217.34065,911.92883,11254.569,728.663,3275.9463,23.13049,13.46552
908,2021-08-07 20:00:00,276.63,277.2,162.18365,202.18214,1082.2521,11620.48,724.27264,3271.383,24.85441,13.1373
909,2021-08-07 21:00:00,271.05,273.14,180.4604,164.08163,1382.1495,11720.903,719.17883,3278.4978,26.50648,13.78029
910,2021-08-07 22:00:00,269.4,269.33,201.4872,100.345665,1628.0629,11552.694,720.2051,3259.3284,25.5578,14.07615
911,2021-08-07 23:00:00,274.22,268.86,223.56242,45.83367,1535.6053,11203.675,717.5599,3280.4143,25.3986,14.33179
912,2021-08-08 00:00:00,281.22,281.15,290.56818,7.8470325,888.94696,11713.301,757.04083,3308.8418,0.45994,5.23515
913,2021-08-08 01:00:00,283.95,281.89,306.01202,4.253543,614.81415,11123.492,753.0984,3338.297,0.51023,6.11019
