,UTC time,carbon_intensity,carbon_from_src_forecasts,avg_solar_production_forecast,avg_wind_production_forecast,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_other_production_forecast
149,2021-07-07 05:00:00,404.34,371.07,0.0,4987.0786,9562.50451,26152.441,4949.718,29.861477,35.96095
150,2021-07-07 06:00:00,403.93,365.81,0.0,4627.23,8641.045,24424.922,4955.5806,22.822578,24.864723
151,2021-07-07 07:00:00,407.72,360.48,0.0,4630.0015,8094.55896,23111.98,4961.9277,17.3588,45.878696
152,2021-07-07 08:00:00,415.57,362.92,0.0,3908.3315,7698.93476,22049.215,4959.079,12.810483,44.82473
153,2021-07-07 09:00:00,420.45,364.33,0.0,3718.1682,7653.91128,21717.756,4953.669,9.946398,53.741947
154,2021-07-07 10:00:00,423.36,372.31,0.0,3272.1501,8041.18777,21926.135,4959.043,5.9373264,0.0
155,2021-07-07 11:00:00,423.23,376.04,0.0,3273.9053,8432.53604,22177.102,4959.6567,26.283842,10.973371
156,2021-07-07 12:00:00,419.85,385.88,0.0,2930.787,9141.4341,22699.383,4980.902,46.728424,59.849426
157,2021-07-07 13:00:00,413.84,383.99,575.5344,2947.155,9613.37237,23535.7,4985.4795,69.98372,45.197903
158,2021-07-07 14:00:00,390.6,377.72,1968.2025,2708.1697,10098.82778,24700.756,4989.717,90.65199,78.217865
159,2021-07-07 15:00:00,381.7,367.73,3693.9727,2536.6184,10393.70939,26469.344,4940.987,121.95684,75.66352
160,2021-07-07 16:00:00,380.92,364.26,4774.8286,2401.1064,10848.35517,28651.846,4971.849,139.83224,87.2132
161,2021-07-07 17:00:00,380.77,363.29,5153.828,2616.5117,11226.29363,30708.12,4967.9634,149.04527,104.069984
162,2021-07-07 18:00:00,375.36,365.25,5221.1675,2536.9111,11447.78231,32601.756,4961.893,139.85126,109.39763
163,2021-07-07 19:00:00,375.42,363.14,5302.299,2872.6375,11510.25965,33774.195,4975.4663,130.80739,110.09813
164,2021-07-07 20:00:00,373.42,366.57,5049.887,2890.0679,11812.42323,34982.797,4976.74,127.397804,69.13368
165,2021-07-07 21:00:00,372.16,365.36,5059.7666,3230.1772,11926.06871,35557.273,4984.5645,115.703316,97.65435
166,2021-07-07 22:00:00,371.71,362.92,4897.5454,3783.0789,11901.15537,35137.438,4973.5054,107.64719,92.759514
167,2021-07-07 23:00:00,369.69,361.88,4616.081,4148.753,11825.98037,33915.27,4948.364,110.62283,88.81793
168,2021-07-08 00:00:00,375.9,363.47,3826.4329,5255.529,12362.79266,35330.94,4985.1104,88.81076,58.286453
169,2021-07-08 01:00:00,389.75,373.37,1935.373,5208.415,12060.63329,33974.53,5003.248,81.2576,86.4505
170,2021-07-08 02:00:00,405.09,377.75,416.53955,5376.1035,11368.3696,31817.727,4994.602,63.38186,0.0
171,2021-07-08 03:00:00,403.12,379.73,0.0,5218.7417,10986.07346,29708.498,4982.2324,56.092186,31.299356
172,2021-07-08 04:00:00,401.03,374.75,0.0,5374.194,10412.31318,27520.896,4964.3774,38.151505,40.106552
173,2021-07-08 05:00:00,400.58,373.55,0.0,5248.962,10103.15319,25525.318,4954.415,25.799452,35.96095
174,2021-07-08 06:00:00,395.47,367.6,0.0,4982.3594,9176.90802,23245.541,4959.893,20.015087,24.864723
175,2021-07-08 07:00:00,388.79,362.18,0.0,4986.3438,8619.52042,21860.172,4966.1743,13.684577,45.878696
176,2021-07-08 08:00:00,387.94,363.46,0.0,4320.625,8149.46737,20909.264,4963.129,9.850161,44.82473
177,2021-07-08 09:00:00,384.26,363.14,13.532375,4178.4624,7993.49503,20624.098,4957.9824,6.666257,53.741947
178,2021-07-08 10:00:00,386.4,370.62,0.0,3728.8577,8307.37509,20714.514,4963.2217,1.2772856,0.0
179,2021-07-08 11:00:00,383.91,372.81,0.0,3822.0273,8631.56279,21165.057,4963.556,25.714127,10.973371
180,2021-07-08 12:00:00,388.14,384.53,0.0,3377.7173,9411.87105,21483.467,4984.925,45.362988,59.849426
181,2021-07-08 13:00:00,387.77,383.63,637.9689,3354.535,10005.1886,22181.312,4989.298,68.15612,45.197903
182,2021-07-08 14:00:00,370.18,376.78,2150.8696,3161.5508,10591.37854,23229.96,4993.7905,89.18855,78.217865
183,2021-07-08 15:00:00,364.07,366.66,3882.7542,3116.5073,10990.27679,24933.803,4945.072,116.01242,75.66352
184,2021-07-08 16:00:00,362.62,364.99,4849.7754,2876.8708,11474.45457,26879.541,4975.8184,135.20145,87.2132
185,2021-07-08 17:00:00,366.74,362.92,5231.265,3182.713,11787.35484,29155.658,4972.3193,140.55998,104.069984
186,2021-07-08 18:00:00,366.81,363.84,5273.462,3199.5295,11919.16631,31252.48,4965.7734,132.46265,109.39763
187,2021-07-08 19:00:00,363.15,361.96,5348.5645,3480.9849,11945.09136,32815.168,4979.1216,120.07633,110.09813
188,2021-07-08 20:00:00,360.41,365.99,5192.9517,3343.177,12276.71679,34438.145,4980.7764,117.32553,69.13368
189,2021-07-08 21:00:00,359.64,363.48,5212.671,3838.1274,12335.28408,35233.61,4988.156,106.907875,97.65435
190,2021-07-08 22:00:00,356.99,363.1,5010.4243,4105.3525,12322.56115,35175.438,4977.6143,99.44537,92.759514
191,2021-07-08 23:00:00,354.27,361.72,4754.523,4395.465,12141.32292,34225.777,4951.8076,103.124,88.81793
192,2021-07-09 00:00:00,352.9,348.78,3843.3406,7027.562,11741.69149,34223.836,4987.44,105.89551,58.286453
193,2021-07-09 01:00:00,357.34,357.07,1969.2083,7152.231,11498.6621,32892.766,5005.497,92.88413,86.4505
194,2021-07-09 02:00:00,364.83,360.23,430.21542,7455.5215,10925.05406,30691.957,4996.892,73.6007,0.0
195,2021-07-09 03:00:00,354.05,360.21,0.0,7396.6704,10495.29216,28550.023,4984.425,61.667934,31.299356
196,2021-07-09 04:00:00,335.67,354.59,0.0,7493.634,9907.94667,26363.549,4966.5723,38.084858,40.106552
197,2021-07-09 05:00:00,316.38,351.97,0.0,7309.049,9507.55611,24270.729,4956.542,22.312216,35.96095
198,2021-07-09 06:00:00,303.21,343.73,0.0,7170.5503,8630.87873,21990.936,4961.94,17.727028,24.864723
199,2021-07-09 07:00:00,301.96,339.15,0.0,6969.229,8101.20037,20568.256,4968.289,17.792625,45.878696
200,2021-07-09 08:00:00,302.92,338.79,0.0,6408.6055,7686.26375,19582.258,4965.1885,17.064495,44.82473
201,2021-07-09 09:00:00,305.84,338.7,89.45988,6209.291,7596.2617,19360.426,4960.069,17.16229,53.741947
202,2021-07-09 10:00:00,319.84,345.07,0.0,5902.73,7870.50766,19571.756,4965.247,9.614085,0.0
203,2021-07-09 11:00:00,326.8,347.39,0.0,5995.0835,8143.37743,20101.812,4965.5137,26.924128,10.973371
204,2021-07-09 12:00:00,340.32,357.95,0.0,5419.6924,8651.37405,20583.068,4986.934,40.2775,59.849426
205,2021-07-09 13:00:00,346.6,357.12,715.18744,5167.9697,8982.97071,21281.896,4991.257,54.503357,45.197903
206,2021-07-09 14:00:00,332.86,349.1,2305.8538,5140.23,9442.80697,22406.26,4995.8716,63.99393,78.217865
207,2021-07-09 15:00:00,324.8,339.87,3790.115,5478.2866,9802.32266,24144.996,4947.039,94.5046,75.66352
208,2021-07-09 16:00:00,333.07,342.76,4568.19,5098.007,10372.08799,26170.115,4977.807,120.12513,87.2132
209,2021-07-09 17:00:00,339.39,343.16,4868.913,5563.2246,10902.7479,28433.053,4974.322,131.88438,104.069984
210,2021-07-09 18:00:00,341.9,342.83,4958.5317,6132.8047,11254.7143,30637.72,4967.662,138.55139,109.39763
211,2021-07-09 19:00:00,339.17,343.14,5138.7017,6271.751,11459.32724,32342.258,4980.9707,135.68536,110.09813
212,2021-07-09 20:00:00,329.56,345.62,5103.3574,6327.9287,11759.83222,34050.64,4982.719,133.03009,69.13368
213,2021-07-09 21:00:00,322.84,340.62,5136.4785,7468.2593,11881.70825,35056.65,4990.027,124.9249,97.65435
214,2021-07-09 22:00:00,317.81,343.42,4961.7573,7066.1836,11815.3826,35234.574,4979.5527,115.44027,92.759514
215,2021-07-09 23:00:00,313.3,341.5,4780.0576,7427.145,11700.54509,34510.055,4953.566,118.61281,88.81793
216,2021-07-10 00:00:00,316.56,319.09,3904.4465,10390.711,11315.50918,23209.549,4990.669,99.364395,58.286453
217,2021-07-10 01:00:00,331.42,323.44,1898.3607,11306.516,11142.04896,22207.547,5008.524,90.03254,86.4505
218,2021-07-10 02:00:00,353.5,320.53,422.48557,12170.5625,10563.56827,20679.879,5000.039,81.27335,0.0
219,2021-07-10 03:00:00,354.29,314.64,0.0,12505.926,9991.37257,19283.625,4987.375,68.59087,31.299356
220,2021-07-10 04:00:00,338.67,302.03,0.0,13163.293,9333.15012,17757.047,4969.7266,51.64575,40.106552
221,2021-07-10 05:00:00,320.2,295.1,0.0,13013.848,8797.70947,16202.149,4959.6626,33.32176,35.96095
222,2021-07-10 06:00:00,295.2,280.98,0.0,13349.523,7992.37843,14781.104,4964.8057,20.703196,24.864723
223,2021-07-10 07:00:00,282.53,271.35,37.12077,13455.657,7477.28787,13655.3955,4971.1445,17.221294,45.878696
224,2021-07-10 08:00:00,295.66,264.91,7.6045237,13561.756,7179.95415,12807.933,4967.9194,14.727943,44.82473
225,2021-07-10 09:00:00,309.25,268.0,4.162489,13219.961,7228.17379,12787.447,4962.9624,10.722329,53.741947
226,2021-07-10 10:00:00,322.08,276.29,0.0,12897.382,7603.79344,13453.163,4968.037,10.43785,0.0
227,2021-07-10 11:00:00,328.33,279.73,0.0,13150.641,7898.36564,14126.012,4968.12,12.250351,10.973371
228,2021-07-10 12:00:00,335.17,288.99,0.0,12839.179,8311.57701,15125.003,4989.6323,16.355673,59.849426
