UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_solar_production_forecast,avg_wind_production_forecast,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_other_production_forecast
2020-01-01 00:00:00,8284,22209,5117,66,109,4209,28,5.80680030289775,285.692038450725,278.638589196137,190.77613755666,1.23205984430886,167.93787,15455.491,7283.762,13269.718,3933.0425,35.86076,8.790857
2020-01-01 01:00:00,8988,22324,5116,66,0,5125,24,5.85315310949737,285.034749850364,279.04490029709,0,0.68759402919838,32.01657,14522.63,7397.5854,12820.691,3883.1448,46.7813,8.921504
2020-01-01 02:00:00,7285,21058,5116,66,0,7386,18,5.85315310949737,285.034749850364,279.04490029709,0,0.68759402919838,0,14274.004,7456.455,12915.217,3904.6006,43.58279,8.863932
2020-01-01 03:00:00,6317,19088,5116,66,0,9383,15,5.85315310949737,285.034749850364,279.04490029709,0,0.68759402919838,41.471447,13971.932,7246.203,12884.426,3873.2534,42.229534,8.4908695
2020-01-01 04:00:00,5907,17667,5117,41,0,10450,14,5.40335297656413,284.768851914764,279.618053651336,0,1.15077468207657,70.0494,13348.552,7008.76,12035.43,3864.9072,37.029324,8.762373
2020-01-01 05:00:00,5775,15677,5117,39,0,11448,17,5.40335297656413,284.768851914764,279.618053651336,0,1.15077468207657,25.46407,13089.138,6694.2085,11130.339,3900.5615,21.155792,9.438945
2020-01-01 06:00:00,5756,14320,5117,2,0,11934,14,5.40335297656413,284.768851914764,279.618053651336,0,1.15077468207657,0.8784165,12381.46,6505.0854,10135.601,3847.8608,19.786898,9.739475
2020-01-01 07:00:00,5787,12738,5117,20,0,12842,17,4.85123734761615,284.484605809366,279.903311705985,0,0.611066264573079,0,11531.955,6163.0225,9687.986,3829.9734,10.143741,10.281036
2020-01-01 08:00:00,5761,11982,5117,12,0,13340,13,4.85123734761615,284.484605809366,279.903311705985,0,0.611066264573079,10.415207,11271.415,6148.024,9782.867,3815.3875,0,11.232068
2020-01-01 09:00:00,5726,11037,5117,3,0,13926,15,4.85123734761615,284.484605809366,279.903311705985,0,0.611066264573079,51.988457,10653.442,6041.231,9765.634,3849.572,0,10.968819
2020-01-01 10:00:00,5606,10334,5117,5,0,14458,12,4.35521046200119,284.273659177978,280.009507744476,0,0.931467695186623,0,10272.838,6387.7046,9931.796,3857.3826,4.504616,10.513947
2020-01-01 11:00:00,5503,10326,5117,42,0,14735,13,4.35521046200119,284.273659177978,280.009507744476,0,0.931467695186623,0,10199.562,6682.9243,10507.388,3809.675,17.473879,10.27483
2020-01-01 12:00:00,5600,11083,5117,43,0,14366,16,4.35521046200119,284.273659177978,280.009507744476,0,0.931467695186623,15.049067,9735.768,6971.668,11672.568,3867.7644,31.466486,10.916379
2020-01-01 13:00:00,5656,11903,5117,68,0,14151,13,5.11645052453015,285.351634359057,280.450851756151,23.016878079624,0.272999584224351,0,9594.131,7296.947,12757.542,3820.3962,59.152092,11.361943
2020-01-01 14:00:00,5732,12059,5117,70,0,14287,12,5.11645052453015,285.351634359057,280.450851756151,23.016878079624,0.272999584224351,9.522859,10083.495,7540.9497,13596.981,3864.0688,67.86259,11.790185
2020-01-01 15:00:00,5714,12427,5117,70,109,14347,13,5.11645052453015,285.351634359057,280.450851756151,23.016878079624,0.272999584224351,106.61804,10344.929,7881.627,13400.565,3826.535,65.89741,11.20041
2020-01-01 16:00:00,5932,13140,5117,70,467,14041,12,7.13942534315703,288.263610445681,280.111203583595,126.488164953333,0.705977901276658,324.98837,10456.077,7980.4214,12805.494,3849.1245,72.16899,11.952134
2020-01-01 17:00:00,6349,13320,5117,106,491,14287,16,7.13942534315703,288.263610445681,280.111203583595,126.488164953333,0.705977901276658,471.254,10786.476,8087.8037,12193.413,3921.1372,69.525085,11.831157
2020-01-01 18:00:00,6428,13390,5117,88,613,14472,13,7.13942534315703,288.263610445681,280.111203583595,126.488164953333,0.705977901276658,535.17554,11324.001,7998.387,11952.653,3878.301,47.299206,11.925014
2020-01-01 19:00:00,6539,13559,4983,116,583,14143,14,7.31187172416839,288.837070741198,279.49926845374,298.841367387734,0.758303380381683,628.2372,11446.964,7889.807,11627.583,3830.7405,48.479538,12.682713
2020-01-01 20:00:00,7011,14086,3905,22,581,13921,13,7.31187172416839,288.837070741198,279.49926845374,298.841367387734,0.758303380381683,646.7495,11901.422,7900.0435,11607.78,3848.754,50.563366,11.584167
2020-01-01 21:00:00,6859,13753,3905,3,455,14049,12,7.31187172416839,288.837070741198,279.49926845374,298.841367387734,0.758303380381683,646.4253,12567.798,7748.223,11526.41,3890.1313,39.384197,11.829126
2020-01-01 22:00:00,6745,13594,3905,5,295,14212,12,5.49510424098165,286.574865715612,279.297545740806,204.095164596413,1.29000319695555,566.5032,12803.106,7787.576,12019.843,3868.8916,43.307217,12.530957
2020-01-01 23:00:00,7018,13739,3905,42,154,14000,11,5.49510424098165,286.574865715612,279.297545740806,204.095164596413,1.29000319695555,343.17786,12883.344,7925.765,12333.508,3981.2744,41.69307,12.218033
2020-01-02 00:00:00,7893,13912,3905,42,39,14580,23,5.49510424098165,286.574865715612,279.297545740806,204.095164596413,1.29000319695555,142.31223,10059.665,8745.481,15891.901,3883.611,65.07171,12.237773
2020-01-02 01:00:00,7891,13764,3905,42,0,15841,22,4.28171441637844,285.500350313584,280.50363879885,0,0.382742542472409,0,9829.068,8917.819,15910.034,3889.9695,71.93175,12.167957
2020-01-02 02:00:00,7076,13250,3905,42,0,16783,18,4.28171441637844,285.500350313584,280.50363879885,0,0.382742542472409,1.5753887,9881.299,8919.462,16239.576,3886.426,65.595795,12.208344
2020-01-02 03:00:00,6703,13163,3905,42,0,16539,14,4.28171441637844,285.500350313584,280.50363879885,0,0.382742542472409,56.843884,10116.871,8758.057,16245.694,3885.887,68.75301,11.589808
2020-01-02 04:00:00,6662,12418,3905,42,0,16164,12,4.1906454561318,284.592952040195,280.08852045603,0,0.698928592509743,20.99659,10047.686,8475.634,15417.043,3894.776,59.810524,11.657189
2020-01-02 05:00:00,6921,10836,3904,42,0,15636,14,4.1906454561318,284.592952040195,280.08852045603,0,0.698928592509743,41.486454,10639.523,8050.455,14061.698,3888.6096,41.779785,12.219005
2020-01-02 06:00:00,6608,9977,3904,5,0,15005,16,4.1906454561318,284.592952040195,280.08852045603,0,0.698928592509743,0,10597.201,7758.4424,12362.136,3891.239,34.2887,12.412159
2020-01-02 07:00:00,6491,8773,3904,27,0,14670,13,4.33443577596839,283.672652281836,279.46083644406,0,0.214079824003854,0.71631736,10585.769,7309.9883,11976.015,3890.0378,28.403044,12.887485
2020-01-02 08:00:00,6215,7734,3905,6,0,14998,17,4.33443577596839,283.672652281836,279.46083644406,0,0.214079824003854,7.453232,10892.33,7173.986,11653.902,3884.8274,11.484416,13.394025
