,UTC time,carbon_intensity,carbon_from_src_forecasts,avg_wind_production_forecast,avg_solar_production_forecast,avg_coal_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_other_production_forecast
29,2021-07-02 05:00:00,336.99,351.21,2671.877,0.0,27667.729,600.1249,31908.873,31292.557,116.36557,995.8385
30,2021-07-02 06:00:00,332.67,343.34,2566.5222,15.13179,25781.729,473.32355,29947.078,31288.273,118.40852,1049.486
31,2021-07-02 07:00:00,326.42,343.47,2502.6733,40.29991,25824.277,519.24097,29504.684,31280.904,117.746506,1076.6978
32,2021-07-02 08:00:00,323.53,340.02,2360.7122,0.0,25053.61,585.2831,29105.775,31270.502,114.02337,989.0545
33,2021-07-02 09:00:00,324.04,339.29,2294.9897,0.0,24763.803,606.9791,30221.424,31254.252,103.61872,999.9356
34,2021-07-02 10:00:00,326.91,339.68,2410.3225,0.0,24871.523,606.09924,31056.184,31268.9,105.833855,1033.443
35,2021-07-02 11:00:00,330.39,345.63,2349.7668,55.38277,26000.486,616.7358,33789.715,31314.994,100.16005,1154.5867
36,2021-07-02 12:00:00,339.19,349.27,1867.9803,466.90259,26706.96,667.6759,34974.992,31279.047,92.57777,1211.336
37,2021-07-02 13:00:00,344.61,351.1,2149.5364,912.04396,27660.514,819.1895,37438.688,31260.61,93.54668,1407.7262
38,2021-07-02 14:00:00,346.19,358.67,1991.7421,1191.66504,29486.08,815.2083,40752.89,31274.107,93.44582,1624.8124
39,2021-07-02 15:00:00,340.69,365.54,1888.4829,1323.79199,31466.375,977.5178,42964.6,31342.543,97.58819,1819.7327
40,2021-07-02 16:00:00,333.24,364.17,2305.6099,1447.43581,32050.094,1670.382,46937.15,31282.307,102.01805,1908.1006
41,2021-07-02 17:00:00,334.74,363.34,2536.0388,1499.95673,32764.566,2536.893,47998.54,31217.338,108.66924,1939.3978
42,2021-07-02 18:00:00,334.08,363.86,2769.5686,1530.94693,33785.91,3237.2937,49589.395,31235.428,110.28327,1967.9235
43,2021-07-02 19:00:00,330.48,364.01,2915.3008,1469.16305,34433.816,3815.1565,49195.324,31222.572,100.853035,1970.3711
44,2021-07-02 20:00:00,330.37,359.13,3074.4812,1320.36992,33106.133,4036.8032,48875.977,31255.146,104.01738,2065.1362
45,2021-07-02 21:00:00,333.71,365.99,3367.465,1066.46313,34950.83,3661.5486,48968.875,31279.898,106.54543,2099.2844
46,2021-07-02 22:00:00,336.37,368.05,3335.1855,645.51817,34267.523,2700.7832,47694.9,31241.213,112.53423,2072.957
47,2021-07-02 23:00:00,342.93,370.19,3368.4302,207.27261,33881.203,1920.6263,46174.574,31293.627,114.4522,2033.967
48,2021-07-03 00:00:00,340.11,350.68,2211.6643,35.05962,27768.133,1590.9464,41192.703,31809.771,107.174805,1484.2506
49,2021-07-03 01:00:00,338.45,348.88,1836.8677,7.55664,26737.205,1085.863,38137.61,31795.223,103.72447,1379.2609
50,2021-07-03 02:00:00,334.92,345.07,1875.6367,57.02956,25832.598,710.73425,35976.08,31826.846,103.468346,1185.656
51,2021-07-03 03:00:00,322.56,335.49,1947.8479,20.76786,23805.023,502.01962,33853.555,31830.104,109.851494,943.77374
52,2021-07-03 04:00:00,343.45,324.54,1980.3525,0.0,21999.402,565.7063,30047.672,31821.94,111.98295,795.2163
53,2021-07-03 05:00:00,309.94,314.86,1937.0526,5.42602,20316.73,616.17267,28674.625,31839.678,110.4798,752.8376
54,2021-07-03 06:00:00,307.08,306.19,1817.39,18.6138,18761.516,534.6173,27052.725,31836.775,112.04843,827.39014
55,2021-07-03 07:00:00,301.5,304.93,1949.7112,19.58619,18697.441,631.55176,26832.393,31830.973,111.931595,864.6062
56,2021-07-03 08:00:00,298.22,302.58,1848.1493,0.0,18270.023,617.0162,26370.764,31811.283,109.667625,827.3485
57,2021-07-03 09:00:00,297.31,301.19,1905.271,0.0,17807.557,594.072,27870.799,31798.635,105.31281,844.4357
58,2021-07-03 10:00:00,297.25,301.11,1949.017,11.47904,17762.467,675.8119,28590.512,31818.33,107.98717,887.5024
59,2021-07-03 11:00:00,296.41,308.47,1931.7373,193.68404,18843.902,777.9523,31526.027,31854.326,106.9288,987.1193
60,2021-07-03 12:00:00,296.25,312.24,1741.2369,563.67577,19484.44,743.0532,32599.111,31824.387,102.69817,1034.1534
61,2021-07-03 13:00:00,303.03,316.5,1878.4646,992.02525,20398.969,831.39233,35155.938,31799.594,104.98811,1158.1443
62,2021-07-03 14:00:00,303.89,324.73,1789.3755,1323.56512,21907.531,816.12115,38499.855,31819.064,103.38035,1285.3116
63,2021-07-03 15:00:00,306.73,332.5,1722.1997,1532.18906,23683.795,948.6974,40498.555,31886.807,107.56944,1437.9791
64,2021-07-03 16:00:00,311.56,332.94,2022.9426,1650.64796,24223.459,1700.6981,44647.03,31815.918,112.68389,1546.5514
65,2021-07-03 17:00:00,315.35,332.9,2084.1147,1602.37051,24740.89,2603.01,46184.598,31746.668,113.619835,1541.1707
66,2021-07-03 18:00:00,318.23,333.71,2252.0332,1594.35702,25519.807,3343.717,47945.797,31766.404,112.82779,1548.9908
67,2021-07-03 19:00:00,316.96,334.09,2326.776,1590.14579,26259.234,4034.299,47462.715,31750.902,102.355095,1527.697
68,2021-07-03 20:00:00,314.07,327.24,2514.1267,1512.49776,24765.31,4380.496,47556.03,31786.62,102.5834,1588.2844
69,2021-07-03 21:00:00,312.77,333.0,2767.3142,1328.08852,26148.736,4141.883,47818.46,31822.324,103.469475,1641.8513
70,2021-07-03 22:00:00,315.57,332.96,2767.358,1020.46319,25302.785,3222.2524,46082.16,31778.088,104.93966,1633.2354
71,2021-07-03 23:00:00,319.19,334.57,2606.2063,634.35646,24808.674,2434.2605,44916.5,31830.354,104.82847,1642.0049
72,2021-07-04 00:00:00,326.07,335.43,2516.088,4.1264,25874.33,2902.2104,36403.88,31951.393,141.59029,1180.4304
73,2021-07-04 01:00:00,325.24,330.88,2170.3342,31.62914,24001.436,1771.3591,33627.773,31950.832,137.8234,1071.6753
74,2021-07-04 02:00:00,322.13,326.25,2040.7341,95.93969,22456.457,855.27094,32988.996,32000.879,137.71649,891.035
75,2021-07-04 03:00:00,313.67,317.63,2264.7842,0.0,20827.346,407.93594,30745.814,32021.174,144.0773,711.52637
76,2021-07-04 04:00:00,314.2,305.92,2358.997,0.0,19223.662,463.567,27218.545,32012.863,145.36632,629.01715
77,2021-07-04 05:00:00,292.37,295.93,2307.3694,0.0,17572.959,487.35703,26452.078,32023.793,143.02107,621.32874
78,2021-07-04 06:00:00,288.35,291.56,2144.244,0.0,16869.889,338.51242,24791.629,32012.766,144.01877,683.1347
79,2021-07-04 07:00:00,282.47,288.58,2065.6907,50.98373,16591.252,357.7367,23496.664,32033.646,142.78038,722.5363
80,2021-07-04 08:00:00,277.14,289.42,1865.7397,27.08978,16695.281,345.34695,22768.615,32008.307,140.65257,715.5829
81,2021-07-04 09:00:00,274.85,288.79,1781.6554,0.0,16397.354,375.21124,23316.58,31979.623,138.41576,775.9506
82,2021-07-04 10:00:00,276.23,294.02,1651.7112,37.75034,17174.252,359.1697,23131.088,31994.68,138.0485,830.26483
83,2021-07-04 11:00:00,274.97,299.53,1546.4751,545.03517,17882.49,445.3063,26281.213,32025.055,137.63354,912.5654
84,2021-07-04 12:00:00,280.73,303.59,1108.3306,1369.83644,18553.705,465.25977,28177.44,32008.697,133.17236,949.6055
85,2021-07-04 13:00:00,290.97,313.26,746.2118,2025.87015,20210.812,633.64526,31111.145,31981.885,135.6446,1063.7992
86,2021-07-04 14:00:00,307.86,318.7,810.14215,2271.54333,21009.25,600.5063,34876.26,31999.86,134.26187,1168.7556
87,2021-07-04 15:00:00,319.64,329.96,636.45825,2342.52025,23090.11,581.0682,37589.453,32073.232,139.29277,1275.6598
88,2021-07-04 16:00:00,327.91,332.78,795.30524,2470.74883,23941.479,934.6834,39767.594,31984.635,144.80585,1332.9628
89,2021-07-04 17:00:00,338.13,338.08,593.81793,2504.62275,25270.625,1626.666,44003.324,31920.746,146.52826,1318.7048
90,2021-07-04 18:00:00,335.97,339.03,747.40656,2546.31242,26218.225,2518.319,46418.996,31932.28,145.46533,1323.5277
91,2021-07-04 19:00:00,335.22,339.47,955.8211,2504.91678,27361.98,3514.6204,44948.89,31900.723,138.46777,1313.1907
92,2021-07-04 20:00:00,336.36,336.95,820.7534,2342.909,26719.766,4095.8713,47815.023,31966.451,138.82912,1359.78
93,2021-07-04 21:00:00,336.18,340.41,1284.1351,1951.61299,27945.697,4256.749,46876.62,32010.996,140.7439,1384.6968
94,2021-07-04 22:00:00,338.49,340.45,1431.7314,1198.91867,27370.48,4018.6162,45139.66,31978.666,144.29648,1380.7819
95,2021-07-04 23:00:00,345.45,341.83,1133.4993,411.09538,26573.117,3647.4446,45160.582,32001.078,145.20204,1374.1553
96,2021-07-05 00:00:00,347.86,353.73,1317.3467,45.14936,28112.576,2318.9814,43059.33,31764.928,147.03838,1848.9249
97,2021-07-05 01:00:00,345.76,348.42,1214.0502,35.2039,26031.121,1241.1875,39068.734,31771.96,143.1815,1643.5525
98,2021-07-05 02:00:00,339.99,341.24,1206.1349,100.29602,24057.312,569.15405,38343.285,31826.36,143.10872,1342.217
99,2021-07-05 03:00:00,337.13,331.4,1432.8894,0.0,22210.928,318.00528,35048.02,31852.062,149.46396,1037.7135
100,2021-07-05 04:00:00,300.39,317.78,1649.1508,0.0,20280.719,460.1209,30145.697,31835.684,150.54517,897.2441
101,2021-07-05 05:00:00,324.81,307.0,1729.8845,0.0,18486.15,464.23453,29034.602,31851.65,148.12645,872.5809
102,2021-07-05 06:00:00,317.33,303.15,1683.4634,0.0,17756.34,214.71155,27499.072,31835.342,149.00726,959.18005
103,2021-07-05 07:00:00,309.71,298.09,1822.9846,46.82619,17209.965,255.30312,26348.205,31862.729,147.6091,980.96185
104,2021-07-05 08:00:00,305.32,298.26,1724.5754,16.29977,17332.885,323.1543,25666.838,31840.703,145.57277,911.67126
105,2021-07-05 09:00:00,305.38,297.76,1783.4866,0.0,17129.584,380.64005,26645.818,31809.924,143.97226,929.63855
106,2021-07-05 10:00:00,305.42,304.34,1814.3989,13.03143,18202.488,394.5544,27236.395,31824.145,143.1235,977.46387
107,2021-07-05 11:00:00,306.99,309.41,1786.4857,554.03629,18968.365,474.0382,30925.186,31858.559,143.03313,1106.2317
108,2021-07-05 12:00:00,309.15,312.97,1634.4258,1429.03599,19820.432,441.52893,32992.027,31844.541,138.69217,1175.984
109,2021-07-05 13:00:00,320.91,325.08,1359.2048,2128.91968,22206.7,587.9574,36801.492,31809.441,141.25706,1370.5347
110,2021-07-05 14:00:00,332.59,330.52,1461.1107,2399.76742,23211.04,603.0042,41442.81,31837.268,139.84033,1565.3757
111,2021-07-05 15:00:00,346.32,341.17,1371.7521,2484.02864,25630.795,732.1359,44932.402,31907.514,145.01266,1761.2854
112,2021-07-05 16:00:00,353.66,344.15,1567.7609,2632.7127,27000.154,1416.1328,47179.414,31827.982,150.62402,1862.2201
113,2021-07-05 17:00:00,353.69,348.7,1375.4943,2693.41625,28641.244,2398.4006,52648.47,31758.49,152.20648,1853.8481
114,2021-07-05 18:00:00,350.67,349.43,1526.855,2771.31318,29749.062,3435.8674,56241.48,31771.684,150.98505,1882.3411
115,2021-07-05 19:00:00,350.53,349.28,1632.412,2750.96297,30612.516,4352.5093,54730.61,31740.514,144.51312,1873.051
116,2021-07-05 20:00:00,349.68,347.47,1577.7482,2581.72975,30035.014,4784.5767,58321.082,31802.062,144.75772,1955.9677
117,2021-07-05 21:00:00,348.41,351.9,1987.0911,2159.61656,31464.47,4721.1655,57218.98,31848.383,146.76509,1991.9913
118,2021-07-05 22:00:00,351.99,353.28,2123.8772,1371.82564,30861.195,4046.8757,54417.816,31819.006,150.44862,1964.542
119,2021-07-05 23:00:00,356.84,355.32,1754.7566,554.2792,29863.068,3341.3757,54468.79,31844.842,151.42651,1958.5403
120,2021-07-06 00:00:00,365.87,362.09,2734.6619,88.17266,31744.627,3153.688,53786.75,31618.318,101.88505,2588.4011
121,2021-07-06 01:00:00,367.48,360.96,2362.3442,18.50722,29865.863,1633.2214,48252.637,31609.424,98.54452,2334.9375
122,2021-07-06 02:00:00,363.15,355.09,2465.0557,76.70179,27853.684,653.8036,45330.84,31641.893,98.24931,1868.8142
123,2021-07-06 03:00:00,357.63,342.69,2651.5857,15.3133,24853.234,270.0767,41646.742,31648.854,104.63902,1447.958
124,2021-07-06 04:00:00,334.82,330.52,2739.423,0.0,22751.553,391.55008,35847.484,31643.12,107.014145,1221.4963
125,2021-07-06 05:00:00,343.89,318.63,2725.0908,0.0,20666.488,376.39172,32358.418,31658.664,105.5487,1102.2152
126,2021-07-06 06:00:00,334.97,312.02,2566.3296,0.0,19259.076,114.3008,30638.764,31655.69,107.2457,1138.4781
127,2021-07-06 07:00:00,330.67,311.13,2821.3823,21.54795,19360.693,151.43768,29994.707,31653.557,107.27402,1189.5055
128,2021-07-06 08:00:00,329.63,311.47,2622.8281,0.0,19390.809,212.23802,29752.771,31634.996,104.881836,1093.1615
129,2021-07-06 09:00:00,337.14,313.06,2754.8184,0.0,19613.3,304.6301,31477.3,31625.473,99.739716,1110.9849
130,2021-07-06 10:00:00,341.51,319.08,2690.7002,0.0,20541.53,344.2024,33678.13,31643.186,102.881546,1111.6285
131,2021-07-06 11:00:00,346.2,328.96,2597.1274,477.20733,22568.521,362.28516,36850.543,31679.65,101.38263,1234.8663
132,2021-07-06 12:00:00,353.77,332.09,2307.0837,1277.60321,23368.223,235.9544,38655.7,31655.72,96.94694,1272.0127
133,2021-07-06 13:00:00,365.34,337.0,2305.2756,1956.50941,24797.713,478.16437,42838.34,31631.043,99.11114,1456.4285
134,2021-07-06 14:00:00,373.91,343.21,2095.8928,2275.44792,26294.822,733.3465,47246.83,31657.178,97.57563,1663.0897
135,2021-07-06 15:00:00,377.48,351.81,1918.1006,2396.12453,28669.094,1057.1246,51118.2,31719.762,101.62269,1840.5709
136,2021-07-06 16:00:00,375.69,352.93,2200.9983,2510.33832,29683.738,1723.6971,54273.91,31652.027,106.62188,1922.1438
137,2021-07-06 17:00:00,372.33,353.5,2153.3562,2505.86246,30403.918,2697.019,58507.375,31588.26,107.842674,1969.7563
138,2021-07-06 18:00:00,373.58,354.0,2229.1113,2544.85941,31585.518,3887.0046,61864.74,31609.533,107.26966,1976.7899
139,2021-07-06 19:00:00,371.25,354.07,2303.6526,2519.14365,32602.797,4992.776,62013.176,31592.246,96.30038,1965.3463
140,2021-07-06 20:00:00,372.81,350.49,2566.9539,2357.72651,31760.629,5501.3374,64458.805,31629.875,96.71963,2098.52
141,2021-07-06 21:00:00,372.54,354.25,2879.63,1979.21008,32926.367,5464.0195,64964.39,31668.021,97.555374,2204.0215
142,2021-07-06 22:00:00,373.37,356.04,2918.2488,1336.82773,32603.072,4872.359,60878.4,31623.578,99.010284,2208.286
143,2021-07-06 23:00:00,378.78,358.56,2639.8745,679.00369,32070.707,4187.778,61022.32,31669.611,98.87881,2170.3945
144,2021-07-07 00:00:00,387.06,384.84,2449.4026,53.19899,38514.305,2670.3003,57539.824,31508.46,653.94354,2669.0576
145,2021-07-07 01:00:00,391.19,384.06,2078.4402,37.72691,36570.156,1429.7574,53601.035,31497.799,555.833,2366.234
146,2021-07-07 02:00:00,392.16,378.41,2076.094,87.18657,34340.33,848.09717,49368.19,31529.041,471.2806,1873.5234
147,2021-07-07 03:00:00,385.64,367.78,2154.6023,0.0,31215.29,727.71454,45376.895,31537.207,420.22864,1439.7726
148,2021-07-07 04:00:00,353.5,356.96,2194.524,0.0,28666.875,902.6643,40062.145,31531.158,392.35995,1217.8893
149,2021-07-07 05:00:00,374.39,347.43,2132.6858,0.0,26455.9,936.28796,37218.75,31547.54,350.515,1103.8513
150,2021-07-07 06:00:00,361.55,341.39,1978.681,0.0,24870.129,746.56494,34818.195,31543.988,344.9422,1156.557
151,2021-07-07 07:00:00,352.61,342.55,2061.7808,20.88406,25271.02,792.4218,34135.344,31541.562,341.74805,1209.0546
152,2021-07-07 08:00:00,349.91,342.58,1914.1805,0.0,25157.357,782.5497,34381.965,31524.867,366.15964,1103.681
153,2021-07-07 09:00:00,350.62,345.52,1943.4629,0.0,25701.87,737.1413,36075.56,31513.916,355.1324,1119.896
154,2021-07-07 10:00:00,358.11,351.14,1961.0566,59.46689,27028.127,751.15607,38200.35,31530.53,401.28925,1124.9244
155,2021-07-07 11:00:00,360.93,359.04,1915.7712,616.81883,29375.459,784.2577,41474.574,31569.404,440.2468,1261.2552
156,2021-07-07 12:00:00,369.52,362.28,1686.2578,1402.15658,30637.045,770.39685,43531.047,31543.67,472.58444,1332.7019
157,2021-07-07 13:00:00,380.1,364.37,1681.9019,1992.20884,31823.508,1045.6711,47783.38,31520.342,518.4611,1540.2418
158,2021-07-07 14:00:00,383.74,369.89,1649.564,2206.27161,33833.176,1331.8591,52416.297,31545.277,568.9996,1765.7891
159,2021-07-07 15:00:00,380.59,377.08,1579.2026,2271.60608,36737.36,1859.7224,56104.89,31607.922,581.6355,1944.0149
160,2021-07-07 16:00:00,378.68,375.53,1893.5472,2412.80575,37473.402,2751.4756,60185.156,31542.47,605.68243,2017.7946
161,2021-07-07 17:00:00,377.7,374.01,1901.7477,2471.73444,37978.57,3831.192,62371.33,31479.154,623.46857,2057.058
162,2021-07-07 18:00:00,376.08,373.58,2083.0396,2492.79491,39138.707,4942.759,65345.48,31500.193,630.2062,2053.1135
163,2021-07-07 19:00:00,375.89,373.1,2203.3347,2394.80376,39779.113,5789.437,65516.97,31483.328,623.4924,2051.0208
164,2021-07-07 20:00:00,375.75,369.73,2333.3938,2170.4868,38575.758,6027.667,65788.82,31520.299,616.1851,2205.9194
165,2021-07-07 21:00:00,376.61,374.23,2668.5667,1775.2741,39942.79,5728.6187,65886.695,31555.686,602.53906,2323.0784
166,2021-07-07 22:00:00,380.5,376.48,2709.082,1087.40579,39291.76,4900.5356,63372.53,31512.31,576.27454,2329.9875
167,2021-07-07 23:00:00,383.7,379.93,2486.614,396.8567,38914.586,4084.7786,61370.836,31558.688,543.36786,2268.7786
168,2021-07-08 00:00:00,387.1,392.59,1326.7336,18.20946,39653.234,2355.476,54053.387,31536.842,585.7059,2621.6396
169,2021-07-08 01:00:00,391.41,392.49,1036.74,42.668,38122.82,1268.524,50804.13,31525.271,516.7922,2299.1821
170,2021-07-08 02:00:00,389.73,387.19,1085.1455,81.35235,36131.832,882.90753,46965.055,31556.316,456.60486,1809.4146
171,2021-07-08 03:00:00,384.93,376.92,1124.0032,0.0,33093.29,907.0255,43465.61,31563.955,418.57376,1384.6547
172,2021-07-08 04:00:00,380.57,366.45,1244.4346,0.0,30510.484,1052.6517,38492.816,31557.479,395.16672,1181.2086
173,2021-07-08 05:00:00,366.9,356.95,1298.8679,0.0,28268.5,1084.0475,36330.61,31574.227,360.2221,1081.6592
174,2021-07-08 06:00:00,356.36,349.43,1264.5753,0.36545,26370.113,934.4365,33833.74,31570.621,347.17358,1143.1002
175,2021-07-08 07:00:00,353.28,349.3,1447.9778,44.02661,26594.484,1000.07306,33168.234,31567.7,334.12653,1192.2123
176,2021-07-08 08:00:00,351.46,347.05,1421.6294,5.06164,26069.55,1005.2701,33122.92,31550.83,339.3138,1087.0472
177,2021-07-08 09:00:00,352.2,348.53,1520.7258,0.0,26311.793,896.42,34473.543,31539.184,321.68716,1102.0645
178,2021-07-08 10:00:00,355.1,351.79,1686.6818,0.0,27128.861,863.2471,36073.445,31556.068,342.12912,1114.3651
179,2021-07-08 11:00:00,363.18,359.18,1760.8748,105.25253,29013.145,900.18536,39290.203,31594.975,363.82895,1254.4634
180,2021-07-08 12:00:00,366.4,362.31,1674.8978,572.5833,30168.293,1002.46277,40922.883,31568.18,377.1482,1343.4604
181,2021-07-08 13:00:00,372.03,363.44,1861.8202,1042.54453,31277.504,1436.5004,44437.05,31544.877,407.07788,1561.3945
182,2021-07-08 14:00:00,378.16,369.14,1870.179,1320.25748,33438.355,1802.0692,48605.24,31568.742,440.13284,1792.4011
183,2021-07-08 15:00:00,378.06,375.47,1888.5394,1457.10462,36004.74,2226.8774,51738.168,31632.178,450.47394,1970.192
184,2021-07-08 16:00:00,373.8,374.4,2261.2542,1617.86405,36692.246,2818.3088,56147.71,31566.256,474.69562,2040.6049
185,2021-07-08 17:00:00,370.81,373.74,2426.3936,1714.61844,37327.777,3518.5728,57473.707,31502.035,492.74356,2072.691
186,2021-07-08 18:00:00,370.13,373.79,2678.2195,1751.69188,38480.273,4354.6997,60082.844,31522.799,508.6582,2069.358
187,2021-07-08 19:00:00,366.46,373.76,2749.2185,1650.20926,39035.15,4988.6113,60143.86,31506.168,516.86523,2074.9983
188,2021-07-08 20:00:00,365.52,370.5,2928.2827,1472.20355,37729.652,4922.5645,59815.902,31542.918,523.396,2229.7222
189,2021-07-08 21:00:00,367.65,375.92,3276.651,1185.43411,39445.758,4597.04,60055.85,31577.79,522.6239,2336.4563
190,2021-07-08 22:00:00,369.8,376.76,3304.7917,683.9104,38795.492,4162.4233,58337.92,31534.469,510.95084,2338.2417
191,2021-07-08 23:00:00,373.42,378.8,3098.678,177.26629,38400.79,3689.0996,56217.938,31581.871,496.6749,2266.0566
192,2021-07-09 00:00:00,372.95,381.91,2495.2393,0.0,36613.45,1682.3999,44698.234,31760.758,177.39113,2126.4758
193,2021-07-09 01:00:00,368.67,380.63,1999.5994,22.27469,35151.1,1013.87805,41913.324,31747.055,173.42014,1776.2501
194,2021-07-09 02:00:00,371.41,375.14,1936.3533,56.81754,33399.344,710.8836,39433.01,31777.281,173.43541,1393.0791
195,2021-07-09 03:00:00,364.78,363.69,2108.254,5.31178,30541.791,654.1492,37086.277,31781.242,179.77948,1040.3888
196,2021-07-09 04:00:00,376.7,353.15,2152.5308,0.0,28190.133,752.7883,33228.723,31773.617,180.42593,939.3348
197,2021-07-09 05:00:00,352.39,343.39,2148.1477,0.0,26053.26,794.6753,31940.205,31790.43,177.01686,916.7196
198,2021-07-09 06:00:00,342.42,335.25,2026.7815,27.95833,24199.291,682.0741,29980.168,31786.28,177.50383,1005.58075
199,2021-07-09 07:00:00,338.42,335.41,2086.6301,37.0087,24335.914,716.89124,29572.0,31781.27,175.04294,1020.26764
200,2021-07-09 08:00:00,338.66,333.3,1946.0476,17.42548,23822.877,700.39044,29141.965,31761.783,172.83711,938.585
201,2021-07-09 09:00:00,341.78,333.69,1983.7947,0.0,23780.361,674.421,30290.52,31747.834,171.8579,956.3096
202,2021-07-09 10:00:00,347.02,336.69,1895.9955,0.0,24263.576,692.50006,31135.92,31766.705,168.32657,1038.8221
203,2021-07-09 11:00:00,343.22,345.04,1861.1409,109.17866,25920.95,676.5929,33942.688,31804.127,167.8813,1188.421
204,2021-07-09 12:00:00,346.8,349.51,1501.3887,413.90731,26768.37,682.6491,35070.36,31773.873,162.68785,1318.2067
205,2021-07-09 13:00:00,350.18,352.9,1519.0874,751.73067,27872.3,946.6079,37555.082,31749.074,165.14957,1540.8053
206,2021-07-09 14:00:00,354.02,359.72,1401.1097,967.29778,29704.082,1175.9313,40884.305,31771.361,164.21956,1793.6648
207,2021-07-09 15:00:00,354.3,367.08,1202.697,1068.18795,31950.957,1590.26,43107.11,31836.844,170.10033,2008.0306
208,2021-07-09 16:00:00,350.84,366.71,1419.7324,1139.01405,32697.928,2379.2334,47229.043,31767.61,175.9175,2104.8904
209,2021-07-09 17:00:00,351.09,366.02,1459.6971,1127.47038,33309.69,3331.209,48268.28,31698.158,179.28894,2131.8518
210,2021-07-09 18:00:00,350.7,366.59,1584.5244,1124.49177,34416.293,4217.8716,49924.082,31719.379,178.30751,2161.4846
