,UTC time,carbon_intensity,carbon_from_src_forecasts,avg_wind_production_forecast,avg_solar_production_forecast,avg_coal_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_other_production_forecast
1208,2021-08-20 08:00:00,330.35,323.62,577.91626,0.0,20708.098,801.23535,35898.637,32692.926,275.93304,1200.632
1209,2021-08-20 09:00:00,334.32,325.7,392.2695,0.0,20840.416,788.6453,37155.36,32668.338,258.0185,1231.549
1210,2021-08-20 10:00:00,342.97,329.13,568.33044,0.0,21552.438,813.7711,39192.4,32694.15,257.3832,1252.3502
1211,2021-08-20 11:00:00,345.59,337.93,504.84122,8.06138,23255.951,819.7947,42046.156,32723.895,250.24861,1380.9822
1212,2021-08-20 12:00:00,349.48,341.13,211.92105,548.48333,24058.012,811.465,43671.625,32687.744,241.56042,1424.2183
1213,2021-08-20 13:00:00,349.43,342.98,278.40198,1179.21346,24999.422,1163.4503,47160.754,32652.725,246.4103,1649.903
1214,2021-08-20 14:00:00,349.7,347.55,223.7679,1614.74232,26491.93,1533.8191,51291.258,32687.852,251.43845,1935.7668
1215,2021-08-20 15:00:00,349.99,354.0,52.96488,1806.50527,28584.102,2056.1453,54984.652,32748.951,252.32848,2179.8171
1216,2021-08-20 16:00:00,347.65,353.57,225.01984,1908.73617,29085.422,2833.3572,58647.246,32666.145,258.81955,2291.4297
1217,2021-08-20 17:00:00,344.4,353.15,24.499546,1916.08521,29407.537,3767.7063,60202.33,32576.537,271.75153,2376.8496
1218,2021-08-20 18:00:00,342.85,352.87,288.68146,1948.93739,30323.738,4767.5347,62948.035,32606.053,279.14523,2426.2388
1219,2021-08-20 19:00:00,342.19,353.56,331.34665,1884.02694,31095.867,5476.8037,63291.363,32582.781,282.1294,2461.8394
1220,2021-08-20 20:00:00,341.85,350.46,367.44467,1655.65501,29896.238,5548.2593,63279.242,32619.406,292.44727,2621.9004
1221,2021-08-20 21:00:00,344.99,355.84,428.57547,1256.49123,31128.322,5230.932,63461.293,32658.273,297.4008,2679.1116
1222,2021-08-20 22:00:00,346.69,356.36,646.78796,703.01857,30436.709,4553.3794,61344.855,32600.582,300.9114,2668.6833
1223,2021-08-20 23:00:00,354.4,358.52,482.47968,200.46431,30090.072,3862.6853,59399.348,32660.775,309.21756,2595.5186
1224,2021-08-21 00:00:00,356.24,361.16,829.1711,0.0,29847.676,2009.363,57198.95,32752.018,1333.8047,1794.9443
1225,2021-08-21 01:00:00,355.4,358.16,861.7843,1.654,28481.43,1229.848,53592.5,32742.416,1141.2931,1582.6443
1226,2021-08-21 02:00:00,349.99,352.62,910.37646,43.7346,26974.768,866.6003,49637.367,32768.137,1045.097,1300.9005
1227,2021-08-21 03:00:00,347.13,341.78,1079.1051,7.76987,24478.084,753.9307,45901.94,32758.887,898.6674,1009.60895
1228,2021-08-21 04:00:00,352.76,331.26,1120.8595,0.0,22497.973,873.368,41133.44,32749.973,747.3671,880.1331
1229,2021-08-21 05:00:00,330.77,321.78,1047.8914,4.91841,20625.545,946.09424,39018.004,32759.902,568.17145,856.02374
1230,2021-08-21 06:00:00,322.17,314.25,1076.1697,20.67542,19210.11,824.82416,36686.863,32749.637,445.5503,943.4775
1231,2021-08-21 07:00:00,315.87,315.31,1008.56024,16.50415,19514.346,858.3756,35948.977,32744.584,267.81415,965.04504
1232,2021-08-21 08:00:00,312.25,314.8,1121.1893,0.0,19496.041,874.4111,36125.996,32708.88,193.92969,895.8088
1233,2021-08-21 09:00:00,310.39,316.54,974.7005,0.0,19558.168,840.812,37302.645,32683.148,193.44307,909.8298
1234,2021-08-21 10:00:00,313.63,320.71,873.04205,0.0,20163.027,850.8706,39006.375,32709.11,222.14764,958.06323
1235,2021-08-21 11:00:00,316.71,328.72,911.94635,138.7992,21730.297,833.9847,41774.668,32739.254,255.5056,1079.8608
1236,2021-08-21 12:00:00,320.79,332.77,680.9433,475.08167,22586.34,890.2856,43300.59,32701.584,306.93292,1153.3124
1237,2021-08-21 13:00:00,332.19,336.04,578.8153,888.27298,23463.0,1195.0743,46546.566,32666.775,321.47092,1344.458
1238,2021-08-21 14:00:00,340.1,341.73,489.8353,1230.18924,24990.639,1470.8425,50585.25,32700.547,354.3829,1543.528
1239,2021-08-21 15:00:00,342.51,347.47,409.462,1436.59919,26885.766,2016.3187,54061.492,32762.527,351.86987,1742.6664
1240,2021-08-21 16:00:00,345.04,346.49,587.3057,1510.87433,27228.096,2899.3225,57514.902,32679.459,368.7225,1846.759
1241,2021-08-21 17:00:00,342.07,346.38,309.70734,1412.80487,27535.027,3891.6758,58984.984,32588.828,474.8165,1847.9663
1242,2021-08-21 18:00:00,340.45,346.42,584.02216,1353.37076,28341.96,4777.8403,61280.59,32617.986,539.40265,1870.8171
1243,2021-08-21 19:00:00,340.48,347.65,529.5389,1302.77387,29155.953,5421.5205,61337.54,32594.977,654.6816,1858.1995
1244,2021-08-21 20:00:00,338.54,343.25,710.2956,1174.01826,27903.584,5594.4136,61351.355,32631.35,762.069,1939.6663
1245,2021-08-21 21:00:00,340.48,349.1,745.37805,911.68667,29193.096,5133.294,61532.824,32669.193,829.9624,1979.8479
1246,2021-08-21 22:00:00,343.46,350.35,882.2792,532.82778,28535.604,4083.13,59599.52,32611.7,919.2688,1956.5393
1247,2021-08-21 23:00:00,348.02,352.51,922.9051,171.3024,28262.38,3147.5615,57962.566,32673.137,899.99976,1954.3672
1248,2021-08-22 00:00:00,352.88,358.81,994.7965,0.0,30350.816,2653.171,52459.574,32670.91,237.32275,1190.7672
1249,2021-08-22 01:00:00,356.28,355.52,862.1744,4.60548,28526.459,1666.8671,49631.61,32650.14,235.9231,1091.0333
1250,2021-08-22 02:00:00,353.53,349.31,958.94934,50.97179,26760.318,1184.2943,47106.574,32698.098,235.88263,930.4019
1251,2021-08-22 03:00:00,352.06,340.22,1181.6438,2.96742,24724.252,980.2708,43378.91,32707.818,239.04668,756.3703
1252,2021-08-22 04:00:00,340.89,329.91,1066.5151,0.0,22749.424,1097.7076,38426.086,32714.355,239.47136,667.55145
1253,2021-08-22 05:00:00,336.57,320.37,899.29425,0.0,20806.178,1170.1904,36442.43,32709.127,235.09987,653.0195
1254,2021-08-22 06:00:00,331.47,314.39,967.21564,10.90082,19610.898,972.74286,35040.45,32693.783,233.71071,704.29065
1255,2021-08-22 07:00:00,322.44,313.73,765.34125,15.53706,19477.807,1000.11365,33954.58,32699.242,233.18443,739.79944
1256,2021-08-22 08:00:00,316.12,311.48,1060.7905,0.0,19321.541,1016.886,33197.21,32668.338,224.8118,730.28815
1257,2021-08-22 09:00:00,313.94,311.99,867.09564,0.0,19184.145,965.1534,33333.42,32636.21,216.30995,781.3386
1258,2021-08-22 10:00:00,314.97,319.12,722.9008,0.0,20228.277,937.1597,35385.32,32652.617,220.40303,830.1042
1259,2021-08-22 11:00:00,315.07,324.07,933.422,119.88776,21229.287,1052.0907,38612.14,32674.133,212.3505,900.96387
1260,2021-08-22 12:00:00,314.2,329.63,586.1512,582.99893,22325.373,1082.0012,40857.734,32650.062,207.35558,939.8369
1261,2021-08-22 13:00:00,319.36,336.07,536.79224,1133.28474,23986.588,1276.5928,44839.652,32626.592,208.4921,1050.0504
1262,2021-08-22 14:00:00,326.9,341.74,405.4162,1545.82184,25393.99,1333.7712,48483.168,32632.0,210.14249,1156.7695
1263,2021-08-22 15:00:00,340.27,350.53,311.7286,1754.64041,27868.2,1531.0807,52466.633,32718.19,209.82784,1271.2444
1264,2021-08-22 16:00:00,345.59,351.61,568.26904,1823.73513,28770.312,2228.7302,56016.508,32610.111,207.43929,1340.551
1265,2021-08-22 17:00:00,347.66,354.35,218.22978,1737.46172,29891.332,3198.5977,58898.754,32536.547,221.4945,1349.0095
1266,2021-08-22 18:00:00,346.41,354.43,612.25055,1694.06443,31010.42,4210.3394,61753.23,32558.049,219.65726,1358.2878
1267,2021-08-22 19:00:00,346.39,356.09,448.92685,1616.24701,32032.65,5041.714,62314.082,32521.562,215.50615,1352.4434
1268,2021-08-22 20:00:00,347.48,351.9,737.00183,1411.90275,31054.207,5380.4673,61878.87,32584.697,221.89879,1396.494
1269,2021-08-22 21:00:00,347.42,357.41,675.9841,1059.28236,32495.828,5301.719,61462.227,32626.33,225.1979,1418.8623
1270,2021-08-22 22:00:00,349.85,358.1,713.7912,601.57774,31784.068,4629.518,59473.74,32591.559,235.3321,1417.7075
1271,2021-08-22 23:00:00,357.63,359.0,842.9183,191.40609,31141.06,3823.651,58491.31,32595.34,240.72574,1407.6143
1272,2021-08-23 00:00:00,361.62,363.73,920.7821,7.87424,31183.854,2448.1848,49293.99,32611.059,354.5307,1935.7902
1273,2021-08-23 01:00:00,362.48,358.93,1004.97864,19.18986,29308.139,1616.0211,46889.957,32588.164,344.78662,1638.5131
1274,2021-08-23 02:00:00,358.96,353.03,999.19415,58.27051,27644.785,1199.6523,44813.14,32637.229,329.80582,1306.7924
1275,2021-08-23 03:00:00,353.82,343.99,1202.1555,0.0,25637.174,997.7471,41155.63,32648.324,325.21564,999.96643
1276,2021-08-23 04:00:00,345.41,332.63,1358.0701,0.0,23589.92,1076.8795,36061.88,32655.666,323.5307,905.4947
1277,2021-08-23 05:00:00,338.34,322.07,1366.1528,0.0,21516.676,1123.0582,34211.87,32650.285,316.61096,902.37396
1278,2021-08-23 06:00:00,330.08,315.6,1383.2872,5.27997,20190.572,929.89667,32574.162,32634.975,308.95035,995.9637
1279,2021-08-23 07:00:00,326.26,313.58,1466.6652,21.30121,20041.354,976.2168,31369.639,32639.99,305.08392,1005.6634
1280,2021-08-23 08:00:00,327.68,311.38,1446.5815,0.0,19767.65,1011.8494,30395.98,32610.66,293.74637,918.91736
1281,2021-08-23 09:00:00,332.46,310.06,1437.2311,0.0,19436.883,971.85034,30505.33,32578.766,271.75903,936.636
1282,2021-08-23 10:00:00,342.56,316.27,1443.2008,0.0,20429.83,965.1205,32097.084,32594.307,266.12784,990.77734
1283,2021-08-23 11:00:00,346.16,322.5,1369.0724,111.08357,21404.51,1075.09,35244.664,32616.057,260.79886,1119.9583
1284,2021-08-23 12:00:00,347.78,326.86,1224.2117,681.48703,22391.053,1090.959,37399.086,32592.186,249.36772,1213.6119
1285,2021-08-23 13:00:00,352.45,333.94,1141.7405,1290.55037,24080.39,1268.4127,41156.516,32570.078,256.55844,1450.6173
1286,2021-08-23 14:00:00,357.14,340.57,1049.537,1648.53448,25558.936,1317.824,45007.03,32572.324,263.57776,1700.5132
1287,2021-08-23 15:00:00,360.01,351.02,933.1817,1756.40127,28263.645,1485.2916,48695.99,32660.723,267.41827,1926.5068
1288,2021-08-23 16:00:00,361.41,352.89,1100.8546,1791.85507,29271.51,2171.4294,52277.293,32552.291,280.93497,2019.7123
1289,2021-08-23 17:00:00,359.99,355.48,841.1012,1765.18931,30428.035,3100.1616,55462.938,32480.273,291.99762,2031.7544
1290,2021-08-23 18:00:00,359.43,356.99,968.1438,1787.96345,31761.818,4035.673,58576.137,32501.012,304.77887,2063.836
1291,2021-08-23 19:00:00,357.92,358.84,975.56476,1720.16081,32977.484,4823.2393,58987.04,32464.656,312.02655,2060.0352
1292,2021-08-23 20:00:00,357.18,354.71,1076.515,1457.35301,31752.123,5146.887,59052.305,32528.268,323.07675,2152.485
1293,2021-08-23 21:00:00,360.86,360.75,1111.654,1044.98695,33362.168,5032.3994,58568.367,32569.209,329.1011,2177.3394
1294,2021-08-23 22:00:00,363.07,361.36,1224.062,580.98013,32615.352,4309.0996,56883.348,32536.543,329.51193,2145.7727
1295,2021-08-23 23:00:00,367.48,362.8,1142.3494,199.79929,31954.672,3501.736,55920.523,32537.246,338.68582,2133.786
1296,2021-08-24 00:00:00,372.47,374.5,1278.6294,0.0,35145.56,2657.5623,58702.285,32573.305,890.1305,1800.0374
1297,2021-08-24 01:00:00,373.61,371.01,1402.6255,15.11226,33278.355,1702.4639,54708.035,32564.584,776.9635,1578.5153
1298,2021-08-24 02:00:00,371.13,364.82,1420.1475,72.2137,31184.512,1236.9199,50160.863,32589.719,711.63666,1295.9563
1299,2021-08-24 03:00:00,366.62,353.14,1518.7826,0.0,28018.742,1097.2202,45899.734,32583.146,629.57764,1005.38135
1300,2021-08-24 04:00:00,347.86,341.91,1688.1077,0.0,25703.252,1191.9962,40438.797,32574.969,549.62823,880.86676
1301,2021-08-24 05:00:00,352.12,332.47,1671.0455,0.0,23710.156,1228.5808,37810.41,32584.758,451.38293,858.5571
1302,2021-08-24 06:00:00,342.08,325.44,1644.6842,0.0,22209.768,1120.462,35508.56,32574.05,386.1302,946.6885
1303,2021-08-24 07:00:00,337.87,326.82,1794.7638,25.37866,22764.275,1191.1464,34845.188,32570.34,293.6439,967.061
1304,2021-08-24 08:00:00,334.08,328.09,1651.3917,0.0,22853.17,1142.665,35316.176,32536.773,254.57079,895.98535
1305,2021-08-24 09:00:00,336.65,331.37,1645.0605,0.0,23327.049,1039.8365,36875.066,32511.225,243.86624,909.23584
1306,2021-08-24 10:00:00,344.98,337.28,1646.981,0.0,24484.58,1062.1162,39487.293,32535.393,256.13358,957.9792
1307,2021-08-24 11:00:00,349.04,346.76,1470.2026,310.73354,26700.447,1099.611,42829.156,32567.777,275.54245,1079.0803
1308,2021-08-24 12:00:00,356.88,348.61,1450.6537,1036.38014,27621.064,1128.7544,44862.336,32531.191,298.08374,1155.1556
1309,2021-08-24 13:00:00,364.73,351.05,1386.4805,1742.43315,28731.812,1393.6351,48923.26,32497.648,313.014,1349.9332
1310,2021-08-24 14:00:00,368.69,356.11,1260.6749,2145.43255,30428.014,1660.7662,53499.61,32533.05,337.6561,1554.6962
1311,2021-08-24 15:00:00,367.88,362.81,1166.8993,2304.96714,32939.402,2200.4148,57374.49,32592.994,341.63535,1757.3075
1312,2021-08-24 16:00:00,367.95,361.88,1377.5852,2383.71106,33512.3,3113.9878,61477.332,32513.201,362.18332,1861.4138
1313,2021-08-24 17:00:00,365.22,361.09,1105.0227,2332.01076,33745.363,4134.92,63287.918,32425.432,421.02563,1865.8116
1314,2021-08-24 18:00:00,365.46,361.75,1188.285,2340.15181,34886.35,5107.0605,66357.04,32454.902,463.51935,1888.5665
1315,2021-08-24 19:00:00,363.36,362.03,1219.2487,2288.51184,35638.58,5876.461,66894.234,32431.541,528.7299,1876.1772
1316,2021-08-24 20:00:00,364.63,358.66,1331.2268,2053.15922,34477.85,6096.6187,66722.1,32468.242,588.6099,1958.409
1317,2021-08-24 21:00:00,365.77,364.22,1343.1497,1582.34163,35760.906,5715.2666,66665.305,32504.805,624.65094,1998.0239
1318,2021-08-24 22:00:00,370.44,366.52,1466.453,897.30561,35223.98,4808.2563,64257.965,32448.246,666.3307,1974.6824
1319,2021-08-24 23:00:00,373.85,369.31,1393.8008,267.91236,34872.406,3999.8652,61769.258,32507.285,658.084,1972.477
1320,2021-08-25 00:00:00,376.6,380.06,1733.4186,18.38721,37002.594,2768.1602,58430.656,32180.662,2418.7498,2126.4658
1321,2021-08-25 01:00:00,378.37,378.41,1668.5361,28.48873,35380.395,1666.663,54376.734,32176.596,2173.1738,1756.7853
1322,2021-08-25 02:00:00,378.33,372.84,1714.8375,76.01184,33343.086,1144.0486,49836.684,32204.186,1736.6093,1366.4625
1323,2021-08-25 03:00:00,373.8,361.31,1913.9369,0.0,30146.816,1039.3219,45514.63,32205.305,1583.0238,1015.8997
1324,2021-08-25 04:00:00,357.86,350.85,1935.3817,0.0,27700.885,1180.7864,40047.88,32198.229,1475.5366,925.37317
1325,2021-08-25 05:00:00,359.11,341.92,1874.8184,0.0,25618.184,1213.0538,37451.848,32208.621,1472.6373,909.6681
1326,2021-08-25 06:00:00,350.15,334.41,1884.0822,0.0,23876.68,1063.6488,35161.035,32199.045,1374.1824,1005.2778
1327,2021-08-25 07:00:00,345.72,335.88,1897.7698,27.78884,24321.945,1107.6907,34488.242,32201.35,1380.1436,1026.4716
1328,2021-08-25 08:00:00,345.6,335.18,1909.8823,0.0,24123.9,1079.8098,35026.598,32171.863,1288.3942,945.38226
1329,2021-08-25 09:00:00,347.31,338.18,1761.2255,0.0,24507.588,1013.01337,36369.49,32148.537,1295.5552,958.44244
1330,2021-08-25 10:00:00,354.22,343.28,1690.8501,0.0,25469.861,1022.48303,38993.07,32169.057,1251.3717,1037.4708
1331,2021-08-25 11:00:00,359.99,351.81,1609.4529,160.94144,27481.025,1030.0608,42071.28,32204.018,1247.0631,1186.1422
1332,2021-08-25 12:00:00,359.18,354.44,1388.8672,880.65455,28461.732,1046.8479,44019.664,32173.72,1136.6422,1327.5774
1333,2021-08-25 13:00:00,365.41,356.48,1219.3989,1604.56989,29532.256,1362.9858,47767.918,32143.4,974.1631,1556.7654
1334,2021-08-25 14:00:00,372.03,361.77,1118.7582,2002.37349,31477.12,1699.5061,52089.043,32179.998,805.4547,1811.9001
1335,2021-08-25 15:00:00,371.11,368.42,882.8708,2119.40894,33925.062,2254.886,56041.074,32237.08,612.8868,2021.805
1336,2021-08-25 16:00:00,371.69,367.17,1112.4263,2185.62306,34444.98,3107.5806,59798.21,32161.703,527.40216,2114.0857
1337,2021-08-25 17:00:00,367.72,366.94,695.8645,2192.72958,34804.684,4104.0513,61586.48,32084.018,615.7242,2140.2595
1338,2021-08-25 18:00:00,370.13,366.91,880.22363,2248.61224,35970.83,5137.084,64662.21,32110.533,612.8753,2167.0503
1339,2021-08-25 19:00:00,373.91,366.93,930.716,2189.72815,36630.67,5908.9307,65287.086,32086.107,733.3284,2203.2705
1340,2021-08-25 20:00:00,371.62,363.88,1032.9238,1912.17682,35430.887,6030.494,65343.297,32127.947,867.6004,2301.2683
1341,2021-08-25 21:00:00,375.36,370.17,1046.7189,1425.57174,36976.676,5641.1865,65384.754,32165.129,1049.182,2291.3774
1342,2021-08-25 22:00:00,378.63,372.18,1162.7339,786.76694,36442.363,4871.9785,62990.55,32112.49,1194.2542,2237.6423
1343,2021-08-25 23:00:00,381.12,374.22,1191.2831,232.09195,36097.992,4190.2856,60722.996,32164.145,1201.7598,2138.9692
1344,2021-08-26 00:00:00,378.46,387.05,929.9008,8.92109,37919.85,2265.5283,60661.184,32022.752,1329.6227,2669.1467
1345,2021-08-26 01:00:00,381.39,384.83,901.74023,17.64093,36329.945,1513.5537,56592.59,32013.428,1153.2599,2315.4385
1346,2021-08-26 02:00:00,380.57,378.96,984.2206,66.23972,34313.863,1213.6825,52066.543,32037.322,951.67773,1859.205
1347,2021-08-26 03:00:00,367.94,367.87,1112.8257,0.0,31128.447,1193.4816,47689.5,32039.277,822.187,1425.3726
1348,2021-08-26 04:00:00,371.7,358.35,1056.0322,0.0,28639.795,1232.4597,42252.117,32031.256,693.5297,1247.3855
1349,2021-08-26 05:00:00,357.91,350.0,913.5781,0.0,26514.246,1210.5405,39640.758,32043.31,659.7959,1145.0481
1350,2021-08-26 06:00:00,345.89,342.26,946.81384,0.0,24731.086,1123.5702,37225.273,32031.941,557.45917,1172.3696
1351,2021-08-26 07:00:00,344.1,343.74,845.3093,23.67622,25146.219,1207.555,36414.062,32032.031,484.96667,1168.688
1352,2021-08-26 08:00:00,344.9,342.28,984.6926,0.0,24887.12,1164.3676,36866.598,32005.838,411.40497,1057.6892
1353,2021-08-26 09:00:00,348.45,345.27,782.7386,0.0,25215.092,1045.7114,38015.535,31978.47,411.52637,1086.1578
1354,2021-08-26 10:00:00,358.13,350.01,671.5932,0.0,26110.322,1029.0308,40388.305,31997.297,471.80817,1137.4316
1355,2021-08-26 11:00:00,361.57,356.95,719.4928,298.19667,28022.984,1008.308,43257.8,32037.363,525.5747,1258.7765
1356,2021-08-26 12:00:00,365.07,359.13,497.67093,1011.08442,28922.412,1001.4612,45087.246,32001.16,553.3127,1317.302
1357,2021-08-26 13:00:00,370.05,360.89,455.11078,1687.54872,30005.291,1280.9097,48682.125,31973.121,555.2998,1543.1799
1358,2021-08-26 14:00:00,371.49,366.05,357.70895,2040.98705,31936.902,1636.5269,52978.387,32006.979,563.39667,1820.0375
1359,2021-08-26 15:00:00,372.05,371.88,264.33322,2149.61647,34335.992,2245.7961,57036.426,32064.67,510.195,2071.2258
1360,2021-08-26 16:00:00,373.03,370.19,523.6966,2209.95961,34862.652,3207.1929,60466.72,31993.666,500.07758,2182.1323
1361,2021-08-26 17:00:00,369.74,369.71,242.3622,2188.23746,35266.76,4247.278,62276.27,31914.324,567.39935,2266.4639
1362,2021-08-26 18:00:00,370.9,369.78,550.2679,2214.69476,36471.977,5180.581,65148.44,31941.287,593.5596,2343.2341
1363,2021-08-26 19:00:00,371.99,370.42,488.56372,2142.81365,37148.164,5824.105,65657.23,31918.03,660.6292,2378.578
1364,2021-08-26 20:00:00,371.17,367.34,731.0818,1862.23962,35913.35,5797.5747,65886.414,31956.908,720.9412,2486.8984
1365,2021-08-26 21:00:00,372.62,374.59,690.4988,1375.54008,37591.953,5213.531,66039.53,31987.357,787.66986,2488.5042
1366,2021-08-26 22:00:00,376.73,377.23,769.6775,755.39706,37084.477,4294.3066,63690.586,31936.06,833.8044,2446.7542
1367,2021-08-26 23:00:00,380.83,378.88,961.62,228.27969,36713.47,3601.5007,61813.117,31990.389,780.248,2405.8867
1368,2021-08-27 00:00:00,381.87,387.78,846.73926,5.69192,38687.86,2596.23,57843.086,32320.979,1620.9348,2504.1946
1369,2021-08-27 01:00:00,382.98,385.16,1029.5193,17.30905,36929.83,1621.9869,53883.56,32307.26,1460.8763,2185.829
1370,2021-08-27 02:00:00,381.76,379.54,1052.8457,68.01442,34823.805,1192.89,49741.68,32330.475,1118.7305,1765.0948
1371,2021-08-27 03:00:00,379.94,368.49,1145.5398,0.0,31572.354,1117.7985,45667.336,32327.516,1049.235,1344.0139
1372,2021-08-27 04:00:00,359.56,357.69,1273.2825,0.0,28961.896,1233.4889,40675.67,32317.145,1013.85614,1174.7738
1373,2021-08-27 05:00:00,372.96,348.8,1199.8402,0.0,26785.2,1260.7136,38391.395,32330.492,1034.3464,1094.5404
1374,2021-08-27 06:00:00,363.4,341.59,1196.578,0.0,25044.26,1129.9087,36206.004,32318.92,987.0628,1130.7065
1375,2021-08-27 07:00:00,353.29,342.72,1243.0035,21.8112,25456.248,1176.7042,35486.74,32315.744,992.5051,1113.3506
1376,2021-08-27 08:00:00,350.88,342.36,1179.347,0.0,25291.12,1144.085,35895.965,32286.527,917.34467,1013.4811
1377,2021-08-27 09:00:00,353.07,345.03,1119.6036,0.0,25686.191,1064.2499,37084.69,32255.656,870.2894,1062.5679
1378,2021-08-27 10:00:00,361.6,349.83,1071.928,0.0,26683.22,1067.6533,39214.188,32277.295,797.15607,1154.429
1379,2021-08-27 11:00:00,369.4,358.02,982.0574,212.13574,28742.154,1067.7493,42040.676,32315.508,838.71436,1296.7703
1380,2021-08-27 12:00:00,368.49,359.52,898.1449,902.04811,29597.951,1095.3363,43833.57,32273.639,793.5161,1364.0669
1381,2021-08-27 13:00:00,368.98,361.21,861.3422,1605.62499,30745.87,1403.1132,47155.91,32244.27,746.07605,1571.8815
1382,2021-08-27 14:00:00,372.64,366.05,719.65393,2019.2426,32573.418,1723.1677,51300.023,32273.021,678.20294,1844.7417
1383,2021-08-27 15:00:00,373.23,371.98,712.324,2169.81803,35068.13,2271.785,54991.375,32335.363,618.01416,2098.4443
1384,2021-08-27 16:00:00,370.87,370.61,947.8538,2237.89429,35571.176,3116.0037,58217.16,32259.402,630.1843,2220.2114
1385,2021-08-27 17:00:00,370.61,370.13,679.7555,2206.25191,35926.71,4096.3525,59886.258,32173.074,685.59814,2290.3706
1386,2021-08-27 18:00:00,372.3,370.27,860.5841,2229.53648,37110.668,5099.218,62246.793,32199.158,696.86896,2360.2888
1387,2021-08-27 19:00:00,371.31,370.64,816.25604,2161.98638,37809.266,5856.216,62418.25,32176.896,786.4339,2403.1946
1388,2021-08-27 20:00:00,367.99,367.31,1028.9781,1885.09656,36617.42,5979.1343,62634.125,32214.416,858.04645,2497.9648
1389,2021-08-27 21:00:00,369.69,374.03,1012.5162,1398.88965,38257.863,5555.9497,62695.24,32243.762,967.73145,2468.8323
1390,2021-08-27 22:00:00,371.89,376.28,1132.4783,774.04916,37748.22,4734.713,60560.527,32191.363,1010.8491,2404.3425
1391,2021-08-27 23:00:00,377.76,378.52,1155.4967,235.28088,37402.555,4015.6282,58855.746,32252.271,970.4251,2348.566
1392,2021-08-28 00:00:00,379.53,385.25,1211.08,14.72143,38283.56,2542.6558,56645.195,32252.758,1095.492,1955.7959
1393,2021-08-28 01:00:00,381.62,383.47,1321.5565,23.23133,36746.105,1539.4109,52773.273,32242.977,965.0968,1689.4698
1394,2021-08-28 02:00:00,376.95,378.14,1337.5146,70.54549,34748.047,1129.6672,48848.76,32268.19,775.9176,1364.9214
1395,2021-08-28 03:00:00,374.16,367.29,1479.4149,0.0,31659.438,1103.7925,44963.117,32266.154,683.4356,1050.6409
1396,2021-08-28 04:00:00,378.33,356.82,1670.9374,0.0,29215.91,1227.6842,40356.676,32258.2,602.1878,932.9703
1397,2021-08-28 05:00:00,353.87,348.19,1697.7894,0.0,27154.316,1244.6876,38303.555,32269.742,593.6368,918.69556
1398,2021-08-28 06:00:00,350.79,341.22,1691.0962,0.0,25415.412,1093.262,36268.258,32259.643,534.1226,1008.9451
1399,2021-08-28 07:00:00,345.76,342.29,1872.2723,23.81878,25906.58,1133.7181,35595.79,32256.918,515.1335,1021.5754
1400,2021-08-28 08:00:00,342.3,341.79,1735.5608,0.0,25638.94,1108.9526,35993.4,32228.148,484.5737,936.93677
1401,2021-08-28 09:00:00,340.01,343.98,1748.4216,0.0,26000.477,1039.2561,37305.32,32203.643,478.7777,949.6716
1402,2021-08-28 10:00:00,346.04,348.29,1744.0039,0.0,26914.533,1030.1074,39251.57,32225.068,523.88226,999.56244
1403,2021-08-28 11:00:00,344.84,356.19,1563.1735,170.75021,28757.498,1014.7092,42124.82,32261.102,577.30444,1129.3171
1404,2021-08-28 12:00:00,346.47,358.01,1538.9047,871.37526,29715.814,1020.99274,43975.797,32225.436,592.10596,1215.6647
1405,2021-08-28 13:00:00,355.05,359.38,1456.121,1583.7573,30733.068,1362.0552,47250.625,32195.129,599.0111,1440.4957
1406,2021-08-28 14:00:00,361.13,364.57,1326.2833,1986.01619,32699.352,1728.1031,51429.66,32228.295,606.4617,1674.1757
1407,2021-08-28 15:00:00,361.78,370.64,1176.9067,2111.86683,35058.203,2257.797,54847.633,32288.072,568.0313,1895.3661
1408,2021-08-28 16:00:00,358.28,369.35,1359.1957,2173.91241,35500.477,3072.205,57931.39,32213.232,570.24506,1997.3939
1409,2021-08-28 17:00:00,355.36,368.72,1070.2068,2166.6733,35823.08,4036.7773,59479.37,32131.033,600.636,2006.2052
1410,2021-08-28 18:00:00,353.6,369.0,1121.9382,2210.0832,36980.85,5063.4053,61354.74,32158.664,610.76904,2040.7373
1411,2021-08-28 19:00:00,353.07,368.72,1170.1428,2142.00227,37542.723,5809.269,61159.984,32136.377,643.5178,2036.7166
1412,2021-08-28 20:00:00,352.57,365.68,1251.1858,1852.4129,36244.08,5818.8623,61284.844,32173.389,667.632,2126.7422
1413,2021-08-28 21:00:00,353.76,372.61,1277.5215,1361.14424,37897.49,5360.4604,61204.95,32207.29,702.2519,2155.414
1414,2021-08-28 22:00:00,356.76,374.39,1411.0453,746.52752,37317.492,4627.906,59262.06,32154.205,708.67065,2123.3845
1415,2021-08-28 23:00:00,359.48,376.68,1318.067,225.86285,36965.867,4006.5781,57612.71,32210.484,664.3025,2114.3877
1416,2021-08-29 00:00:00,364.03,371.63,1955.3875,5.08265,34461.37,2488.311,54224.934,32276.646,398.93298,1666.3065
1417,2021-08-29 01:00:00,367.09,369.37,1829.325,17.14788,32850.207,1553.518,51144.74,32253.639,386.06122,1414.7777
