UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_wind_production_forecast,avg_solar_production_forecast,avg_coal_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_other_production_forecast
2020-01-01 15:00:00,11843,32583,33026,213,1847,835,4751,57,4.76653513885226,279.363219612735,274.481247916933,74.4179208416327,0.391826771420285,5316.8374,698.04949,11712.831,1791.6284,34088.24,33418.914,205.45384,556.36786
2020-01-01 16:00:00,11851,33401,33039,211,1236,911,4444,64,5.20024644075186,281.898345403,276.461217226686,168.455015095108,1.18586854693873,5250.734,725.60339,11313.343,1484.8915,33316.797,33570.996,199.34267,578.0769
2020-01-01 17:00:00,11567,33571,33018,212,1108,974,4878,67,5.20024644075186,281.898345403,276.461217226686,168.455015095108,1.18586854693873,5131.051,697.79063,12082.259,1324.6439,32728.63,33505.4,200.59143,567.5767
2020-01-01 18:00:00,11488,32173,33079,211,1089,984,5788,78,5.20024644075186,281.898345403,276.461217226686,168.455015095108,1.18586854693873,4976.7886,598.34065,11948.494,1278.765,32806.14,33421.88,203.9352,537.1521
2020-01-01 19:00:00,11224,31053,33087,213,1138,924,6132,82,4.25232929671947,281.577937725098,277.856291955161,154.744935208079,1.28454722011312,5125.963,419.17845,11736.843,1290.3246,33241.777,33332.887,209.7756,558.27
2020-01-01 20:00:00,11216,30889,33062,210,1125,866,6281,81,4.25232929671947,281.577937725098,277.856291955161,154.744935208079,1.28454722011312,4947.548,217.19609,12338.832,1319.6588,33187.75,33560.074,215.85167,546.87146
2020-01-01 21:00:00,11213,31060,33060,209,1179,573,6229,79,4.25232929671947,281.577937725098,277.856291955161,154.744935208079,1.28454722011312,4970.1724,118.63975,12580.47,1641.9084,33881.074,33405.363,213.8558,534.92926
2020-01-01 22:00:00,11165,32377,33076,207,1882,128,6357,85,3.81385023217661,280.965538174992,278.433693829903,81.4683167156877,2.83615551562302,4881.1294,15.06055,12818.971,2231.1494,34619.56,33353.625,216.99174,545.19977
2020-01-01 23:00:00,12344,36930,33074,208,3361,0,6553,89,3.81385023217661,280.965538174992,278.433693829903,81.4683167156877,2.83615551562302,4966.0576,0,12721.276,3043.061,34809.195,33274.418,224.01825,579.91437
2020-01-02 00:00:00,12940,37956,33067,210,3863,0,6945,89,3.81385023217661,280.965538174992,278.433693829903,81.4683167156877,2.83615551562302,1947.5417,8.75376,13099.86,3445.3645,32213.582,28578.438,170.67703,639.9916
2020-01-02 01:00:00,13023,38412,33061,206,3136,0,7138,88,3.72649163284637,281.349225295311,279.110487208933,0,1.69354605744888,1891.6748,11.52758,13510.424,2830.5042,31727.691,28613.26,168.96945,619.972
2020-01-02 02:00:00,14049,38237,33071,209,2238,0,7524,90,3.72649163284637,281.349225295311,279.110487208933,0,1.69354605744888,1850.2241,6.04525,12800.704,1985.2083,30637.006,28533.184,169.22333,607.2381
2020-01-02 03:00:00,13676,37216,33068,207,1662,0,7683,87,3.72649163284637,281.349225295311,279.110487208933,0,1.69354605744888,1734.239,2.06215,13019.334,1464.7467,28709.021,28564.535,181.84753,620.0749
2020-01-02 04:00:00,13047,34738,33062,209,1146,0,7696,88,3.46134519681141,281.485492415918,279.803852327051,0,3.50491611439827,1894.3741,6.51396,11575.793,1252.7892,26751.57,28516.816,175.1468,573.41534
2020-01-02 05:00:00,12539,32946,32956,210,920,0,7672,90,3.46134519681141,281.485492415918,279.803852327051,0,3.50491611439827,1758.1288,16.20693,11021.641,1154.4136,24517.283,28564.639,180.08351,610.9366
2020-01-02 06:00:00,10078,22691,28859,181,757,0,1792,564,3.46134519681141,281.485492415918,279.803852327051,0,3.50491611439827,1649.1746,20.35744,10031.112,1104.7587,23346.03,28596.787,179.49669,598.407
2020-01-02 07:00:00,10100,23187,28862,184,711,0,1810,556,3.21434192167525,281.566201861098,280.411272929157,0,1.7987298165338,1471.3365,14.40403,10368.839,943.6245,22773.21,28516.385,189.88278,592.0852
2020-01-02 08:00:00,10144,22908,28909,187,729,0,1606,544,3.21434192167525,281.566201861098,280.411272929157,0,1.7987298165338,1406.0607,9.19215,10499.239,999.07776,22763.754,28560.459,186.64946,594.2011
2020-01-02 09:00:00,10252,23192,28990,188,766,0,1695,551,3.21434192167525,281.566201861098,280.411272929157,0,1.7987298165338,1276.4452,13.80967,11049.266,1237.9731,23991.096,28552.822,189.22041,606.70123
2020-01-02 10:00:00,10810,24853,29003,188,954,0,1653,561,3.18356908603786,281.769752218631,280.868700105439,0,3.36735278752909,1041.8019,19.82489,11835.785,1964.7661,25667.164,28651.271,183.46042,631.9039
2020-01-02 11:00:00,11720,26859,28983,186,4108,0,1592,559,3.18356908603786,281.769752218631,280.868700105439,0,3.36735278752909,1080.9143,6.05704,12133.85,2752.0825,27371.752,28646.975,187.12614,663.8426
2020-01-02 12:00:00,12969,29373,28999,184,5089,0,1857,558,3.18356908603786,281.769752218631,280.868700105439,0,3.36735278752909,932.5035,0,12775.832,3208.3752,28588.656,28563.275,190.39124,647.1588
2020-01-02 13:00:00,13743,29768,29002,183,2910,20,1788,540,3.41229929281554,282.951829346692,281.74351145535,34.1341118369557,0.993238390218684,853.1454,43.38733,12742.211,2895.5566,29951.629,28679.486,185.19867,667.598
2020-01-02 14:00:00,13279,28926,28977,181,2052,57,1535,554,3.41229929281554,282.951829346692,281.74351145535,34.1341118369557,0.993238390218684,942.1248,123.80734,13351.247,2312.7942,30159.805,28751.768,178.9141,653.27435
2020-01-02 15:00:00,12617,28757,28998,181,1186,93,1436,559,3.41229929281554,282.951829346692,281.74351145535,34.1341118369557,0.993238390218684,760.8231,231.39563,13222.035,1792.0197,29979.252,28597.004,174.8155,697.38525
2020-01-02 16:00:00,11974,28084,28975,181,1143,85,1416,562,3.40716788584337,284.243750578553,282.367788801104,92.4389788389118,1.79362589790156,884.97095,298.32498,12771.175,1471.2062,29321.148,28671.348,167.9364,675.6596
2020-01-02 17:00:00,11483,27398,28986,178,1133,70,1337,571,3.40716788584337,284.243750578553,282.367788801104,92.4389788389118,1.79362589790156,939.0557,311.72484,12396.824,1350.1194,29085.992,28591.555,171.88086,710.0924
2020-01-02 18:00:00,11349,27679,28972,177,1156,50,1343,576,3.40716788584337,284.243750578553,282.367788801104,92.4389788389118,1.79362589790156,948.3007,279.64452,12004.345,1382.303,28901.018,28609.387,172.0749,688.4904
2020-01-02 19:00:00,11403,28043,28984,174,1182,28,1217,559,3.06083224144529,284.073512415201,282.31507568019,117.840048911909,1.08127912934367,1179.4968,219.40042,12681.211,1424.1396,29549.268,28635.13,179.57126,688.20264
2020-01-02 20:00:00,11920,28475,28975,173,1305,24,916,553,3.06083224144529,284.073512415201,282.31507568019,117.840048911909,1.08127912934367,1113.1104,152.59385,13434.388,1415.891,29996.963,28610.787,185.69049,701.7896
2020-01-02 21:00:00,12117,28603,28963,175,1714,0,797,560,3.06083224144529,284.073512415201,282.31507568019,117.840048911909,1.08127912934367,1257.334,93.29209,12742.815,1698.9738,30874.182,28518.428,183.21637,690.50354
2020-01-02 22:00:00,13241,31539,28974,173,3311,0,742,561,3.01792391211554,283.061420075247,281.783671063021,64.6504756624767,2.46602591988988,1351.8069,25.341,13677.233,2467.7441,31800.527,28652.816,187.4458,689.1045
2020-01-02 23:00:00,13654,31291,28961,174,3798,0,656,554,3.01792391211554,283.061420075247,281.783671063021,64.6504756624767,2.46602591988988,1589.6968,1.54529,13865.777,3452.0874,32970.957,28666.54,191.9826,671.0381
2020-01-03 00:00:00,13799,30707,28960,171,3012,0,726,543,3.01792391211554,283.061420075247,281.783671063021,64.6504756624767,2.46602591988988,1367.5645,2.67864,12046.658,3219.7883,32504.48,28868.018,172.7413,896.77246
2020-01-03 01:00:00,13273,29986,28964,173,2458,0,882,540,3.25722222648575,281.980733484837,280.854207897496,0,1.20114972445113,1388.2346,11.63951,12442.27,2669.7021,31438.836,28891.172,171.23076,858.97626
2020-01-03 02:00:00,12308,28441,28956,174,1549,0,953,559,3.25722222648575,281.980733484837,280.854207897496,0,1.20114972445113,1382.7686,8.61808,11986.611,1846.395,30049.889,28878.117,171.55032,816.701
2020-01-03 03:00:00,12012,26871,28962,176,995,0,871,561,3.25722222648575,281.980733484837,280.854207897496,0,1.20114972445113,1631.8771,4.27116,12256.405,1373.9515,28389.049,28904.555,184.35704,836.5741
2020-01-03 04:00:00,10756,25174,28959,180,974,0,774,565,3.50432011617587,281.491844314617,280.386995536834,0,2.34348258748884,1771.5068,8.15732,10388.307,1168.1201,26565.496,28875.816,177.61615,788.55524
2020-01-03 05:00:00,10118,23025,28854,178,771,0,1758,563,3.50432011617587,281.491844314617,280.386995536834,0,2.34348258748884,1911.3973,17.28427,9956.342,1162.0438,24651.893,28879.87,182.76295,797.554
2020-01-03 06:00:00,9576,23594,28965,182,852,0,575,564,3.50432011617587,281.491844314617,280.386995536834,0,2.34348258748884,2164.031,16.42914,9067.5205,1037.6927,24111.1,28914.156,182.30177,738.8871
2020-01-03 07:00:00,9551,23276,28978,182,815,0,367,564,3.7276778050142,280.845991190683,279.733656866536,0,0.886429522691453,2402.3926,9.52315,9497.677,741.3921,24216.555,28871.404,192.33353,738.9547
2020-01-03 08:00:00,9463,23180,28975,184,787,0,294,567,3.7276778050142,280.845991190683,279.733656866536,0,0.886429522691453,2542.7107,8.75861,9031.832,677.0994,24843.031,28882.406,189.33823,751.112
2020-01-03 09:00:00,9234,22523,28988,189,856,0,266,632,3.7276778050142,280.845991190683,279.733656866536,0,0.886429522691453,2642.4282,16.1965,10002.199,886.3514,26242.96,28948.686,191.75511,772.15564
2020-01-03 10:00:00,9300,23976,28974,188,943,0,297,791,3.93665222422222,280.056881574091,278.846208765972,0,1.59905320271119,2841.988,20.08944,10493.486,1577.464,28063.514,28953.465,185.96286,826.8963
2020-01-03 11:00:00,10173,25344,28972,186,2512,0,336,856,3.93665222422222,280.056881574091,278.846208765972,0,1.59905320271119,3069.1594,0,11428.943,2440.5164,29715.188,28947.293,188.96661,860.5889
2020-01-03 12:00:00,10718,27066,28958,184,3805,0,390,934,3.93665222422222,280.056881574091,278.846208765972,0,1.59905320271119,3220.9253,0,11837.264,3072.9204,30643.58,28875.73,192.61235,824.8239
2020-01-03 13:00:00,11354,27406,28960,183,3927,0,399,931,4.73924473360047,280.183286162487,278.132698518364,43.668783665635,0.384746593324036,3532.5308,44.55578,12112.289,2905.2712,31114.867,28976.445,187.49774,842.4705
2020-01-03 14:00:00,11916,27892,28951,181,3154,3,367,936,4.73924473360047,280.183286162487,278.132698518364,43.668783665635,0.384746593324036,3591.9705,140.2038,12618.661,2400.7944,31323.547,28964.922,181.35332,879.74036
2020-01-03 15:00:00,12454,28662,28971,182,3747,10,297,939,4.73924473360047,280.183286162487,278.132698518364,43.668783665635,0.384746593324036,3824.834,256.78261,12579.305,1880.6686,30947.785,28911.016,176.79619,926.65845
2020-01-03 16:00:00,12403,28934,28964,184,2882,12,465,931,5.44526446868495,280.576700766195,277.246725768814,126.596310230073,0.874821325728544,4182.233,330.87275,11806.216,1531.2356,29954.459,28998.342,169.98364,915.6298
2020-01-03 17:00:00,12397,30233,28970,180,1245,5,370,938,5.44526446868495,280.576700766195,277.246725768814,126.596310230073,0.874821325728544,4290.4385,354.68217,12165.444,1343.3035,29641.688,28919.322,173.7994,920.9328
2020-01-03 18:00:00,12202,31018,28957,177,1266,6,250,933,5.44526446868495,280.576700766195,277.246725768814,126.596310230073,0.874821325728544,4457.422,325.59444,11934.214,1299.4178,29652.734,28909.854,174.11008,936.16516
2020-01-03 19:00:00,12046,31529,28961,176,1308,4,134,939,5.55544856916219,279.450790592613,275.853406198914,182.354433953823,0.650521705952225,4843.2656,261.061,11867.616,1361.7114,30369.25,28927.836,181.45221,945.83484
2020-01-03 20:00:00,11790,31033,28968,175,1416,14,129,935,5.55544856916219,279.450790592613,275.853406198914,182.354433953823,0.650521705952225,5051.451,184.27224,12919.154,1492.487,30589.217,28954.002,187.66847,938.4927
2020-01-03 21:00:00,12030,31366,28963,174,1917,0,99,938,5.55544856916219,279.450790592613,275.853406198914,182.354433953823,0.650521705952225,5217.277,110.10168,12566.685,1910.5487,31676.555,28925.234,185.06363,940.5492
2020-01-03 22:00:00,12266,32102,28943,178,3492,0,101,936,5.2217833842365,277.281266624774,274.29284085752,102.207927383911,1.26540707135238,5402.41,20.43895,13055.539,2615.7395,32702.516,28971.957,189.53177,896.4243
2020-01-03 23:00:00,12492,31494,28938,174,3392,0,207,934,5.2217833842365,277.281266624774,274.29284085752,102.207927383911,1.26540707135238,5570.4556,0,13284.225,3431.0554,33155.83,28969.99,194.16676,925.7807
2020-01-04 00:00:00,12370,30499,28952,175,2471,0,266,944,5.2217833842365,277.281266624774,274.29284085752,102.207927383911,1.26540707135238,2216.2266,0,9907.699,2510.0017,29274.52,28673.125,132.5799,783.40753
2020-01-04 01:00:00,12716,29702,28948,173,1838,0,202,942,5.93918836114451,275.621685962417,272.592509300972,0,0.469103241421253,2329.3447,0,9717.762,1913.08,28400.367,28677.922,126.84834,762.7056
2020-01-04 02:00:00,12372,27946,28943,177,1308,0,175,972,5.93918836114451,275.621685962417,272.592509300972,0,0.469103241421253,2667.7817,1.43225,9573.295,1361.1886,27658.404,28660.936,127.00302,725.3724
2020-01-04 03:00:00,11656,26797,28814,180,989,0,214,680,5.93918836114451,275.621685962417,272.592509300972,0,0.469103241421253,3025.9314,6.62016,10544.105,1216.2628,26707.24,28684.219,136.13504,749.50275
2020-01-04 04:00:00,11255,24968,28812,180,858,0,303,590,5.94865486136503,274.217572144958,271.109167641984,0,0.802743028375563,3516.319,7.68703,8423.963,1159.7982,25180.785,28653.277,130.85597,662.8789
2020-01-04 05:00:00,10269,23768,28981,183,861,0,603,565,5.94865486136503,274.217572144958,271.109167641984,0,0.802743028375563,3880.3335,6.67291,8663.58,1137.1378,23323.76,28642.729,131.17337,707.43945
2020-01-04 06:00:00,9588,21717,28848,184,812,0,424,588,5.94865486136503,274.217572144958,271.109167641984,0,0.802743028375563,4237.766,0,8122.1553,969.1119,22599.979,28676.234,130.0433,691.3014
2020-01-04 07:00:00,9086,21559,28842,187,883,0,510,594,5.80973344197804,273.4714970458,270.206453605969,0,0.159572718889858,4492.519,0,8680.563,674.1152,22727.188,28630.084,144.36467,651.9364
2020-01-04 08:00:00,8805,20928,28883,189,874,0,467,595,5.80973344197804,273.4714970458,270.206453605969,0,0.159572718889858,4727.373,7.72324,7834.052,723.7989,23288.752,28612.068,137.74834,647.7958
2020-01-04 09:00:00,8585,21040,28883,188,825,0,608,588,5.80973344197804,273.4714970458,270.206453605969,0,0.159572718889858,4872.4326,25.41711,8554.124,1184.1664,23988,28710.031,141.31033,658.8817
2020-01-04 10:00:00,8439,21698,28892,188,852,0,606,584,5.58688381141548,273.097774951021,269.73261223147,0,0.258606559577664,4915.1396,19.61228,9270.263,1867.8229,25795.072,28732.28,136.23096,701.48627
2020-01-04 11:00:00,8365,22397,28909,187,1246,0,598,577,5.58688381141548,273.097774951021,269.73261223147,0,0.258606559577664,5135.2065,0,10847.044,2434.0576,27215.588,28663.383,148.58502,720.15546
2020-01-04 12:00:00,8761,24200,28925,185,1278,0,542,577,5.58688381141548,273.097774951021,269.73261223147,0,0.258606559577664,5157.081,0,10721.6,2671.5598,28543.43,28645.516,145.61807,708.64233
2020-01-04 13:00:00,9884,25862,28944,183,1276,0,547,582,6.29930875707641,275.08226156381,270.04134111261,95.8677517575689,0.008200783961963,5184.1855,95.64904,11697.395,2358.3853,28904.979,28697.215,140.91843,709.86084
2020-01-04 14:00:00,9996,26843,28942,183,1303,2,570,582,6.29930875707641,275.08226156381,270.04134111261,95.8677517575689,0.008200783961963,5247.2676,305.4192,11939.401,1964.3213,29526.36,28736.125,134.25584,729.17883
2020-01-04 15:00:00,10913,27268,28947,181,1119,5,547,582,6.29930875707641,275.08226156381,270.04134111261,95.8677517575689,0.008200783961963,4994.4473,502.60297,12577.197,1681.0519,29360.057,28622.396,134.93929,772.30774
2020-01-04 16:00:00,11008,26821,28934,180,1073,11,824,571,6.66667949814814,278.182471194682,271.256807197404,244.834571704941,0.022085395177452,5110.763,595.22342,11147.922,1438.766,28245.49,28699.932,128.57776,768.39075
2020-01-04 17:00:00,10792,26370,28925,180,1003,8,833,584,6.66667949814814,278.182471194682,271.256807197404,244.834571704941,0.022085395177452,5034.055,628.03025,12392.829,1313.6951,27601.473,28643.678,133.02281,793.41766
2020-01-04 18:00:00,10048,26280,28912,178,1020,3,1014,695,6.66667949814814,278.182471194682,271.256807197404,244.834571704941,0.022085395177452,4882.615,580.59925,12024.485,1383.3003,27718.3,28657.871,131.96896,802.6347
2020-01-04 19:00:00,9551,26061,28916,177,1064,6,1137,839,6.04347991232083,278.815640891295,272.267803841167,327.210050456914,0.028701759497902,5102.472,449.50083,11281.672,1581.427,28442.443,28715.63,141.20561,827.1785
2020-01-04 20:00:00,9598,26119,28920,175,1250,4,1344,936,6.04347991232083,278.815640891295,272.267803841167,327.210050456914,0.028701759497902,4901.4253,292.10349,12983.202,2017.4546,28512.75,28683.55,146.18355,812.53534
2020-01-04 21:00:00,9858,26420,28928,175,1596,0,1264,962,6.04347991232083,278.815640891295,272.267803841167,327.210050456914,0.028701759497902,5049.315,161.12829,12700.251,2686.193,29907.922,28654.998,146.10745,852.12305
2020-01-04 22:00:00,10738,27106,28939,174,3272,0,1297,952,4.86610495008274,276.417690169226,272.263165383664,180.123435931463,0.09212902235535,4943.7925,15.83419,12407.667,3202.7686,30856.81,28728.822,147.8529,823.6354
2020-01-04 23:00:00,11369,27779,28907,172,3008,0,1211,946,4.86610495008274,276.417690169226,272.263165383664,180.123435931463,0.09212902235535,4968.2744,0,12676.198,3347.8813,30971.484,28719.273,149.60948,836.4069
2020-01-05 00:00:00,11166,27223,28897,172,3300,0,1255,942,4.86610495008274,276.417690169226,272.263165383664,180.123435931463,0.09212902235535,2110.5288,0,10453.386,2524.3623,29565.33,28798.357,133.20853,732.94476
2020-01-05 01:00:00,11040,27198,28931,171,2003,0,1520,943,4.4912745538251,276.280146127039,272.707819796098,0,0.112855915630542,2178.3774,3.76316,10012.597,1985.7323,28841.31,28801.818,127.55886,717.67944
2020-01-05 02:00:00,11192,27104,28929,173,1110,0,1509,898,4.4912745538251,276.280146127039,272.707819796098,0,0.112855915630542,2332.673,15.00924,10079.312,1411.9003,27984.482,28789.334,127.67067,687.42163
2020-01-05 03:00:00,11052,26960,28925,177,804,0,1284,898,4.4912745538251,276.280146127039,272.707819796098,0,0.112855915630542,2501.0193,23.44624,10595.239,1212.7898,27057.56,28802.46,136.8653,712.75366
2020-01-05 04:00:00,10132,25614,28932,179,770,0,1231,693,4.55679851573564,275.840030670658,272.709952495447,0,0.214825789450907,2810.5498,19.74791,8771.169,1128.6091,25473.365,28779.824,131.53554,619.42645
2020-01-05 05:00:00,10049,23293,28829,180,874,0,401,596,4.55679851573564,275.840030670658,272.709952495447,0,0.214825789450907,2997.5742,15.03766,8848.582,1114.1708,24112.104,28768.258,131.95883,683.96606
2020-01-05 06:00:00,9771,25470,28950,182,646,0,1013,558,4.55679851573564,275.840030670658,272.709952495447,0,0.214825789450907,3124.4526,8.34135,8444.791,954.5,23617.344,28792.787,130.76672,687.80255
2020-01-05 07:00:00,9491,25470,28943,186,664,0,899,556,4.47800106526883,275.232980029661,272.265517059775,0,0.047508222317498,3226.578,0,8667.028,643.12,23862.152,28748.166,145.12727,632.2097
2020-01-05 08:00:00,9737,25904,28944,186,674,0,977,542,4.47800106526883,275.232980029661,272.265517059775,0,0.047508222317498,3343.49,8.90086,7965.1235,640.5771,24633.082,28734.115,138.5264,634.4987
2020-01-05 09:00:00,9574,25335,28938,188,658,0,1049,536,4.47800106526883,275.232980029661,272.265517059775,0,0.047508222317498,3338.992,18.96901,8758.627,1028.2491,25692.879,28830.191,142.1461,644.6252
2020-01-05 10:00:00,9558,25700,28954,188,714,0,942,554,4.05112598051628,274.58962947578,271.704893264878,0,0.105905002764784,3271.0925,25.98539,9467.853,1675.7948,27189.111,28846.518,137.05208,682.49036
2020-01-05 11:00:00,9768,25264,28954,187,1009,0,931,539,4.05112598051628,274.58962947578,271.704893264878,0,0.105905002764784,3325.796,10.61928,11001.223,2278.884,28891.238,28778.76,149.40388,696.8777
2020-01-05 12:00:00,10273,26361,28970,185,1032,0,1065,539,4.05112598051628,274.58962947578,271.704893264878,0,0.105905002764784,3237.1765,28.51087,10946.572,2616.8958,29760.154,28769.275,146.50806,691.2708
2020-01-05 13:00:00,10306,26313,28962,184,1128,10,1259,534,4.42733387116761,276.674981190004,271.671347283409,95.1520224896204,0.018585110706698,3218.957,171.42872,11913.939,2384.8203,29992.656,28816.107,141.72307,685.553
2020-01-05 14:00:00,9924,26013,28970,184,1225,52,1558,523,4.42733387116761,276.674981190004,271.671347283409,95.1520224896204,0.018585110706698,3180.2756,376.60801,12343.029,2007.9231,30557.26,28844.934,134.97836,694.30365
2020-01-05 15:00:00,9852,26165,28956,182,943,55,1516,530,4.42733387116761,276.674981190004,271.671347283409,95.1520224896204,0.018585110706698,2943.1682,577.96236,12633.411,1701.3036,29889.355,28735.13,135.73009,730.9051
2020-01-05 16:00:00,9743,26362,28960,182,859,68,1652,516,4.24130138653447,279.586890036424,271.314319178467,251.663306568701,0.03156847642616,2966.5247,679.74445,11473.314,1448.8208,29032.795,28813.48,129.2902,725.5998
2020-01-05 17:00:00,9719,25677,29073,180,804,53,1818,521,4.24130138653447,279.586890036424,271.314319178467,251.663306568701,0.03156847642616,2853.6465,710.33873,12502.222,1311.957,28327.434,28769.543,133.80196,754.6627
2020-01-05 18:00:00,9394,25564,28947,178,1059,60,1705,642,4.24130138653447,279.586890036424,271.314319178467,251.663306568701,0.03156847642616,2715.1484,653.9724,12102.079,1352.2518,28412.752,28778.676,132.73253,759.4515
2020-01-05 19:00:00,9520,25038,28959,177,1044,32,1596,775,3.51821365701899,279.60037245932,271.458929471056,345.420069319647,0.000369427727578,2780.0708,519.73546,11543.88,1512.999,28714.867,28829.818,141.9847,785.8434
2020-01-05 20:00:00,9724,24542,29077,174,1052,19,1423,817,3.51821365701899,279.60037245932,271.458929471056,345.420069319647,0.000369427727578,2604.8564,344.21075,12916.505,1888.4585,28750.08,28804.91,146.95547,766.6067
2020-01-05 21:00:00,9957,25223,29056,176,1601,3,1302,892,3.51821365701899,279.60037245932,271.458929471056,345.420069319647,0.000369427727578,2647.917,188.64292,12922.539,2509.7217,29620.5,28767.195,146.84038,802.5486
2020-01-05 22:00:00,11040,26854,29051,174,3127,0,1234,914,2.98474401823489,276.335440052125,271.004573401273,189.181262744404,0.000369427727578,2590.126,25.18845,12809.231,3023.4575,30584.234,28837.562,148.54999,779.6066
2020-01-05 23:00:00,12783,28719,29176,173,2715,0,1062,900,2.98474401823489,276.335440052125,271.004573401273,189.181262744404,0.000369427727578,2603.4136,0,12884.281,3261.8955,30460.893,28824.592,150.39116,791.0775
2020-01-06 00:00:00,12773,28214,29255,169,2458,0,1321,910,2.98474401823489,276.335440052125,271.004573401273,189.181262744404,0.000369427727578,753.43604,0,14001.965,3419.3743,29763.254,29820.527,173.79643,805.55334
2020-01-06 01:00:00,13565,28279,29345,170,1624,0,1300,919,2.79198647874303,276.407979864031,271.179268402384,0,0.019263447182111,679.7335,0,14121.207,2457.588,28941.158,29823.38,172.3866,787.9242
2020-01-06 02:00:00,12658,26697,29457,173,1094,0,1224,901,2.79198647874303,276.407979864031,271.179268402384,0,0.019263447182111,668.2815,0,13745.447,1459.3093,27919.26,29828.482,172.73975,744.49896
2020-01-06 03:00:00,12274,25566,29490,176,774,0,1340,891,2.79198647874303,276.407979864031,271.179268402384,0,0.019263447182111,732.5885,3.97804,13705.804,1048.4741,26741.348,29823.365,185.63974,752.2134
2020-01-06 04:00:00,11244,24717,29587,176,815,0,1483,533,2.50202096118235,275.801507514856,270.956813234735,0,0.133485611872171,920.44214,3.74791,12132.758,1050.9448,25182.668,29823.936,178.87833,693.3137
